Crystal16 Data Report File,Version: 1014,,,,,,,
,,,,,,,,
,,,,,,,,
Experiment details,,,,,,,,
ExperimentNumber,0,,,,,,,
Experimentor,Mona,,,,,,,
Project,"MA-Polyvinylpyrrolidone-1,2,dichloroethane-Chlorobenzene-Nitrobenzene-n-Butyl Acetate",,,,,,,
Reactor1,"15.14 mg/ml Polyvinylpyrrolidone in 1,2,dichloroethane",2-dichloroethane,,,,,,
Reactor2,15.18 mg/ml Polyvinylpyrrolidone in Chlorobenzene,,,,,,,
Reactor3,14.8 mg/ml Polyvinylpyrrolidone in Nitrobenzene,,,,,,,
Reactor4,15.16 mg/ml Polyvinylpyrrolidone in n-Butyl Acetate,,,,,,,
,,,,,,,,
Labjournal,,,,,,,,
,,,,,,,,
,,,,,,,,
Description,,,,,,,,
polymer_ids,Polyvinylpyrrolidone:32,,,,,,,
solvent_ids,"1,2,dichloroethane:37",Chlorobenzene:10,Nitrobenzene:9,n-Butyl Acetate:40,,,,
Start of Experiment,1/25/24 12:23,,,,,,,
,,,,,,,,
Temperature Program,,,,,,,,
Block,C,,,,,,,
Heat to,20, at ,20, °C/min,,,,
Hold at,20, for ,16, sec,,,,
Tune,,,,,,,,
1/25/24 12:55,0:31:44,33.6,33.5,69,97,100,7,0
1/25/24 12:55,0:31:45,33.6,33.6,69,93,100,8,0
1/25/24 12:55,0:31:46,33.6,33.6,69,91,100,9,0
1/25/24 12:55,0:31:47,33.6,33.6,69,95,100,8,0
1/25/24 12:55,0:31:48,33.6,33.6,70,94,100,8,0
1/25/24 12:55,0:31:49,33.7,33.6,70,90,100,8,0
1/25/24 12:55,0:31:50,33.7,33.6,70,89,100,8,0
1/25/24 12:55,0:31:51,33.7,33.6,71,89,100,7,0
1/25/24 12:55,0:31:52,33.7,33.6,71,87,100,8,0
1/25/24 12:55,0:31:53,33.7,33.6,71,89,100,8,0
1/25/24 12:55,0:31:54,33.7,33.6,71,89,100,8,0
1/25/24 12:55,0:31:55,33.7,33.6,71,92,100,7,0
1/25/24 12:55,0:31:56,33.7,33.6,71,95,100,8,0
1/25/24 12:55,0:31:57,33.7,33.7,72,90,100,7,0
1/25/24 12:55,0:31:58,33.7,33.7,71,88,100,8,0
1/25/24 12:55,0:31:59,33.7,33.7,71,91,100,9,0
1/25/24 12:55,0:32:00,33.7,33.7,72,83,100,8,0
1/25/24 12:55,0:32:01,33.8,33.7,72,95,100,9,0
1/25/24 12:55,0:32:02,33.8,33.7,71,89,100,8,0
1/25/24 12:55,0:32:03,33.8,33.7,72,88,100,8,0
1/25/24 12:55,0:32:04,33.8,33.7,72,95,100,8,0
1/25/24 12:55,0:32:05,33.8,33.7,72,84,100,8,0
1/25/24 12:55,0:32:06,33.8,33.7,72,87,100,7,0
1/25/24 12:55,0:32:07,33.8,33.7,73,77,100,8,0
1/25/24 12:55,0:32:08,33.8,33.7,72,90,100,7,0
1/25/24 12:55,0:32:09,33.8,33.8,72,80,100,8,0
1/25/24 12:55,0:32:10,33.8,33.8,72,90,100,8,0
1/25/24 12:55,0:32:11,33.8,33.8,72,83,100,7,0
1/25/24 12:55,0:32:12,33.8,33.8,73,91,100,8,0
1/25/24 12:55,0:32:13,33.9,33.8,73,92,100,7,0
1/25/24 12:55,0:32:14,33.9,33.8,73,96,100,8,0
1/25/24 12:55,0:32:15,33.9,33.8,73,100,100,8,0
1/25/24 12:55,0:32:16,33.9,33.8,73,92,100,7,0
1/25/24 12:55,0:32:17,33.9,33.8,73,85,100,9,0
1/25/24 12:55,0:32:18,33.9,33.8,73,90,100,8,0
1/25/24 12:55,0:32:19,33.9,33.8,74,86,100,8,0
1/25/24 12:55,0:32:20,33.9,33.8,74,84,100,8,0
1/25/24 12:55,0:32:21,33.9,33.9,74,95,100,8,0
1/25/24 12:55,0:32:22,33.9,33.9,74,87,100,8,0
1/25/24 12:55,0:32:23,33.9,33.9,74,97,100,8,0
1/25/24 12:55,0:32:24,34,33.9,74,100,100,8,0
1/25/24 12:55,0:32:25,34,33.9,74,95,100,8,0
1/25/24 12:55,0:32:26,34,33.9,74,99,100,8,0
1/25/24 12:55,0:32:27,34,33.9,75,97,100,8,0
1/25/24 12:55,0:32:28,34,33.9,75,100,100,8,0
1/25/24 12:55,0:32:29,34,33.9,74,90,100,8,0
1/25/24 12:55,0:32:30,34,33.9,74,94,100,8,0
1/25/24 12:55,0:32:31,34,33.9,74,93,100,8,0
1/25/24 12:55,0:32:32,34,34,75,100,100,8,0
1/25/24 12:56,0:32:33,34,34,76,100,100,7,0
1/25/24 12:56,0:32:34,34,34,75,100,100,7,0
1/25/24 12:56,0:32:35,34,34,76,100,100,8,0
1/25/24 12:56,0:32:36,34.1,34,76,100,100,8,0
1/25/24 12:56,0:32:37,34.1,34,76,100,100,8,0
1/25/24 12:56,0:32:38,34.1,34,76,100,100,7,0
1/25/24 12:56,0:32:39,34.1,34,76,98,100,8,0
1/25/24 12:56,0:32:40,34.1,34,76,99,100,8,0
1/25/24 12:56,0:32:41,34.1,34,77,99,100,8,0
1/25/24 12:56,0:32:42,34.1,34,77,99,100,8,0
1/25/24 12:56,0:32:43,34.1,34,76,99,100,8,0
1/25/24 12:56,0:32:44,34.1,34.1,76,99,100,9,0
1/25/24 12:56,0:32:45,34.1,34.1,77,98,100,8,0
1/25/24 12:56,0:32:46,34.1,34.1,76,99,100,8,0
1/25/24 12:56,0:32:47,34.1,34.1,77,99,100,7,0
1/25/24 12:56,0:32:48,34.2,34.1,77,96,100,8,0
1/25/24 12:56,0:32:49,34.2,34.1,77,95,100,8,0
1/25/24 12:56,0:32:50,34.2,34.1,77,91,100,8,0
1/25/24 12:56,0:32:51,34.2,34.1,78,93,100,8,0
1/25/24 12:56,0:32:53,34.2,34.1,77,92,100,8,0
1/25/24 12:56,0:32:54,34.2,34.1,78,93,100,8,0
1/25/24 12:56,0:32:55,34.2,34.1,78,94,100,8,0
1/25/24 12:56,0:32:56,34.2,34.1,78,89,100,8,0
1/25/24 12:56,0:32:57,34.2,34.2,78,90,100,8,0
1/25/24 12:56,0:32:58,34.2,34.2,78,89,100,7,0
1/25/24 12:56,0:32:59,34.2,34.2,78,85,100,8,0
1/25/24 12:56,0:33:00,34.2,34.2,77,87,100,7,0
1/25/24 12:56,0:33:01,34.3,34.2,78,84,100,7,0
1/25/24 12:56,0:33:02,34.3,34.2,78,84,100,8,0
1/25/24 12:56,0:33:03,34.3,34.2,78,87,100,7,0
1/25/24 12:56,0:33:04,34.3,34.2,79,89,100,7,0
1/25/24 12:56,0:33:05,34.3,34.2,79,87,100,8,0
1/25/24 12:56,0:33:06,34.3,34.2,79,84,100,8,0
1/25/24 12:56,0:33:07,34.3,34.2,79,92,100,8,0
1/25/24 12:56,0:33:08,34.3,34.3,79,87,100,8,0
1/25/24 12:56,0:33:09,34.3,34.3,80,89,100,8,0
1/25/24 12:56,0:33:10,34.3,34.3,79,91,100,8,0
1/25/24 12:56,0:33:11,34.3,34.3,79,95,100,7,0
1/25/24 12:56,0:33:12,34.3,34.3,80,92,100,8,0
1/25/24 12:56,0:33:13,34.4,34.3,80,92,100,7,0
1/25/24 12:56,0:33:14,34.4,34.3,80,94,100,8,0
1/25/24 12:56,0:33:15,34.4,34.3,79,99,100,7,0
1/25/24 12:56,0:33:16,34.4,34.3,80,100,100,7,0
1/25/24 12:56,0:33:17,34.4,34.3,81,92,100,7,0
1/25/24 12:56,0:33:18,34.4,34.3,81,100,100,8,0
1/25/24 12:56,0:33:19,34.4,34.3,80,89,100,7,0
1/25/24 12:56,0:33:20,34.4,34.4,80,97,100,7,0
1/25/24 12:56,0:33:21,34.4,34.4,81,90,100,8,0
1/25/24 12:56,0:33:22,34.4,34.4,80,87,100,8,0
1/25/24 12:56,0:33:23,34.4,34.4,80,87,100,7,0
1/25/24 12:56,0:33:24,34.4,34.4,80,90,100,7,0
1/25/24 12:56,0:33:25,34.5,34.4,81,95,100,7,0
1/25/24 12:56,0:33:26,34.5,34.4,81,100,100,7,0
1/25/24 12:56,0:33:27,34.5,34.4,80,94,100,8,0
1/25/24 12:56,0:33:28,34.5,34.4,81,99,100,7,0
1/25/24 12:56,0:33:29,34.5,34.4,82,90,100,8,0
1/25/24 12:56,0:33:30,34.5,34.4,82,100,100,8,0
1/25/24 12:56,0:33:31,34.5,34.4,81,100,100,8,0
1/25/24 12:56,0:33:32,34.5,34.5,82,96,100,7,0
1/25/24 12:57,0:33:33,34.5,34.5,82,97,100,7,0
1/25/24 12:57,0:33:34,34.5,34.5,82,90,100,8,0
1/25/24 12:57,0:33:35,34.5,34.5,82,98,100,8,0
1/25/24 12:57,0:33:36,34.6,34.5,82,89,100,8,0
1/25/24 12:57,0:33:37,34.6,34.5,82,92,100,8,0
1/25/24 12:57,0:33:38,34.6,34.5,83,92,100,7,0
1/25/24 12:57,0:33:39,34.6,34.5,82,90,100,7,0
1/25/24 12:57,0:33:40,34.6,34.5,83,87,100,8,0
1/25/24 12:57,0:33:41,34.6,34.5,83,99,100,8,0
1/25/24 12:57,0:33:42,34.6,34.5,83,93,100,7,0
1/25/24 12:57,0:33:43,34.6,34.5,82,100,100,8,0
1/25/24 12:57,0:33:44,34.6,34.6,82,100,100,7,0
1/25/24 12:57,0:33:45,34.6,34.6,84,98,100,8,0
1/25/24 12:57,0:33:46,34.6,34.6,83,100,100,7,0
1/25/24 12:57,0:33:47,34.6,34.6,83,89,100,8,0
1/25/24 12:57,0:33:48,34.7,34.6,84,92,100,9,0
1/25/24 12:57,0:33:49,34.7,34.6,84,89,100,8,0
1/25/24 12:57,0:33:50,34.7,34.6,83,95,100,8,0
1/25/24 12:57,0:33:51,34.7,34.6,84,99,100,8,0
1/25/24 12:57,0:33:52,34.7,34.6,84,100,100,7,0
1/25/24 12:57,0:33:53,34.7,34.6,84,98,100,8,0
1/25/24 12:57,0:33:54,34.7,34.6,84,95,100,8,0
1/25/24 12:57,0:33:55,34.7,34.7,84,99,100,8,0
1/25/24 12:57,0:33:56,34.7,34.7,84,100,100,7,0
1/25/24 12:57,0:33:57,34.7,34.7,84,100,100,8,0
1/25/24 12:57,0:33:58,34.7,34.7,84,100,100,7,0
1/25/24 12:57,0:33:59,34.7,34.7,85,100,100,7,0
1/25/24 12:57,0:34:00,34.8,34.7,84,96,100,8,0
1/25/24 12:57,0:34:01,34.8,34.7,85,98,100,8,0
1/25/24 12:57,0:34:02,34.8,34.7,85,100,100,8,0
1/25/24 12:57,0:34:03,34.8,34.7,85,100,100,8,0
1/25/24 12:57,0:34:05,34.8,34.7,85,100,100,7,0
1/25/24 12:57,0:34:06,34.8,34.7,85,97,100,8,0
1/25/24 12:57,0:34:07,34.8,34.7,85,100,100,8,0
1/25/24 12:57,0:34:08,34.8,34.7,85,97,100,7,0
1/25/24 12:57,0:34:09,34.8,34.8,85,96,100,8,0
1/25/24 12:57,0:34:10,34.8,34.8,85,100,100,7,0
1/25/24 12:57,0:34:11,34.8,34.8,85,100,100,8,0
1/25/24 12:57,0:34:12,34.8,34.8,86,100,100,7,0
1/25/24 12:57,0:34:13,34.9,34.8,86,98,100,7,0
1/25/24 12:57,0:34:14,34.9,34.8,86,100,100,7,0
1/25/24 12:57,0:34:15,34.9,34.8,87,100,100,8,0
1/25/24 12:57,0:34:16,34.9,34.8,86,100,100,8,0
1/25/24 12:57,0:34:17,34.9,34.8,87,100,100,8,0
1/25/24 12:57,0:34:18,34.9,34.8,87,100,100,8,0
1/25/24 12:57,0:34:19,34.9,34.8,87,100,100,8,0
1/25/24 12:57,0:34:20,34.9,34.9,86,100,100,9,0
1/25/24 12:57,0:34:21,34.9,34.9,87,100,100,7,0
1/25/24 12:57,0:34:22,34.9,34.9,88,100,100,8,0
1/25/24 12:57,0:34:23,34.9,34.9,88,100,100,7,0
1/25/24 12:57,0:34:24,34.9,34.9,87,100,100,8,0
1/25/24 12:57,0:34:25,35,34.9,87,100,100,7,0
1/25/24 12:57,0:34:26,35,34.9,87,100,100,8,0
1/25/24 12:57,0:34:27,35,34.9,87,100,100,7,0
1/25/24 12:57,0:34:28,35,34.9,88,100,100,7,0
1/25/24 12:57,0:34:29,35,34.9,88,100,100,8,0
1/25/24 12:57,0:34:30,35,34.9,88,100,100,8,0
1/25/24 12:57,0:34:31,35,34.9,88,100,100,7,0
1/25/24 12:57,0:34:32,35,34.9,89,100,100,7,0
1/25/24 12:58,0:34:33,35,35,89,100,100,9,0
1/25/24 12:58,0:34:34,35,35,88,100,100,7,0
1/25/24 12:58,0:34:35,35,35,89,100,100,8,0
1/25/24 12:58,0:34:36,35,35,89,100,100,7,0
1/25/24 12:58,0:34:37,35.1,35,89,100,100,8,0
1/25/24 12:58,0:34:38,35.1,35,89,100,100,8,0
1/25/24 12:58,0:34:39,35.1,35,89,100,100,7,0
1/25/24 12:58,0:34:40,35.1,35,89,100,100,8,0
1/25/24 12:58,0:34:41,35.1,35,89,100,100,8,0
1/25/24 12:58,0:34:42,35.1,35,90,100,100,8,0
1/25/24 12:58,0:34:43,35.1,35,90,100,100,7,0
1/25/24 12:58,0:34:44,35.1,35.1,89,100,100,8,0
1/25/24 12:58,0:34:45,35.1,35.1,90,100,100,7,0
1/25/24 12:58,0:34:46,35.1,35.1,90,100,100,8,0
1/25/24 12:58,0:34:47,35.1,35.1,90,100,100,8,0
1/25/24 12:58,0:34:48,35.2,35.1,90,100,100,8,0
1/25/24 12:58,0:34:49,35.2,35.1,90,100,100,8,0
1/25/24 12:58,0:34:50,35.2,35.1,90,100,100,8,0
1/25/24 12:58,0:34:51,35.2,35.1,89,100,100,7,0
1/25/24 12:58,0:34:52,35.2,35.1,90,100,100,8,0
1/25/24 12:58,0:34:53,35.2,35.1,91,98,100,8,0
1/25/24 12:58,0:34:54,35.2,35.1,90,99,100,8,0
1/25/24 12:58,0:34:55,35.2,35.1,91,99,100,8,0
1/25/24 12:58,0:34:56,35.2,35.2,90,99,100,8,0
1/25/24 12:58,0:34:57,35.2,35.2,91,97,100,8,0
1/25/24 12:58,0:34:58,35.2,35.2,91,95,100,7,0
1/25/24 12:58,0:34:59,35.2,35.2,91,95,100,7,0
1/25/24 12:58,0:35:00,35.3,35.2,91,96,100,7,0
1/25/24 12:58,0:35:01,35.3,35.2,91,90,100,7,0
1/25/24 12:58,0:35:02,35.3,35.2,92,94,100,7,0
1/25/24 12:58,0:35:03,35.3,35.2,92,93,100,8,0
1/25/24 12:58,0:35:04,35.3,35.2,92,94,100,7,0
1/25/24 12:58,0:35:05,35.3,35.2,92,93,100,7,0
1/25/24 12:58,0:35:06,35.3,35.2,91,90,100,8,0
1/25/24 12:58,0:35:07,35.3,35.3,92,94,100,8,0
1/25/24 12:58,0:35:08,35.3,35.3,92,91,100,7,0
1/25/24 12:58,0:35:09,35.3,35.3,92,92,100,8,0
1/25/24 12:58,0:35:10,35.3,35.3,92,96,100,7,0
1/25/24 12:58,0:35:11,35.3,35.3,92,97,100,8,0
1/25/24 12:58,0:35:12,35.4,35.3,93,100,100,8,0
1/25/24 12:58,0:35:13,35.4,35.3,92,97,100,7,0
1/25/24 12:58,0:35:14,35.4,35.3,92,100,100,8,0
1/25/24 12:58,0:35:15,35.4,35.3,93,100,100,8,0
1/25/24 12:58,0:35:16,35.4,35.3,93,100,100,8,0
1/25/24 12:58,0:35:17,35.4,35.3,93,100,100,8,0
1/25/24 12:58,0:35:18,35.4,35.3,93,88,100,8,0
1/25/24 12:58,0:35:19,35.4,35.3,93,95,100,7,0
1/25/24 12:58,0:35:20,35.4,35.4,93,100,100,8,0
1/25/24 12:58,0:35:21,35.4,35.4,93,94,100,8,0
1/25/24 12:58,0:35:22,35.4,35.4,93,94,100,7,0
1/25/24 12:58,0:35:23,35.4,35.4,93,97,100,7,0
1/25/24 12:58,0:35:24,35.5,35.4,93,91,100,8,0
1/25/24 12:58,0:35:25,35.5,35.4,93,92,100,7,0
1/25/24 12:58,0:35:27,35.5,35.4,93,100,100,8,0
1/25/24 12:58,0:35:28,35.5,35.4,94,100,100,7,0
1/25/24 12:58,0:35:29,35.5,35.4,94,95,100,7,0
1/25/24 12:58,0:35:30,35.5,35.4,94,98,100,8,0
1/25/24 12:58,0:35:31,35.5,35.4,94,100,100,8,0
1/25/24 12:58,0:35:32,35.5,35.5,94,100,100,7,0
1/25/24 12:59,0:35:33,35.5,35.5,94,100,100,7,0
1/25/24 12:59,0:35:34,35.5,35.5,94,100,100,7,0
1/25/24 12:59,0:35:35,35.5,35.5,94,100,100,7,0
1/25/24 12:59,0:35:36,35.5,35.5,95,100,100,8,0
1/25/24 12:59,0:35:37,35.6,35.5,95,99,100,8,0
1/25/24 12:59,0:35:38,35.6,35.5,95,100,100,8,0
1/25/24 12:59,0:35:39,35.6,35.5,95,100,100,8,0
1/25/24 12:59,0:35:40,35.6,35.5,95,100,100,7,0
1/25/24 12:59,0:35:41,35.6,35.5,95,100,100,7,0
1/25/24 12:59,0:35:42,35.6,35.5,95,100,100,7,0
1/25/24 12:59,0:35:43,35.6,35.5,95,100,100,7,0
1/25/24 12:59,0:35:44,35.6,35.6,95,100,100,7,0
1/25/24 12:59,0:35:45,35.6,35.6,96,100,100,7,0
1/25/24 12:59,0:35:46,35.6,35.6,95,100,100,8,0
1/25/24 12:59,0:35:47,35.6,35.6,95,100,100,8,0
1/25/24 12:59,0:35:48,35.6,35.6,96,100,100,8,0
1/25/24 12:59,0:35:49,35.7,35.6,95,100,100,8,0
1/25/24 12:59,0:35:50,35.7,35.6,95,100,100,8,0
1/25/24 12:59,0:35:51,35.7,35.6,97,100,100,8,0
1/25/24 12:59,0:35:52,35.7,35.6,96,100,100,8,0
1/25/24 12:59,0:35:53,35.7,35.6,97,100,100,7,0
1/25/24 12:59,0:35:54,35.7,35.6,95,100,100,7,0
1/25/24 12:59,0:35:55,35.7,35.7,96,100,100,7,0
1/25/24 12:59,0:35:56,35.7,35.7,96,100,100,8,0
1/25/24 12:59,0:35:57,35.7,35.7,96,100,100,8,0
1/25/24 12:59,0:35:58,35.7,35.7,97,100,100,8,0
1/25/24 12:59,0:35:59,35.7,35.7,97,100,100,7,0
1/25/24 12:59,0:36:00,35.8,35.7,97,100,100,8,0
1/25/24 12:59,0:36:01,35.8,35.7,96,100,100,8,0
1/25/24 12:59,0:36:02,35.8,35.7,97,100,100,8,0
1/25/24 12:59,0:36:03,35.8,35.7,97,100,100,8,0
1/25/24 12:59,0:36:04,35.8,35.7,97,100,100,8,0
1/25/24 12:59,0:36:05,35.8,35.7,97,100,100,7,0
1/25/24 12:59,0:36:06,35.8,35.7,97,100,100,7,0
1/25/24 12:59,0:36:07,35.8,35.7,97,100,100,8,0
1/25/24 12:59,0:36:08,35.8,35.8,98,100,100,8,0
1/25/24 12:59,0:36:09,35.8,35.8,97,100,100,8,0
1/25/24 12:59,0:36:10,35.8,35.8,98,100,100,8,0
1/25/24 12:59,0:36:11,35.8,35.8,97,100,100,7,0
1/25/24 12:59,0:36:12,35.9,35.8,98,100,100,7,0
1/25/24 12:59,0:36:13,35.9,35.8,98,100,100,7,0
1/25/24 12:59,0:36:14,35.9,35.8,98,100,100,8,0
1/25/24 12:59,0:36:15,35.9,35.8,98,100,100,8,0
1/25/24 12:59,0:36:16,35.9,35.8,97,100,100,8,0
1/25/24 12:59,0:36:17,35.9,35.8,98,100,100,7,0
1/25/24 12:59,0:36:18,35.9,35.8,97,100,100,8,0
1/25/24 12:59,0:36:19,35.9,35.8,98,100,100,8,0
1/25/24 12:59,0:36:20,35.9,35.9,97,100,100,8,0
1/25/24 12:59,0:36:21,35.9,35.9,98,100,100,8,0
1/25/24 12:59,0:36:22,35.9,35.9,98,100,100,7,0
1/25/24 12:59,0:36:23,35.9,35.9,98,100,100,8,0
1/25/24 12:59,0:36:24,36,35.9,98,100,100,7,0
1/25/24 12:59,0:36:26,36,35.9,98,100,100,7,0
1/25/24 12:59,0:36:27,36,35.9,98,100,100,7,0
1/25/24 12:59,0:36:28,36,35.9,98,100,100,8,0
1/25/24 12:59,0:36:29,36,35.9,98,100,100,8,0
1/25/24 12:59,0:36:30,36,35.9,98,100,100,7,0
1/25/24 12:59,0:36:31,36,35.9,98,100,100,7,0
1/25/24 12:59,0:36:32,36,36,99,100,100,7,0
1/25/24 13:00,0:36:33,36,36,99,100,100,8,0
1/25/24 13:00,0:36:34,36,36,99,100,100,7,0
1/25/24 13:00,0:36:35,36,36,99,100,100,7,0
1/25/24 13:00,0:36:36,36.1,36,100,100,100,7,0
1/25/24 13:00,0:36:37,36.1,36,100,100,100,8,0
1/25/24 13:00,0:36:38,36.1,36,99,100,100,7,0
1/25/24 13:00,0:36:39,36.1,36,100,100,100,8,0
1/25/24 13:00,0:36:40,36.1,36,99,100,100,7,0
1/25/24 13:00,0:36:41,36.1,36,100,100,100,7,0
1/25/24 13:00,0:36:42,36.1,36.1,100,100,100,8,0
1/25/24 13:00,0:36:43,36.1,36,100,100,100,7,0
1/25/24 13:00,0:36:44,36.1,36.1,99,100,100,7,0
1/25/24 13:00,0:36:45,36.1,36.1,100,100,100,8,0
1/25/24 13:00,0:36:47,36.1,36.1,100,100,100,7,0
1/25/24 13:00,0:36:48,36.1,36.1,99,100,100,8,0
1/25/24 13:00,0:36:49,36.2,36.1,100,100,100,7,0
1/25/24 13:00,0:36:50,36.2,36.1,100,100,100,7,0
1/25/24 13:00,0:36:51,36.2,36.1,100,100,100,7,0
1/25/24 13:00,0:36:52,36.2,36.1,100,100,100,7,0
1/25/24 13:00,0:36:53,36.2,36.1,100,100,100,8,0
1/25/24 13:00,0:36:54,36.2,36.1,100,100,100,8,0
1/25/24 13:00,0:36:55,36.2,36.1,100,100,100,8,0
1/25/24 13:00,0:36:56,36.2,36.1,100,100,100,8,0
1/25/24 13:00,0:36:57,36.2,36.2,100,100,100,8,0
1/25/24 13:00,0:36:58,36.2,36.2,100,100,100,7,0
1/25/24 13:00,0:36:59,36.2,36.2,100,100,100,7,0
1/25/24 13:00,0:37:00,36.2,36.2,100,100,100,7,0
1/25/24 13:00,0:37:01,36.3,36.2,100,100,100,7,0
1/25/24 13:00,0:37:02,36.3,36.2,100,100,100,7,0
1/25/24 13:00,0:37:03,36.3,36.2,100,100,100,7,0
1/25/24 13:00,0:37:04,36.3,36.2,100,100,100,8,0
1/25/24 13:00,0:37:05,36.3,36.2,100,100,100,9,0
1/25/24 13:00,0:37:06,36.3,36.2,100,100,100,7,0
1/25/24 13:00,0:37:07,36.3,36.2,100,100,100,7,0
1/25/24 13:00,0:37:08,36.3,36.2,100,100,100,8,0
1/25/24 13:00,0:37:09,36.3,36.3,100,100,100,7,0
1/25/24 13:00,0:37:10,36.3,36.3,100,100,100,7,0
1/25/24 13:00,0:37:11,36.3,36.3,100,100,100,7,0
1/25/24 13:00,0:37:12,36.4,36.3,100,100,100,7,0
1/25/24 13:00,0:37:13,36.4,36.3,100,100,100,8,0
1/25/24 13:00,0:37:14,36.4,36.3,100,100,100,7,0
1/25/24 13:00,0:37:15,36.4,36.3,100,100,100,8,0
1/25/24 13:00,0:37:16,36.4,36.3,100,100,100,8,0
1/25/24 13:00,0:37:17,36.4,36.3,100,100,100,8,0
1/25/24 13:00,0:37:18,36.4,36.3,100,100,100,8,0
1/25/24 13:00,0:37:19,36.4,36.3,100,100,100,7,0
1/25/24 13:00,0:37:20,36.4,36.4,100,100,100,8,0
1/25/24 13:00,0:37:21,36.4,36.4,100,100,100,7,0
1/25/24 13:00,0:37:22,36.4,36.4,100,100,100,7,0
1/25/24 13:00,0:37:23,36.4,36.4,100,100,100,7,0
1/25/24 13:00,0:37:24,36.5,36.4,100,100,100,7,0
1/25/24 13:00,0:37:25,36.5,36.4,100,100,100,8,0
1/25/24 13:00,0:37:26,36.5,36.4,100,100,100,7,0
1/25/24 13:00,0:37:27,36.5,36.4,100,100,100,8,0
1/25/24 13:00,0:37:28,36.5,36.4,100,100,100,7,0
1/25/24 13:00,0:37:29,36.5,36.4,100,100,100,7,0
1/25/24 13:00,0:37:30,36.5,36.4,100,100,100,8,0
1/25/24 13:00,0:37:31,36.5,36.5,100,100,100,7,0
1/25/24 13:01,0:37:33,36.5,36.5,100,100,100,7,0
1/25/24 13:01,0:37:34,36.5,36.5,100,100,100,8,0
1/25/24 13:01,0:37:35,36.5,36.5,100,100,100,7,0
1/25/24 13:01,0:37:36,36.6,36.5,100,100,100,8,0
1/25/24 13:01,0:37:37,36.6,36.5,100,100,100,8,0
1/25/24 13:01,0:37:38,36.6,36.5,100,100,100,7,0
1/25/24 13:01,0:37:39,36.6,36.5,100,100,100,7,0
1/25/24 13:01,0:37:40,36.6,36.5,100,100,100,7,0
1/25/24 13:01,0:37:41,36.6,36.5,100,100,100,7,0
1/25/24 13:01,0:37:42,36.6,36.5,100,100,100,8,0
1/25/24 13:01,0:37:43,36.6,36.6,100,100,100,8,0
1/25/24 13:01,0:37:44,36.6,36.6,100,100,100,8,0
1/25/24 13:01,0:37:45,36.6,36.6,100,100,100,7,0
1/25/24 13:01,0:37:46,36.6,36.6,100,100,100,8,0
1/25/24 13:01,0:37:47,36.6,36.6,100,100,100,7,0
1/25/24 13:01,0:37:48,36.7,36.6,100,100,100,7,0
1/25/24 13:01,0:37:49,36.7,36.6,100,100,100,7,0
1/25/24 13:01,0:37:50,36.7,36.6,100,100,100,7,0
1/25/24 13:01,0:37:51,36.7,36.6,100,100,100,8,0
1/25/24 13:01,0:37:52,36.7,36.6,100,100,100,9,0
1/25/24 13:01,0:37:53,36.7,36.6,100,100,100,7,0
1/25/24 13:01,0:37:54,36.7,36.6,100,100,100,8,0
1/25/24 13:01,0:37:55,36.7,36.7,100,100,100,8,0
1/25/24 13:01,0:37:56,36.7,36.6,100,100,100,8,0
1/25/24 13:01,0:37:57,36.7,36.7,100,100,100,7,0
1/25/24 13:01,0:37:58,36.7,36.7,100,100,100,7,0
1/25/24 13:01,0:37:59,36.7,36.7,100,100,100,7,0
1/25/24 13:01,0:38:00,36.8,36.7,100,100,100,7,0
1/25/24 13:01,0:38:01,36.8,36.7,100,100,100,7,0
1/25/24 13:01,0:38:02,36.8,36.7,100,100,100,7,0
1/25/24 13:01,0:38:03,36.8,36.7,100,100,100,7,0
1/25/24 13:01,0:38:04,36.8,36.7,100,100,100,7,0
1/25/24 13:01,0:38:05,36.8,36.7,100,100,100,8,0
1/25/24 13:01,0:38:06,36.8,36.7,100,100,100,8,0
1/25/24 13:01,0:38:07,36.8,36.7,100,100,100,8,0
1/25/24 13:01,0:38:08,36.8,36.7,100,100,100,7,0
1/25/24 13:01,0:38:09,36.8,36.8,100,100,100,7,0
1/25/24 13:01,0:38:10,36.8,36.8,100,100,100,7,0
1/25/24 13:01,0:38:11,36.8,36.8,100,100,100,7,0
1/25/24 13:01,0:38:13,36.9,36.8,100,100,100,7,0
1/25/24 13:01,0:38:14,36.9,36.8,100,100,100,7,0
1/25/24 13:01,0:38:15,36.9,36.8,100,100,100,7,0
1/25/24 13:01,0:38:16,36.9,36.8,100,100,100,7,0
1/25/24 13:01,0:38:17,36.9,36.8,100,100,100,8,0
1/25/24 13:01,0:38:18,36.9,36.8,100,100,100,7,0
1/25/24 13:01,0:38:19,36.9,36.8,100,100,100,8,0
1/25/24 13:01,0:38:20,36.9,36.9,100,100,100,7,0
1/25/24 13:01,0:38:21,36.9,36.9,100,100,100,8,0
1/25/24 13:01,0:38:22,36.9,36.9,100,100,100,7,0
1/25/24 13:01,0:38:23,36.9,36.9,100,100,100,7,0
1/25/24 13:01,0:38:24,36.9,36.9,100,100,100,7,0
1/25/24 13:01,0:38:25,37,36.9,100,100,100,8,0
1/25/24 13:01,0:38:26,37,36.9,100,100,100,7,0
1/25/24 13:01,0:38:27,37,36.9,100,100,100,7,0
1/25/24 13:01,0:38:28,37,36.9,100,100,100,8,0
