Crystal16 Data Report File,Version: 1014,,,,,,,
,,,,,,,,
,,,,,,,,
Experiment details,,,,,,,,
ExperimentNumber,0,,,,,,,
Experimentor,Amari Murry,,,,,,,
Project,AM-PTHF-1-Octanol-2,4,6-TrimethylPyridine-Benzyl Alcohol-Cyclopentanone,,,,,
Reactor1,15.01 mg/ml PTHF in 1-Octanol,,,,,,,
Reactor2,15.1 mg/ml PTHF in 2,4,6-TrimethylPyridine,,,,,
Reactor3,14.97 mg/ml PTHF in Benzyl Alcohol,,,,,,,
Reactor4,15 mg/ml PTHF in Cyclopentanone,,,,,,,
,,,,,,,,
Labjournal,,,,,,,,
,,,,,,,,
,,,,,,,,
Description,,,,,,,,
polymer_ids,PTHF:64,,,,,,,
solvent_ids,1-octanol:47,"2,4,6-Trimethylpyridine:44",Benzyl alcohol:48,Cyclopentanone:45,,,,
Start of Experiment,9/27/23 11:56,,,,,,,
,,,,,,,,
Temperature Program,,,,,,,,
Block,C,,,,,,,
Heat to,20, at ,20, °C/min,,,,
Hold at,20, for ,167, sec,,,,
Tune,,,,,,,,
9/27/23 13:02,1:05:43,49.5,49.4,100,100,100,100,0
9/27/23 13:02,1:05:44,49.5,49.4,100,100,100,100,0
9/27/23 13:02,1:05:46,49.5,49.4,100,100,100,100,0
9/27/23 13:02,1:05:47,49.5,49.5,100,100,100,100,0
9/27/23 13:02,1:05:48,49.5,49.5,100,100,100,100,0
9/27/23 13:02,1:05:51,49.5,49.5,100,100,100,100,0
9/27/23 13:02,1:05:52,49.6,49.5,100,100,100,100,0
9/27/23 13:02,1:05:53,49.6,49.5,100,100,100,100,0
9/27/23 13:02,1:05:57,49.6,49.5,100,100,100,100,0
9/27/23 13:02,1:05:58,49.6,49.6,100,100,100,100,0
9/27/23 13:02,1:06:04,49.7,49.6,100,100,100,100,0
9/27/23 13:02,1:06:10,49.7,49.6,100,100,100,100,0
9/27/23 13:02,1:06:11,49.7,49.7,100,100,100,100,0
9/27/23 13:03,1:06:16,49.8,49.7,100,100,100,100,0
9/27/23 13:03,1:06:18,49.8,49.7,100,100,100,100,0
9/27/23 13:03,1:06:22,49.8,49.7,100,100,100,100,0
9/27/23 13:03,1:06:23,49.8,49.7,100,100,100,100,0
9/27/23 13:03,1:06:24,49.8,49.8,100,100,100,100,0
9/27/23 13:03,1:06:28,49.9,49.8,100,100,100,100,0
9/27/23 13:03,1:06:34,49.9,49.8,100,100,100,100,0
9/27/23 13:03,1:06:35,49.9,49.9,100,100,100,100,0
9/27/23 13:03,1:06:39,50,49.9,100,100,100,100,0
9/27/23 13:03,1:06:41,50,49.9,100,100,100,100,0
9/27/23 13:03,1:06:46,50,49.9,100,100,100,100,0
9/27/23 13:03,1:06:47,50,50,100,100,100,100,0
9/27/23 13:03,1:06:48,50,49.9,100,100,100,100,0
9/27/23 13:03,1:06:49,50,50,100,100,100,100,0
9/27/23 13:03,1:06:50,50,50,100,100,100,100,0
9/27/23 13:03,1:06:51,50,50,100,100,100,100,0
9/27/23 13:03,1:06:52,50.1,50,100,100,100,100,0
9/27/23 13:03,1:06:55,50.1,50,100,100,100,100,0
9/27/23 13:03,1:06:56,50.1,50,100,100,100,100,0
9/27/23 13:03,1:06:57,50.1,50.1,100,100,100,100,0
9/27/23 13:03,1:07:02,50.1,50.1,100,100,100,100,0
9/27/23 13:03,1:07:04,50.2,50.1,100,100,100,100,0
9/27/23 13:03,1:07:05,50.2,50.1,100,100,100,100,0
9/27/23 13:03,1:07:06,50.2,50.1,100,100,100,100,0
9/27/23 13:03,1:07:09,50.2,50.1,100,100,100,100,0
9/27/23 13:03,1:07:10,50.2,50.1,100,100,100,100,0
9/27/23 13:03,1:07:11,50.2,50.2,100,100,100,100,0
9/27/23 13:04,1:07:12,50.2,50.2,100,100,100,100,0
9/27/23 13:04,1:07:13,50.2,50.2,100,100,100,100,0
9/27/23 13:04,1:07:14,50.2,50.2,100,100,100,100,0
9/27/23 13:04,1:07:15,50.2,50.2,100,100,100,100,0
9/27/23 13:04,1:07:16,50.3,50.2,100,100,100,100,0
9/27/23 13:04,1:07:17,50.3,50.2,100,100,100,100,0
9/27/23 13:04,1:07:18,50.3,50.2,100,100,100,100,0
9/27/23 13:04,1:07:20,50.3,50.2,100,100,100,100,0
9/27/23 13:04,1:07:21,50.3,50.2,100,100,100,100,0
9/27/23 13:04,1:07:22,50.3,50.2,100,100,100,100,0
9/27/23 13:04,1:07:23,50.3,50.3,100,100,100,100,0
9/27/23 13:04,1:07:28,50.4,50.3,100,100,100,100,0
9/27/23 13:04,1:07:32,50.4,50.3,100,100,100,100,0
9/27/23 13:04,1:07:33,50.4,50.4,100,100,100,100,0
9/27/23 13:04,1:07:38,50.4,50.4,100,100,100,100,0
9/27/23 13:04,1:07:39,50.4,50.4,100,100,100,100,0
9/27/23 13:04,1:07:40,50.5,50.4,100,100,100,100,0
9/27/23 13:04,1:07:45,50.5,50.4,100,100,100,100,0
9/27/23 13:04,1:07:46,50.5,50.5,100,100,100,100,0
9/27/23 13:04,1:07:51,50.6,50.5,100,100,100,100,0
9/27/23 13:04,1:07:54,50.6,50.5,100,100,100,100,0
9/27/23 13:04,1:07:55,50.6,50.5,100,100,100,100,0
9/27/23 13:04,1:07:56,50.6,50.5,100,100,100,100,0
9/27/23 13:04,1:07:57,50.6,50.6,100,100,100,100,0
9/27/23 13:04,1:08:04,50.7,50.6,100,100,100,100,0
9/27/23 13:04,1:08:10,50.7,50.6,100,100,100,100,0
9/27/23 13:04,1:08:11,50.7,50.7,100,100,100,100,0
9/27/23 13:05,1:08:16,50.8,50.7,100,100,100,100,0
9/27/23 13:05,1:08:22,50.8,50.7,100,100,100,100,0
9/27/23 13:05,1:08:23,50.8,50.8,100,100,100,100,0
9/27/23 13:05,1:08:28,50.9,50.8,100,100,100,100,0
9/27/23 13:05,1:08:29,50.9,50.8,100,100,100,100,0
9/27/23 13:05,1:08:30,50.9,50.8,100,100,100,100,0
9/27/23 13:05,1:08:34,50.9,50.8,100,100,100,100,0
9/27/23 13:05,1:08:35,50.9,50.9,100,100,100,100,0
9/27/23 13:05,1:08:38,50.9,50.9,100,100,100,100,0
9/27/23 13:05,1:08:39,50.9,50.9,100,100,100,100,0
9/27/23 13:05,1:08:40,51,50.9,100,100,100,100,0
9/27/23 13:05,1:08:41,51,50.9,100,100,100,100,0
9/27/23 13:05,1:08:44,51,50.9,100,100,100,100,0
9/27/23 13:05,1:08:46,51,50.9,100,100,100,100,0
9/27/23 13:05,1:08:47,51,51,100,100,100,100,0
9/27/23 13:05,1:08:52,51.1,51,100,100,100,100,0
9/27/23 13:05,1:08:58,51.1,51,100,100,100,100,0
9/27/23 13:05,1:08:59,51.1,51.1,100,100,100,100,0
9/27/23 13:05,1:09:03,51.2,51.1,100,100,100,100,0
9/27/23 13:05,1:09:09,51.2,51.1,100,100,100,100,0
9/27/23 13:05,1:09:10,51.2,51.2,100,100,100,100,0
9/27/23 13:06,1:09:16,51.3,51.2,100,100,100,100,0
9/27/23 13:06,1:09:22,51.3,51.2,100,100,100,100,0
9/27/23 13:06,1:09:23,51.3,51.3,100,100,100,100,0
9/27/23 13:06,1:09:26,51.3,51.3,100,100,100,100,0
9/27/23 13:06,1:09:28,51.4,51.3,100,100,100,100,0
9/27/23 13:06,1:09:30,51.4,51.3,100,100,100,100,0
9/27/23 13:06,1:09:31,51.4,51.3,100,100,100,100,0
9/27/23 13:06,1:09:33,51.4,51.3,100,100,100,100,0
9/27/23 13:06,1:09:34,51.4,51.3,100,100,100,100,0
9/27/23 13:06,1:09:35,51.4,51.4,100,100,100,100,0
9/27/23 13:06,1:09:40,51.5,51.4,100,100,100,100,0
9/27/23 13:06,1:09:46,51.5,51.4,100,100,100,100,0
9/27/23 13:06,1:09:47,51.5,51.5,100,100,100,100,0
9/27/23 13:06,1:09:52,51.6,51.5,100,100,100,100,0
9/27/23 13:06,1:09:57,51.6,51.5,100,100,100,100,0
9/27/23 13:06,1:09:58,51.6,51.6,100,100,100,100,0
9/27/23 13:06,1:10:00,51.6,51.6,100,100,100,100,0
9/27/23 13:06,1:10:04,51.7,51.6,100,100,100,100,0
9/27/23 13:06,1:10:10,51.7,51.6,100,100,100,100,0
9/27/23 13:06,1:10:11,51.7,51.7,100,100,100,100,0
9/27/23 13:07,1:10:12,51.7,51.7,100,100,100,100,0
9/27/23 13:07,1:10:13,51.7,51.7,100,100,100,100,0
9/27/23 13:07,1:10:15,51.8,51.7,100,100,100,100,0
9/27/23 13:07,1:10:17,51.8,51.7,100,100,100,100,0
9/27/23 13:07,1:10:18,51.8,51.7,100,100,100,100,0
9/27/23 13:07,1:10:20,51.8,51.7,100,100,100,100,0
9/27/23 13:07,1:10:21,51.8,51.7,100,100,100,100,0
9/27/23 13:07,1:10:22,51.8,51.8,100,100,100,100,0
9/27/23 13:07,1:10:23,51.8,51.8,100,100,100,100,0
9/27/23 13:07,1:10:24,51.8,51.8,100,100,100,100,0
9/27/23 13:07,1:10:26,51.8,51.8,100,100,100,100,0
9/27/23 13:07,1:10:27,51.9,51.8,100,100,100,100,0
9/27/23 13:07,1:10:28,51.9,51.8,100,100,100,100,0
9/27/23 13:07,1:10:33,51.9,51.8,100,100,100,100,0
9/27/23 13:07,1:10:34,51.9,51.8,100,100,100,100,0
9/27/23 13:07,1:10:35,51.9,51.9,100,100,100,100,0
9/27/23 13:07,1:10:37,51.9,51.9,100,100,100,100,0
9/27/23 13:07,1:10:38,51.9,51.9,100,100,100,100,0
9/27/23 13:07,1:10:40,52,51.9,100,100,100,100,0
9/27/23 13:07,1:10:45,52,51.9,100,100,100,100,0
9/27/23 13:07,1:10:46,52,52,100,100,100,100,0
9/27/23 13:07,1:10:49,52,52,100,100,100,100,0
9/27/23 13:07,1:10:52,52.1,52,100,100,100,100,0
9/27/23 13:07,1:10:57,52.1,52,100,100,100,100,0
9/27/23 13:07,1:10:58,52.1,52.1,100,100,100,100,0
9/27/23 13:07,1:11:04,52.2,52.1,100,100,100,100,0
9/27/23 13:07,1:11:09,52.2,52.1,100,100,100,100,0
9/27/23 13:07,1:11:10,52.2,52.2,100,100,100,100,0
9/27/23 13:08,1:11:16,52.3,52.2,100,100,100,100,0
9/27/23 13:08,1:11:22,52.3,52.2,100,100,100,100,0
9/27/23 13:08,1:11:23,52.3,52.3,100,100,100,100,0
9/27/23 13:08,1:11:27,52.4,52.3,100,100,100,100,0
9/27/23 13:08,1:11:29,52.4,52.3,100,100,100,100,0
9/27/23 13:08,1:11:32,52.4,52.3,100,100,100,100,0
9/27/23 13:08,1:11:33,52.4,52.4,100,100,100,100,0
9/27/23 13:08,1:11:39,52.5,52.4,100,100,100,100,0
9/27/23 13:08,1:11:45,52.5,52.4,100,100,100,100,0
9/27/23 13:08,1:11:46,52.5,52.5,100,100,100,100,0
9/27/23 13:08,1:11:51,52.5,52.5,100,100,100,100,0
9/27/23 13:08,1:11:52,52.6,52.5,100,100,100,100,0
9/27/23 13:08,1:11:57,52.6,52.5,100,100,100,100,0
9/27/23 13:08,1:11:58,52.6,52.5,100,100,100,100,0
9/27/23 13:08,1:11:59,52.6,52.6,100,100,100,100,0
9/27/23 13:08,1:12:03,52.6,52.6,100,100,100,100,0
9/27/23 13:08,1:12:04,52.7,52.6,100,100,100,100,0
9/27/23 13:08,1:12:10,52.7,52.6,100,100,100,100,0
9/27/23 13:08,1:12:11,52.7,52.7,100,100,100,100,0
9/27/23 13:09,1:12:15,52.7,52.7,100,100,100,100,0
9/27/23 13:09,1:12:16,52.8,52.7,100,100,100,100,0
9/27/23 13:09,1:12:17,52.8,52.7,100,100,100,100,0
9/27/23 13:09,1:12:21,52.8,52.7,100,100,100,100,0
9/27/23 13:09,1:12:22,52.8,52.8,100,100,100,100,0
9/27/23 13:09,1:12:28,52.9,52.8,100,100,100,100,0
9/27/23 13:09,1:12:33,52.9,52.8,100,100,100,100,0
9/27/23 13:09,1:12:34,52.9,52.9,100,100,100,100,0
9/27/23 13:09,1:12:40,53,52.9,100,100,100,100,0
9/27/23 13:09,1:12:44,53,52.9,100,100,100,100,0
9/27/23 13:09,1:12:45,53,53,100,100,100,100,0
9/27/23 13:09,1:12:51,53.1,53,100,100,100,100,0
9/27/23 13:09,1:12:56,53.1,53,100,100,100,100,0
9/27/23 13:09,1:12:57,53.1,53.1,100,100,100,100,0
9/27/23 13:09,1:13:03,53.2,53.1,100,100,100,100,0
9/27/23 13:09,1:13:09,53.2,53.1,100,100,100,100,0
9/27/23 13:09,1:13:10,53.2,53.2,100,100,100,100,0
9/27/23 13:10,1:13:16,53.3,53.2,100,100,100,100,0
9/27/23 13:10,1:13:21,53.3,53.2,100,100,100,100,0
9/27/23 13:10,1:13:22,53.3,53.2,100,100,100,100,0
9/27/23 13:10,1:13:23,53.3,53.3,100,100,100,100,0
9/27/23 13:10,1:13:28,53.4,53.3,100,100,100,100,0
9/27/23 13:10,1:13:33,53.4,53.3,100,100,100,100,0
9/27/23 13:10,1:13:34,53.4,53.4,100,100,100,100,0
9/27/23 13:10,1:13:40,53.5,53.4,100,100,100,100,0
9/27/23 13:10,1:13:43,53.5,53.4,100,100,100,100,0
9/27/23 13:10,1:13:44,53.5,53.4,100,100,100,100,0
9/27/23 13:10,1:13:45,53.5,53.4,100,100,100,100,0
9/27/23 13:10,1:13:46,53.5,53.5,100,100,100,100,0
9/27/23 13:10,1:13:47,53.5,53.5,100,100,100,100,0
9/27/23 13:10,1:13:48,53.5,53.5,100,100,100,100,0
9/27/23 13:10,1:13:49,53.5,53.5,100,100,100,100,0
9/27/23 13:10,1:13:52,53.6,53.5,100,100,100,100,0
9/27/23 13:10,1:13:53,53.6,53.5,100,100,100,100,0
9/27/23 13:10,1:13:56,53.6,53.5,100,100,100,100,0
9/27/23 13:10,1:13:57,53.6,53.5,100,100,100,100,0
9/27/23 13:10,1:13:58,53.6,53.6,100,100,100,100,0
9/27/23 13:10,1:13:59,53.6,53.6,100,100,100,100,0
9/27/23 13:10,1:14:00,53.6,53.6,100,100,100,100,0
9/27/23 13:10,1:14:01,53.6,53.6,100,100,100,100,0
9/27/23 13:10,1:14:02,53.6,53.6,100,100,100,100,0
9/27/23 13:10,1:14:03,53.7,53.6,100,100,100,100,0
9/27/23 13:10,1:14:08,53.7,53.6,100,100,100,100,0
9/27/23 13:10,1:14:09,53.7,53.7,100,100,100,100,0
9/27/23 13:10,1:14:10,53.7,53.7,100,100,100,100,0
9/27/23 13:11,1:14:15,53.8,53.7,100,100,100,100,0
9/27/23 13:11,1:14:20,53.8,53.7,100,100,100,100,0
9/27/23 13:11,1:14:21,53.8,53.8,100,100,100,100,0
9/27/23 13:11,1:14:27,53.9,53.8,100,100,100,100,0
9/27/23 13:11,1:14:32,53.9,53.8,100,100,100,100,0
9/27/23 13:11,1:14:33,53.9,53.9,100,100,100,100,0
9/27/23 13:11,1:14:39,54,53.9,100,100,100,100,0
9/27/23 13:11,1:14:46,54,53.9,100,100,100,100,0
9/27/23 13:11,1:14:47,54,54,100,100,100,100,0
9/27/23 13:11,1:14:52,54.1,54,100,100,100,100,0
9/27/23 13:11,1:14:59,54.1,54,100,100,100,100,0
9/27/23 13:11,1:15:00,54.1,54.1,100,100,100,100,0
9/27/23 13:11,1:15:01,54.1,54.1,100,100,100,100,0
9/27/23 13:11,1:15:02,54.1,54.1,100,100,100,100,0
9/27/23 13:11,1:15:04,54.2,54.1,100,100,100,100,0
9/27/23 13:11,1:15:08,54.2,54.1,100,100,100,100,0
9/27/23 13:11,1:15:09,54.2,54.1,100,100,100,100,0
9/27/23 13:11,1:15:10,54.2,54.2,100,100,100,100,0
9/27/23 13:12,1:15:14,54.2,54.2,100,100,100,100,0
9/27/23 13:12,1:15:15,54.2,54.2,100,100,100,100,0
9/27/23 13:12,1:15:16,54.3,54.2,100,100,100,100,0
9/27/23 13:12,1:15:21,54.3,54.2,100,100,100,100,0
9/27/23 13:12,1:15:22,54.3,54.3,100,100,100,100,0
9/27/23 13:12,1:15:23,54.3,54.3,100,100,100,100,0
9/27/23 13:12,1:15:27,54.4,54.3,100,100,100,100,0
9/27/23 13:12,1:15:32,54.4,54.3,100,100,100,100,0
9/27/23 13:12,1:15:33,54.4,54.4,100,100,100,100,0
9/27/23 13:12,1:15:39,54.5,54.4,100,100,100,100,0
9/27/23 13:12,1:15:44,54.5,54.4,100,100,100,100,0
9/27/23 13:12,1:15:45,54.5,54.5,100,100,100,100,0
9/27/23 13:12,1:15:51,54.6,54.5,100,100,100,100,0
9/27/23 13:12,1:15:57,54.6,54.5,100,100,100,100,0
9/27/23 13:12,1:15:58,54.6,54.6,100,100,100,100,0
9/27/23 13:12,1:16:03,54.7,54.6,100,100,100,100,0
9/27/23 13:12,1:16:09,54.7,54.6,100,100,100,100,0
9/27/23 13:12,1:16:10,54.7,54.7,100,100,100,100,0
9/27/23 13:13,1:16:16,54.8,54.7,100,100,100,100,0
9/27/23 13:13,1:16:22,54.8,54.7,100,100,100,100,0
9/27/23 13:13,1:16:23,54.8,54.8,100,100,100,100,0
9/27/23 13:13,1:16:26,54.8,54.8,100,100,100,100,0
9/27/23 13:13,1:16:27,54.8,54.8,100,100,100,100,0
9/27/23 13:13,1:16:28,54.9,54.8,100,100,100,100,0
9/27/23 13:13,1:16:34,54.9,54.8,100,100,100,100,0
9/27/23 13:13,1:16:35,54.9,54.9,100,100,100,100,0
9/27/23 13:13,1:16:37,54.9,54.9,100,100,100,100,0
9/27/23 13:13,1:16:38,54.9,54.9,100,100,100,100,0
9/27/23 13:13,1:16:39,55,54.9,100,100,100,100,0
9/27/23 13:13,1:16:40,55,54.9,100,100,100,100,0
9/27/23 13:13,1:16:46,55,54.9,100,100,100,100,0
9/27/23 13:13,1:16:47,55,55,100,100,100,100,0
9/27/23 13:13,1:16:48,55,55,100,100,100,100,0
9/27/23 13:13,1:16:50,55,55,100,100,100,100,0
9/27/23 13:13,1:16:51,55.1,55,100,100,100,100,0
9/27/23 13:13,1:16:53,55.1,55,100,100,100,100,0
9/27/23 13:13,1:16:54,55.1,55,100,100,100,100,0
9/27/23 13:13,1:16:56,55.1,55,100,100,100,100,0
9/27/23 13:13,1:16:57,55.1,55.1,100,100,100,100,0
9/27/23 13:13,1:17:03,55.2,55.1,100,100,100,100,0
9/27/23 13:13,1:17:09,55.2,55.1,100,100,100,100,0
9/27/23 13:13,1:17:10,55.2,55.2,100,100,100,100,0
9/27/23 13:14,1:17:15,55.3,55.2,100,100,100,100,0
9/27/23 13:14,1:17:20,55.3,55.2,100,100,100,100,0
9/27/23 13:14,1:17:21,55.3,55.3,100,100,100,100,0
9/27/23 13:14,1:17:27,55.4,55.3,100,100,100,100,0
9/27/23 13:14,1:17:33,55.4,55.3,100,100,100,100,0
9/27/23 13:14,1:17:34,55.4,55.4,100,100,100,100,0
9/27/23 13:14,1:17:40,55.5,55.4,100,100,100,100,0
9/27/23 13:14,1:17:45,55.5,55.4,100,100,100,100,0
9/27/23 13:14,1:17:46,55.5,55.5,100,100,100,100,0
9/27/23 13:14,1:17:51,55.6,55.5,100,100,100,100,0
9/27/23 13:14,1:17:56,55.6,55.5,100,100,100,100,0
9/27/23 13:14,1:17:57,55.6,55.6,100,100,100,100,0
9/27/23 13:14,1:18:03,55.7,55.6,100,100,100,100,0
9/27/23 13:14,1:18:06,55.7,55.6,100,100,100,100,0
9/27/23 13:14,1:18:08,55.7,55.6,100,100,100,100,0
9/27/23 13:14,1:18:09,55.7,55.7,100,100,100,100,0
9/27/23 13:14,1:18:10,55.7,55.7,100,100,100,100,0
9/27/23 13:15,1:18:12,55.7,55.7,100,100,100,100,0
9/27/23 13:15,1:18:13,55.7,55.7,100,100,100,100,0
9/27/23 13:15,1:18:14,55.7,55.7,100,100,100,100,0
9/27/23 13:15,1:18:15,55.8,55.7,100,100,100,100,0
9/27/23 13:15,1:18:21,55.8,55.7,100,100,100,100,0
9/27/23 13:15,1:18:22,55.8,55.8,100,100,100,100,0
9/27/23 13:15,1:18:26,55.8,55.8,100,100,100,100,0
9/27/23 13:15,1:18:27,55.9,55.8,100,100,100,100,0
9/27/23 13:15,1:18:28,55.9,55.8,100,100,100,100,0
9/27/23 13:15,1:18:30,55.9,55.8,100,100,100,100,0
9/27/23 13:15,1:18:33,55.9,55.8,100,100,100,100,0
9/27/23 13:15,1:18:34,55.9,55.9,100,100,100,100,0
9/27/23 13:15,1:18:39,56,55.9,100,100,100,100,0
9/27/23 13:15,1:18:46,56,55.9,100,100,100,100,0
9/27/23 13:15,1:18:48,56,56,100,100,100,100,0
9/27/23 13:15,1:18:52,56.1,56,100,100,100,100,0
9/27/23 13:15,1:18:58,56.1,56,100,100,100,100,0
9/27/23 13:15,1:18:59,56.1,56.1,100,100,100,100,0
9/27/23 13:15,1:19:04,56.2,56.1,100,100,100,100,0
9/27/23 13:15,1:19:09,56.2,56.1,100,100,100,100,0
9/27/23 13:15,1:19:10,56.2,56.2,100,100,100,100,0
9/27/23 13:16,1:19:15,56.3,56.2,100,100,100,100,0
9/27/23 13:16,1:19:21,56.3,56.2,100,100,100,100,0
9/27/23 13:16,1:19:22,56.3,56.3,100,100,100,100,0
9/27/23 13:16,1:19:27,56.4,56.3,100,100,100,100,0
9/27/23 13:16,1:19:33,56.4,56.3,100,100,100,100,0
9/27/23 13:16,1:19:34,56.4,56.4,100,100,100,100,0
9/27/23 13:16,1:19:39,56.5,56.4,100,100,100,100,0
9/27/23 13:16,1:19:45,56.5,56.4,100,100,100,100,0
9/27/23 13:16,1:19:46,56.5,56.5,100,100,100,100,0
9/27/23 13:16,1:19:51,56.6,56.5,100,100,100,100,0
9/27/23 13:16,1:19:54,56.6,56.5,100,100,100,100,0
9/27/23 13:16,1:19:56,56.6,56.5,100,100,100,100,0
9/27/23 13:16,1:19:57,56.6,56.6,100,100,100,100,0
9/27/23 13:16,1:20:03,56.7,56.6,100,100,100,100,0
9/27/23 13:16,1:20:04,56.7,56.6,100,100,100,100,0
9/27/23 13:16,1:20:06,56.7,56.6,100,100,100,100,0
9/27/23 13:16,1:20:08,56.7,56.6,100,100,100,100,0
9/27/23 13:16,1:20:09,56.7,56.6,100,100,100,100,0
9/27/23 13:16,1:20:10,56.7,56.7,100,100,100,100,0
9/27/23 13:16,1:20:11,56.7,56.7,100,100,100,100,0
9/27/23 13:17,1:20:15,56.8,56.7,100,100,100,100,0
9/27/23 13:17,1:20:17,56.8,56.7,100,100,100,100,0
9/27/23 13:17,1:20:18,56.8,56.7,100,100,100,100,0
9/27/23 13:17,1:20:19,56.8,56.7,100,100,100,100,0
9/27/23 13:17,1:20:20,56.8,56.7,100,100,100,100,0
9/27/23 13:17,1:20:21,56.8,56.7,100,100,100,100,0
9/27/23 13:17,1:20:22,56.8,56.8,100,100,100,100,0
9/27/23 13:17,1:20:23,56.8,56.7,100,100,100,100,0
9/27/23 13:17,1:20:24,56.8,56.8,100,100,100,100,0
9/27/23 13:17,1:20:25,56.8,56.8,100,100,100,100,0
9/27/23 13:17,1:20:26,56.8,56.8,100,100,100,100,0
9/27/23 13:17,1:20:28,56.9,56.8,100,100,100,100,0
9/27/23 13:17,1:20:29,56.9,56.8,100,100,100,100,0
9/27/23 13:17,1:20:30,56.9,56.8,100,100,100,100,0
9/27/23 13:17,1:20:31,56.9,56.8,100,100,100,100,0
9/27/23 13:17,1:20:32,56.9,56.8,100,100,100,100,0
9/27/23 13:17,1:20:33,56.9,56.9,100,100,100,100,0
9/27/23 13:17,1:20:39,57,56.9,100,100,100,100,0
9/27/23 13:17,1:20:45,57,56.9,100,100,100,100,0
9/27/23 13:17,1:20:46,57,57,100,100,100,100,0
9/27/23 13:17,1:20:51,57.1,57,100,100,100,100,0
9/27/23 13:17,1:20:56,57.1,57,100,100,100,100,0
9/27/23 13:17,1:20:57,57.1,57.1,100,100,100,100,0
9/27/23 13:17,1:21:03,57.2,57.1,100,100,100,100,0
9/27/23 13:17,1:21:09,57.2,57.1,100,100,100,100,0
9/27/23 13:17,1:21:10,57.2,57.2,100,100,100,100,0
9/27/23 13:18,1:21:15,57.3,57.2,100,100,100,100,0
9/27/23 13:18,1:21:20,57.3,57.2,100,100,100,100,0
9/27/23 13:18,1:21:21,57.3,57.3,100,100,100,100,0
9/27/23 13:18,1:21:23,57.3,57.3,100,100,100,100,0
9/27/23 13:18,1:21:26,57.3,57.3,100,100,100,100,0
9/27/23 13:18,1:21:27,57.4,57.3,100,100,100,100,0
9/27/23 13:18,1:21:33,57.4,57.3,100,100,100,100,0
9/27/23 13:18,1:21:34,57.4,57.4,100,100,100,100,0
9/27/23 13:18,1:21:37,57.4,57.4,100,100,100,100,0
9/27/23 13:18,1:21:40,57.5,57.4,100,100,100,100,0
9/27/23 13:18,1:21:41,57.5,57.4,100,100,100,100,0
9/27/23 13:18,1:21:42,57.5,57.4,100,100,100,100,0
9/27/23 13:18,1:21:44,57.5,57.4,100,100,100,100,0
9/27/23 13:18,1:21:45,57.5,57.5,100,100,100,100,0
9/27/23 13:18,1:21:51,57.6,57.5,100,100,100,100,0
9/27/23 13:18,1:21:57,57.6,57.5,100,100,100,100,0
9/27/23 13:18,1:21:58,57.6,57.6,100,100,100,100,0
9/27/23 13:18,1:22:03,57.7,57.6,100,100,100,100,0
9/27/23 13:18,1:22:06,57.7,57.6,100,100,100,100,0
9/27/23 13:18,1:22:09,57.7,57.6,100,100,100,100,0
9/27/23 13:18,1:22:10,57.7,57.7,100,100,100,100,0
9/27/23 13:19,1:22:15,57.8,57.7,100,100,100,100,0
9/27/23 13:19,1:22:21,57.8,57.7,100,100,100,100,0
9/27/23 13:19,1:22:22,57.8,57.8,100,100,100,100,0
9/27/23 13:19,1:22:27,57.9,57.8,100,100,100,100,0
9/27/23 13:19,1:22:33,57.9,57.8,100,100,100,100,0
9/27/23 13:19,1:22:34,57.9,57.9,100,100,100,100,0
9/27/23 13:19,1:22:39,58,57.9,100,100,100,100,0
9/27/23 13:19,1:22:45,58,57.9,100,100,100,100,0
9/27/23 13:19,1:22:46,58,58,100,100,100,100,0
9/27/23 13:19,1:22:51,58.1,58,100,100,100,100,0
9/27/23 13:19,1:22:57,58.1,58,100,100,100,100,0
9/27/23 13:19,1:22:58,58.1,58.1,100,100,100,100,0
9/27/23 13:19,1:23:03,58.2,58.1,100,100,100,100,0
9/27/23 13:19,1:23:09,58.2,58.1,100,100,100,100,0
9/27/23 13:19,1:23:10,58.2,58.2,100,100,100,100,0
9/27/23 13:20,1:23:15,58.3,58.2,100,100,100,100,0
9/27/23 13:20,1:23:21,58.3,58.2,100,100,100,100,0
9/27/23 13:20,1:23:22,58.3,58.3,100,100,100,100,0
9/27/23 13:20,1:23:27,58.4,58.3,100,100,100,100,0
9/27/23 13:20,1:23:33,58.4,58.3,100,100,100,100,0
9/27/23 13:20,1:23:34,58.4,58.4,100,100,100,100,0
9/27/23 13:20,1:23:39,58.5,58.4,100,100,100,100,0
9/27/23 13:20,1:23:45,58.5,58.4,100,100,100,100,0
9/27/23 13:20,1:23:46,58.5,58.5,100,100,100,100,0
9/27/23 13:20,1:23:51,58.6,58.5,100,100,100,100,0
9/27/23 13:20,1:23:57,58.6,58.5,100,100,100,100,0
9/27/23 13:20,1:23:58,58.6,58.6,100,100,100,100,0
9/27/23 13:20,1:24:02,58.7,58.6,100,100,100,100,0
9/27/23 13:20,1:24:09,58.7,58.6,100,100,100,100,0
9/27/23 13:20,1:24:10,58.7,58.7,100,100,100,100,0
9/27/23 13:21,1:24:15,58.8,58.7,100,100,100,100,0
9/27/23 13:21,1:24:20,58.8,58.7,100,100,100,100,0
9/27/23 13:21,1:24:21,58.8,58.8,100,100,100,100,0
9/27/23 13:21,1:24:27,58.9,58.8,100,100,100,100,0
