Crystal16 Data Report File,Version: 1014,,,,,,,
,,,,,,,,
,,,,,,,,
Experiment details,,,,,,,,
ExperimentNumber,0,,,,,,,
Experimentor,Amari Murry,,,,,,,
Project,AM-PTHF-1-Octanol-2,4,6-TrimethylPyridine-Benzyl Alcohol-Cyclopentanone,,,,,
Reactor1,15.01 mg/ml PTHF in 1-Octanol,,,,,,,
Reactor2,15.1 mg/ml PTHF in 2,4,6-TrimethylPyridine,,,,,
Reactor3,14.97 mg/ml PTHF in Benzyl Alcohol,,,,,,,
Reactor4,15 mg/ml PTHF in Cyclopentanone,,,,,,,
,,,,,,,,
Labjournal,,,,,,,,
,,,,,,,,
,,,,,,,,
Description,,,,,,,,
polymer_ids,PTHF:64,,,,,,,
solvent_ids,1-octanol:47,"2,4,6-Trimethylpyridine:44",Benzyl alcohol:48,Cyclopentanone:45,,,,
Start of Experiment,9/27/23 11:56,,,,,,,
,,,,,,,,
Temperature Program,,,,,,,,
Block,C,,,,,,,
Heat to,20, at ,20, °C/min,,,,
Hold at,20, for ,167, sec,,,,
Tune,,,,,,,,
Hold at,20, for ,1249, sec,,,,
Stir (Bottom) at,900, rpm,,,,,,
Heat to,60, at ,0.5, °C/min,,,,
Hold at,60, for ,3601, sec,,,,
Cool to,10, at ,0.5, °C/min,,,,
Hold at,10, for ,7201, sec,,,,
Heat to,60, at ,0.5, °C/min,,,,
Hold at,60, for ,3601, sec,,,,
Cool to,10, at ,0.5, °C/min,,,,
Hold at,10, for ,7201, sec,,,,
Heat to,25, at ,0.5, °C/min,,,,
Hold at,25, for ,3601, sec,,,,
,,,,,,,,
Data Block,,,,,,,,
Date Time,Decimal Time [mins],Temperature Setpoint [°C],Temperature Actual [°C],Reactor1 Transmission [%],Reactor2 Transmission [%],Reactor3 Transmission [%],Reactor4 Transmission [%],Stirring Rate [rpm]
9/27/23 11:56,0:00:00,25.1,25.1,66,67,67,63,0
9/27/23 11:56,0:00:01,25.1,25,66,67,67,63,0
9/27/23 11:56,0:00:02,24.7,25.1,100,100,100,100,0
9/27/23 11:56,0:00:03,24.4,25,100,100,100,100,0
9/27/23 11:56,0:00:04,24.1,25,100,100,100,100,0
9/27/23 11:56,0:00:05,23.4,24.9,100,100,100,100,0
9/27/23 11:56,0:00:06,23.1,24.8,100,100,100,100,0
9/27/23 11:56,0:00:07,22.7,24.6,100,100,100,100,0
9/27/23 11:56,0:00:08,22.4,24.5,100,100,100,100,0
9/27/23 11:56,0:00:09,22.1,24.3,100,100,100,100,0
9/27/23 11:56,0:00:10,21.7,24.1,100,100,100,100,0
9/27/23 11:56,0:00:11,21.4,23.9,100,100,100,100,0
9/27/23 11:57,0:00:12,21.1,23.7,100,100,100,100,0
9/27/23 11:57,0:00:13,20.7,23.4,100,100,100,100,0
9/27/23 11:57,0:00:14,20.4,23.2,100,100,100,100,0
9/27/23 11:57,0:00:15,20.1,23,100,100,100,100,0
9/27/23 11:57,0:00:16,20,22.7,100,100,100,100,0
9/27/23 11:57,0:00:17,20,22.5,100,100,100,100,0
9/27/23 11:57,0:00:18,20,22.2,100,100,100,100,0
9/27/23 11:57,0:00:19,20,22,100,100,100,100,0
9/27/23 11:57,0:00:20,20,21.8,100,100,100,100,0
9/27/23 11:57,0:00:21,20,21.6,100,100,100,100,0
9/27/23 11:57,0:00:22,20,21.4,100,100,100,100,0
9/27/23 11:57,0:00:23,20,21.3,100,100,100,100,0
9/27/23 11:57,0:00:24,20,21.1,100,100,100,100,0
9/27/23 11:57,0:00:25,20,21,100,100,100,100,0
9/27/23 11:57,0:00:26,20,20.9,100,100,100,100,0
9/27/23 11:57,0:00:27,20,20.8,100,100,100,100,0
9/27/23 11:57,0:00:28,20,20.7,100,100,100,100,0
9/27/23 11:57,0:00:29,20,20.6,100,100,100,100,0
9/27/23 11:57,0:00:30,20,20.6,100,100,100,100,0
9/27/23 11:57,0:00:33,20,20.4,100,100,100,100,0
9/27/23 11:57,0:00:34,20,20.4,100,100,100,100,0
9/27/23 11:57,0:00:35,20,20.3,100,100,100,100,0
9/27/23 11:57,0:00:36,20,20.3,100,100,100,100,0
9/27/23 11:57,0:00:37,20,20.3,100,100,100,100,0
9/27/23 11:57,0:00:38,20,20.2,100,100,100,100,0
9/27/23 11:57,0:00:42,20,20.2,100,100,100,100,0
9/27/23 11:57,0:00:43,20,20.1,100,100,100,100,0
9/27/23 11:57,0:00:54,20,20.1,100,100,100,100,0
9/27/23 11:57,0:00:55,20,20.1,100,100,100,100,0
9/27/23 11:57,0:00:56,20,20,100,100,100,100,0
9/27/23 11:57,0:00:57,20,20,100,100,100,100,0
9/27/23 11:57,0:01:00,20,20,100,100,100,100,0
9/27/23 11:57,0:01:01,20,20,100,100,100,100,0
9/27/23 11:57,0:01:04,20,20,100,100,100,100,0
9/27/23 11:57,0:01:07,20,20,100,100,100,100,0
9/27/23 11:57,0:01:08,20,20,100,100,100,100,0
9/27/23 11:57,0:01:09,20,20,100,100,100,100,0
9/27/23 11:57,0:01:10,20,20,100,100,100,100,0
9/27/23 11:58,0:01:17,20,20,100,100,100,100,0
9/27/23 11:58,0:01:19,20,20,100,100,100,100,0
9/27/23 11:58,0:01:26,20,20,100,100,100,100,0
9/27/23 11:58,0:01:28,20,20,100,100,100,100,0
9/27/23 11:59,0:02:42,20,20,100,100,100,100,0
9/27/23 11:59,0:02:43,20,20,100,100,100,100,0
9/27/23 11:59,0:02:45,20,20,100,100,100,100,0
9/27/23 11:59,0:02:51,20,20,100,100,100,100,0
9/27/23 11:59,0:02:56,20,20,100,100,100,100,0
9/27/23 12:00,0:03:16,20,20,100,100,100,100,0
9/27/23 12:00,0:03:17,20,20.1,100,100,100,100,0
9/27/23 12:00,0:03:26,20,20.1,100,100,100,100,0
9/27/23 12:00,0:03:27,20,20.1,57,100,100,100,0
9/27/23 12:00,0:03:30,20,20.1,57,100,100,100,0
9/27/23 12:00,0:03:31,20,20,57,100,100,100,0
9/27/23 12:00,0:03:32,20,20,57,100,100,100,0
9/27/23 12:00,0:03:33,20,20,57,100,100,100,0
9/27/23 12:00,0:03:35,20,20,57,100,100,100,0
9/27/23 12:00,0:03:40,20,20,57,100,100,100,0
9/27/23 12:00,0:03:42,20,20,57,100,100,100,0
9/27/23 12:00,0:03:43,20,20,57,100,100,100,0
9/27/23 12:00,0:03:50,20,20,57,100,100,100,0
9/27/23 12:00,0:03:51,20,20,57,100,100,100,0
9/27/23 12:00,0:04:03,20,20,57,100,100,100,0
9/27/23 12:00,0:04:04,20,20,69,95,100,100,0
9/27/23 12:00,0:04:05,20,20,86,100,100,100,0
9/27/23 12:00,0:04:06,20,20,74,63,100,100,0
9/27/23 12:00,0:04:07,20,20.1,86,63,100,100,0
9/27/23 12:00,0:04:08,20,20.1,86,63,100,100,0
9/27/23 12:00,0:04:09,20,20.1,88,63,100,100,0
9/27/23 12:00,0:04:10,20,20.1,87,63,100,100,0
9/27/23 12:00,0:04:11,20,20.1,84,63,100,100,0
9/27/23 12:01,0:04:12,20,20.1,81,63,100,100,0
9/27/23 12:01,0:04:13,20,20.1,91,63,100,100,0
9/27/23 12:01,0:04:14,20,20.1,95,63,100,100,0
9/27/23 12:01,0:04:15,20,20.1,94,63,100,100,0
9/27/23 12:01,0:04:16,20,20.1,92,63,100,100,0
9/27/23 12:01,0:04:17,20,20.1,90,63,100,100,0
9/27/23 12:01,0:04:18,20,20.1,88,63,100,100,0
9/27/23 12:01,0:04:20,20,20.1,88,63,100,100,0
9/27/23 12:01,0:04:21,20,20,86,63,100,100,0
9/27/23 12:01,0:04:22,20,20,90,63,100,100,0
9/27/23 12:01,0:04:23,20,20,91,63,100,100,0
9/27/23 12:01,0:04:24,20,20,94,63,100,100,0
9/27/23 12:01,0:04:26,20,20,94,63,100,100,0
9/27/23 12:01,0:04:27,20,20,93,63,100,100,0
9/27/23 12:01,0:04:28,20,20,92,63,100,100,0
9/27/23 12:01,0:04:29,20,20,91,63,100,100,0
9/27/23 12:01,0:04:30,20,20,90,63,100,100,0
9/27/23 12:01,0:04:31,20,20,91,63,100,100,0
9/27/23 12:01,0:04:32,20,20,92,63,100,100,0
9/27/23 12:01,0:04:33,20,20,92,63,100,100,0
9/27/23 12:01,0:04:34,20,20,91,63,100,100,0
9/27/23 12:01,0:04:35,20,20,92,63,100,100,0
9/27/23 12:01,0:04:36,20,20,95,63,100,100,0
9/27/23 12:01,0:04:37,20,20,96,63,100,100,0
9/27/23 12:01,0:04:38,20,20,96,63,100,100,0
9/27/23 12:01,0:04:39,20,20,94,63,100,100,0
9/27/23 12:01,0:04:40,20,20,94,63,100,100,0
9/27/23 12:01,0:04:41,20,20,96,63,100,100,0
9/27/23 12:01,0:04:42,20,20,97,63,100,100,0
9/27/23 12:01,0:04:43,20,20,98,63,100,100,0
9/27/23 12:01,0:04:44,20,20,99,63,100,100,0
9/27/23 12:01,0:04:46,20,20,99,63,100,100,0
9/27/23 12:01,0:04:47,20,20,97,63,100,100,0
9/27/23 12:01,0:04:50,20,20,97,63,100,100,0
9/27/23 12:01,0:04:51,20,20,98,63,100,100,0
9/27/23 12:01,0:04:52,20,20,98,63,100,100,0
9/27/23 12:01,0:04:53,20,20,97,63,100,100,0
9/27/23 12:01,0:04:54,20,20,97,63,100,100,0
9/27/23 12:01,0:04:55,20,20,96,63,100,100,0
9/27/23 12:01,0:05:02,20,20,96,63,100,100,0
9/27/23 12:01,0:05:03,20,20,94,63,100,100,0
9/27/23 12:01,0:05:04,20,20,93,63,100,100,0
9/27/23 12:01,0:05:05,20,20,92,63,100,100,0
9/27/23 12:01,0:05:06,20,20,93,63,100,100,0
9/27/23 12:01,0:05:07,20,20,94,63,100,100,0
9/27/23 12:01,0:05:09,20,20,95,64,100,100,0
9/27/23 12:01,0:05:10,20,20,96,63,100,100,0
9/27/23 12:01,0:05:11,20,20,96,81,100,100,0
9/27/23 12:02,0:05:12,20,20,96,100,68,100,0
9/27/23 12:02,0:05:13,20,20,95,100,68,100,0
9/27/23 12:02,0:05:14,20,20,94,100,68,100,0
9/27/23 12:02,0:05:17,20,20,94,100,68,100,0
9/27/23 12:02,0:05:18,20,20,95,100,68,100,0
9/27/23 12:02,0:05:19,20,20,95,100,68,100,0
9/27/23 12:02,0:05:20,20,20,96,100,68,100,0
9/27/23 12:02,0:05:21,20,20,96,100,68,100,0
9/27/23 12:02,0:05:22,20,20,97,100,68,100,0
9/27/23 12:02,0:05:26,20,20,97,100,68,100,0
9/27/23 12:02,0:05:27,20,20,98,100,68,100,0
9/27/23 12:02,0:05:29,20,20,98,100,68,100,0
9/27/23 12:02,0:05:30,20,20,98,100,68,100,0
9/27/23 12:02,0:05:32,20,20,98,100,68,100,0
9/27/23 12:02,0:05:33,20,20,97,100,68,100,0
9/27/23 12:02,0:05:35,20,20,97,100,68,100,0
9/27/23 12:02,0:05:36,20,20,98,100,68,100,0
9/27/23 12:02,0:05:37,20,20,99,100,68,100,0
9/27/23 12:02,0:05:38,20,20,98,100,68,100,0
9/27/23 12:02,0:05:39,20,20,97,100,68,100,0
9/27/23 12:02,0:05:40,20,20,96,100,68,100,0
9/27/23 12:02,0:05:41,20,20,96,100,68,100,0
9/27/23 12:02,0:05:42,20,20,94,100,68,100,0
9/27/23 12:02,0:05:43,20,20,94,100,68,100,0
9/27/23 12:02,0:05:44,20,20,95,100,100,100,0
9/27/23 12:02,0:05:45,20,20,96,100,100,100,0
9/27/23 12:02,0:05:46,20,20,96,100,100,100,0
9/27/23 12:02,0:05:47,20,20,97,100,100,100,0
9/27/23 12:02,0:05:48,20,20,98,100,100,100,0
9/27/23 12:02,0:05:49,20,20,98,100,100,100,0
9/27/23 12:02,0:05:50,20,20,97,100,100,100,0
9/27/23 12:02,0:05:59,20,20,97,100,100,100,0
9/27/23 12:02,0:06:01,20,20,97,100,100,100,0
9/27/23 12:02,0:06:02,20,20,97,100,100,86,0
9/27/23 12:02,0:06:03,20,20,97,100,100,67,0
9/27/23 12:02,0:06:04,20,20,97,100,100,67,0
9/27/23 12:02,0:06:05,20,20,98,100,100,67,0
9/27/23 12:02,0:06:06,20,20,97,100,100,67,0
9/27/23 12:02,0:06:07,20,20,97,100,100,67,0
9/27/23 12:02,0:06:08,20,20,98,100,100,67,0
9/27/23 12:02,0:06:09,20,20,98,100,100,67,0
9/27/23 12:03,0:06:14,20,20,98,100,100,67,0
9/27/23 12:03,0:06:15,20,20,97,100,100,67,0
9/27/23 12:03,0:06:17,20,20,97,100,100,67,0
9/27/23 12:03,0:06:19,20,20,97,100,100,67,0
9/27/23 12:03,0:06:20,20,20,96,100,100,67,0
9/27/23 12:03,0:06:22,20,20,96,100,100,67,0
9/27/23 12:03,0:06:23,20,20,96,100,100,100,0
9/27/23 12:03,0:06:24,20,20,96,100,100,100,0
9/27/23 12:03,0:06:25,20,20,96,100,100,100,0
9/27/23 12:03,0:06:26,20,20,96,100,100,100,0
9/27/23 12:03,0:06:28,20,20,97,100,100,100,0
9/27/23 12:03,0:06:28,20,20,97,100,100,100,0
9/27/23 12:03,0:06:30,20,20,99,100,96,100,0
9/27/23 12:03,0:06:31,20,20,30,100,98,100,0
9/27/23 12:03,0:06:32,20,20,36,100,99,100,0
9/27/23 12:03,0:06:33,20,20,34,100,96,100,0
9/27/23 12:03,0:06:34,20,20,25,100,81,100,0
9/27/23 12:03,0:06:35,20,20,25,100,100,100,0
9/27/23 12:03,0:06:36,20,20,26,100,100,100,0
9/27/23 12:03,0:06:37,20,20,22,100,93,100,0
9/27/23 12:03,0:06:38,20,20,24,100,98,100,0
9/27/23 12:03,0:06:39,20,20,23,100,100,100,0
9/27/23 12:03,0:06:40,20,20,22,100,86,100,0
9/27/23 12:03,0:06:41,20,20,28,100,94,100,0
9/27/23 12:03,0:06:42,20.1,20,23,100,96,100,0
9/27/23 12:03,0:06:43,20.1,20,26,100,98,100,0
9/27/23 12:03,0:06:44,20.1,20,17,100,97,100,0
9/27/23 12:03,0:06:45,20.1,20,18,100,82,100,0
9/27/23 12:03,0:06:46,20.1,20,21,100,79,100,0
9/27/23 12:03,0:06:47,20.1,20,21,100,96,100,0
9/27/23 12:03,0:06:48,20.1,20,21,100,84,100,0
9/27/23 12:03,0:06:49,20.1,20.1,20,100,82,100,0
9/27/23 12:03,0:06:50,20.1,20,24,100,96,100,0
9/27/23 12:03,0:06:51,20.1,20.1,19,100,100,100,0
9/27/23 12:03,0:06:52,20.1,20.1,19,100,100,100,0
9/27/23 12:03,0:06:53,20.1,20.1,17,100,97,100,0
9/27/23 12:03,0:06:54,20.2,20.1,24,100,100,100,0
9/27/23 12:03,0:06:55,20.2,20.1,20,100,100,100,0
9/27/23 12:03,0:06:56,20.2,20.1,23,100,86,100,0
9/27/23 12:03,0:06:57,20.2,20.1,20,100,100,100,0
9/27/23 12:03,0:06:58,20.2,20.1,26,100,100,100,0
9/27/23 12:03,0:06:59,20.2,20.1,21,100,96,100,0
9/27/23 12:03,0:07:00,20.2,20.1,18,100,100,100,0
9/27/23 12:03,0:07:01,20.2,20.1,23,100,96,100,0
9/27/23 12:03,0:07:02,20.2,20.1,19,100,100,100,0
9/27/23 12:03,0:07:03,20.2,20.1,16,100,79,100,0
9/27/23 12:03,0:07:04,20.2,20.1,20,100,100,100,0
9/27/23 12:03,0:07:05,20.2,20.1,21,100,89,100,0
9/27/23 12:03,0:07:06,20.3,20.2,21,100,100,100,0
9/27/23 12:03,0:07:07,20.3,20.2,20,100,97,100,0
9/27/23 12:03,0:07:08,20.3,20.2,21,100,100,100,0
9/27/23 12:03,0:07:09,20.3,20.2,19,100,100,100,0
9/27/23 12:03,0:07:10,20.3,20.2,23,100,100,100,0
9/27/23 12:03,0:07:11,20.3,20.2,20,100,98,100,0
9/27/23 12:04,0:07:12,20.3,20.2,21,100,84,100,0
9/27/23 12:04,0:07:13,20.3,20.2,21,100,100,100,0
9/27/23 12:04,0:07:14,20.3,20.2,21,100,100,100,0
9/27/23 12:04,0:07:15,20.3,20.2,20,100,96,100,0
9/27/23 12:04,0:07:16,20.3,20.2,21,100,84,100,0
9/27/23 12:04,0:07:17,20.4,20.2,20,100,100,100,0
9/27/23 12:04,0:07:18,20.4,20.2,21,100,100,100,0
9/27/23 12:04,0:07:19,20.4,20.3,25,100,100,100,0
9/27/23 12:04,0:07:20,20.4,20.3,20,100,100,100,0
9/27/23 12:04,0:07:21,20.4,20.3,20,100,100,100,0
9/27/23 12:04,0:07:22,20.4,20.3,18,100,97,100,0
9/27/23 12:04,0:07:23,20.4,20.3,22,100,93,100,0
9/27/23 12:04,0:07:24,20.4,20.3,21,100,100,100,0
9/27/23 12:04,0:07:25,20.4,20.3,17,100,100,100,0
9/27/23 12:04,0:07:26,20.4,20.3,18,100,100,100,0
9/27/23 12:04,0:07:27,20.4,20.3,23,100,88,100,0
9/27/23 12:04,0:07:28,20.4,20.3,21,100,89,100,0
9/27/23 12:04,0:07:29,20.5,20.3,16,100,98,100,0
9/27/23 12:04,0:07:30,20.5,20.3,20,100,100,100,0
9/27/23 12:04,0:07:31,20.5,20.3,20,100,100,100,0
9/27/23 12:04,0:07:32,20.5,20.4,18,100,100,100,0
9/27/23 12:04,0:07:33,20.5,20.4,21,100,100,100,0
9/27/23 12:04,0:07:34,20.5,20.4,18,100,100,100,0
9/27/23 12:04,0:07:35,20.5,20.4,21,100,98,100,0
9/27/23 12:04,0:07:36,20.5,20.4,18,100,100,100,0
9/27/23 12:04,0:07:37,20.5,20.4,18,100,93,100,0
9/27/23 12:04,0:07:38,20.5,20.4,16,100,100,100,0
9/27/23 12:04,0:07:39,20.5,20.4,14,100,94,100,0
9/27/23 12:04,0:07:40,20.5,20.4,15,100,100,100,0
9/27/23 12:04,0:07:41,20.6,20.4,17,100,100,100,0
9/27/23 12:04,0:07:42,20.6,20.4,20,100,100,100,0
9/27/23 12:04,0:07:43,20.6,20.4,21,100,100,100,0
9/27/23 12:04,0:07:44,20.6,20.5,18,100,100,100,0
9/27/23 12:04,0:07:45,20.6,20.5,17,100,100,100,0
9/27/23 12:04,0:07:47,20.6,20.5,20,100,100,100,0
9/27/23 12:04,0:07:48,20.6,20.5,19,100,100,100,0
9/27/23 12:04,0:07:49,20.6,20.5,18,100,100,100,0
9/27/23 12:04,0:07:50,20.6,20.5,19,100,100,100,0
9/27/23 12:04,0:07:51,20.6,20.5,19,100,100,100,0
9/27/23 12:04,0:07:52,20.6,20.5,17,100,100,100,0
9/27/23 12:04,0:07:53,20.6,20.5,18,100,100,100,0
9/27/23 12:04,0:07:54,20.7,20.5,18,100,100,100,0
9/27/23 12:04,0:07:55,20.7,20.5,18,100,100,100,0
9/27/23 12:04,0:07:56,20.7,20.5,19,100,100,100,0
9/27/23 12:04,0:07:57,20.7,20.6,21,100,100,100,0
9/27/23 12:04,0:07:58,20.7,20.6,15,100,100,100,0
9/27/23 12:04,0:07:59,20.7,20.6,18,100,99,100,0
9/27/23 12:04,0:08:00,20.7,20.6,12,100,100,100,0
9/27/23 12:04,0:08:01,20.7,20.6,18,100,100,100,0
9/27/23 12:04,0:08:02,20.7,20.6,20,100,97,100,0
9/27/23 12:04,0:08:03,20.7,20.6,18,100,100,100,0
9/27/23 12:04,0:08:04,20.7,20.6,15,100,100,100,0
9/27/23 12:04,0:08:05,20.7,20.6,15,100,100,100,0
9/27/23 12:04,0:08:06,20.8,20.6,17,100,100,100,0
9/27/23 12:04,0:08:07,20.8,20.6,20,100,100,100,0
9/27/23 12:04,0:08:08,20.8,20.6,19,100,91,100,0
9/27/23 12:04,0:08:09,20.8,20.7,17,100,100,100,0
9/27/23 12:04,0:08:10,20.8,20.7,17,100,93,100,0
9/27/23 12:04,0:08:11,20.8,20.7,16,100,100,100,0
9/27/23 12:05,0:08:12,20.8,20.7,17,100,100,100,0
9/27/23 12:05,0:08:13,20.8,20.7,15,100,91,100,0
9/27/23 12:05,0:08:14,20.8,20.7,18,100,96,100,0
9/27/23 12:05,0:08:15,20.8,20.7,19,100,100,100,0
9/27/23 12:05,0:08:16,20.8,20.7,16,100,100,100,0
9/27/23 12:05,0:08:17,20.8,20.7,18,100,100,100,0
9/27/23 12:05,0:08:18,20.9,20.7,17,100,100,100,0
9/27/23 12:05,0:08:19,20.9,20.7,17,100,100,100,0
9/27/23 12:05,0:08:20,20.9,20.7,19,100,100,100,0
9/27/23 12:05,0:08:21,20.9,20.8,18,100,97,100,0
9/27/23 12:05,0:08:22,20.9,20.8,17,100,100,100,0
9/27/23 12:05,0:08:23,20.9,20.8,17,100,100,100,0
9/27/23 12:05,0:08:24,20.9,20.8,15,100,99,100,0
9/27/23 12:05,0:08:25,20.9,20.8,17,100,100,100,0
9/27/23 12:05,0:08:26,20.9,20.8,17,100,98,100,0
9/27/23 12:05,0:08:27,20.9,20.8,19,100,100,100,0
9/27/23 12:05,0:08:28,20.9,20.8,13,100,100,100,0
9/27/23 12:05,0:08:29,21,20.8,17,100,100,100,0
9/27/23 12:05,0:08:30,21,20.8,15,100,100,100,0
9/27/23 12:05,0:08:31,21,20.8,16,100,100,100,0
9/27/23 12:05,0:08:32,21,20.9,17,100,100,100,0
9/27/23 12:05,0:08:33,21,20.9,12,100,96,100,0
9/27/23 12:05,0:08:34,21,20.9,17,100,97,100,0
9/27/23 12:05,0:08:35,21,20.9,17,100,100,100,0
9/27/23 12:05,0:08:36,21,20.9,13,100,100,100,0
9/27/23 12:05,0:08:37,21,20.9,19,100,93,100,0
9/27/23 12:05,0:08:38,21,20.9,17,100,100,100,0
9/27/23 12:05,0:08:39,21,20.9,15,100,100,100,0
9/27/23 12:05,0:08:40,21,20.9,17,100,100,100,0
9/27/23 12:05,0:08:41,21.1,20.9,18,100,100,100,0
9/27/23 12:05,0:08:42,21.1,20.9,17,100,100,100,0
9/27/23 12:05,0:08:43,21.1,20.9,15,100,100,100,0
9/27/23 12:05,0:08:44,21.1,21,14,100,100,100,0
9/27/23 12:05,0:08:45,21.1,21,15,100,100,100,0
9/27/23 12:05,0:08:46,21.1,21,15,100,100,100,0
9/27/23 12:05,0:08:47,21.1,21,17,100,100,100,0
9/27/23 12:05,0:08:48,21.1,21,16,100,86,100,0
9/27/23 12:05,0:08:49,21.1,21,16,100,100,100,0
9/27/23 12:05,0:08:50,21.1,21,14,100,94,100,0
9/27/23 12:05,0:08:51,21.1,21,13,100,99,100,0
9/27/23 12:05,0:08:52,21.1,21,12,100,100,100,0
9/27/23 12:05,0:08:53,21.2,21,17,100,100,100,0
9/27/23 12:05,0:08:54,21.2,21,15,100,100,100,0
9/27/23 12:05,0:08:55,21.2,21.1,15,100,100,100,0
9/27/23 12:05,0:08:56,21.2,21.1,16,100,100,100,0
9/27/23 12:05,0:08:57,21.2,21.1,13,100,100,100,0
9/27/23 12:05,0:08:58,21.2,21.1,13,100,100,100,0
9/27/23 12:05,0:08:59,21.2,21.1,16,100,98,100,0
9/27/23 12:05,0:09:00,21.2,21.1,17,100,91,100,0
9/27/23 12:05,0:09:01,21.2,21.1,13,100,100,100,0
9/27/23 12:05,0:09:02,21.2,21.1,14,100,100,100,0
9/27/23 12:05,0:09:04,21.2,21.1,15,100,100,100,0
9/27/23 12:05,0:09:05,21.2,21.1,18,100,100,100,0
9/27/23 12:05,0:09:06,21.3,21.2,15,100,100,100,0
9/27/23 12:05,0:09:07,21.3,21.1,15,100,96,100,0
9/27/23 12:05,0:09:08,21.3,21.1,18,100,100,100,0
9/27/23 12:05,0:09:09,21.3,21.2,17,100,100,100,0
9/27/23 12:05,0:09:10,21.3,21.2,17,100,100,100,0
9/27/23 12:05,0:09:11,21.3,21.2,15,100,100,100,0
9/27/23 12:06,0:09:12,21.3,21.2,14,100,100,100,0
9/27/23 12:06,0:09:13,21.3,21.2,15,100,100,100,0
9/27/23 12:06,0:09:14,21.3,21.2,15,100,100,100,0
9/27/23 12:06,0:09:15,21.3,21.2,16,100,97,100,0
9/27/23 12:06,0:09:16,21.3,21.2,15,100,100,100,0
9/27/23 12:06,0:09:17,21.3,21.2,15,100,100,100,0
9/27/23 12:06,0:09:18,21.4,21.2,16,100,100,100,0
9/27/23 12:06,0:09:19,21.4,21.2,16,100,100,100,0
9/27/23 12:06,0:09:20,21.4,21.3,14,100,100,100,0
9/27/23 12:06,0:09:21,21.4,21.3,11,100,100,100,0
9/27/23 12:06,0:09:22,21.4,21.3,16,100,100,100,0
9/27/23 12:06,0:09:23,21.4,21.3,13,100,100,100,0
9/27/23 12:06,0:09:24,21.4,21.3,15,100,100,100,0
9/27/23 12:06,0:09:25,21.4,21.3,17,100,100,100,0
9/27/23 12:06,0:09:26,21.4,21.3,15,100,98,100,0
9/27/23 12:06,0:09:27,21.4,21.3,20,100,100,100,0
9/27/23 12:06,0:09:28,21.4,21.3,13,100,100,100,0
9/27/23 12:06,0:09:29,21.4,21.3,15,100,100,100,0
9/27/23 12:06,0:09:30,21.5,21.3,16,100,100,100,0
9/27/23 12:06,0:09:31,21.5,21.4,18,100,100,100,0
9/27/23 12:06,0:09:32,21.5,21.4,17,100,100,100,0
9/27/23 12:06,0:09:33,21.5,21.4,13,100,100,100,0
9/27/23 12:06,0:09:34,21.5,21.4,17,100,100,100,0
9/27/23 12:06,0:09:38,21.5,21.4,17,100,100,100,0
9/27/23 12:06,0:09:39,21.5,21.4,16,100,100,100,0
9/27/23 12:06,0:09:40,21.5,21.4,14,100,100,100,0
9/27/23 12:06,0:09:41,21.6,21.4,12,100,100,100,0
9/27/23 12:06,0:09:42,21.6,21.5,18,100,100,100,0
9/27/23 12:06,0:09:43,21.6,21.4,14,100,100,100,0
9/27/23 12:06,0:09:44,21.6,21.5,18,100,100,100,0
9/27/23 12:06,0:09:45,21.6,21.5,12,100,100,100,0
9/27/23 12:06,0:09:46,21.6,21.5,15,100,100,100,0
9/27/23 12:06,0:09:47,21.6,21.5,17,100,100,100,0
9/27/23 12:06,0:09:48,21.6,21.5,12,100,100,100,0
9/27/23 12:06,0:09:49,21.6,21.5,13,100,100,100,0
9/27/23 12:06,0:09:50,21.6,21.5,13,100,97,100,0
9/27/23 12:06,0:09:51,21.6,21.5,15,100,100,100,0
9/27/23 12:06,0:09:52,21.6,21.5,13,100,100,100,0
9/27/23 12:06,0:09:53,21.7,21.6,15,100,100,100,0
9/27/23 12:06,0:09:54,21.7,21.5,13,100,100,100,0
9/27/23 12:06,0:09:55,21.7,21.6,11,100,100,100,0
9/27/23 12:06,0:09:56,21.7,21.6,14,100,100,100,0
9/27/23 12:06,0:09:58,21.7,21.6,14,100,100,100,0
9/27/23 12:06,0:09:59,21.7,21.6,15,100,100,100,0
9/27/23 12:06,0:10:00,21.7,21.6,17,100,88,100,0
9/27/23 12:06,0:10:01,21.7,21.6,14,100,100,100,0
9/27/23 12:06,0:10:02,21.7,21.6,16,100,100,100,0
9/27/23 12:06,0:10:03,21.7,21.6,11,100,100,100,0
9/27/23 12:06,0:10:04,21.7,21.6,12,100,100,100,0
9/27/23 12:06,0:10:05,21.8,21.6,12,100,100,100,0
9/27/23 12:06,0:10:06,21.8,21.6,10,100,100,100,0
9/27/23 12:06,0:10:07,21.8,21.7,12,100,100,100,0
9/27/23 12:06,0:10:08,21.8,21.7,8,100,100,100,0
9/27/23 12:06,0:10:09,21.8,21.7,13,100,100,100,0
9/27/23 12:06,0:10:10,21.8,21.7,13,100,100,100,0
9/27/23 12:06,0:10:11,21.8,21.7,15,100,100,100,0
9/27/23 12:07,0:10:12,21.8,21.7,15,100,100,100,0
9/27/23 12:07,0:10:13,21.8,21.7,13,100,100,100,0
9/27/23 12:07,0:10:16,21.8,21.7,13,100,100,100,0
9/27/23 12:07,0:10:17,21.9,21.7,14,100,100,100,0
9/27/23 12:07,0:10:18,21.9,21.8,14,100,100,100,0
9/27/23 12:07,0:10:19,21.9,21.8,11,100,100,100,0
