Crystal16 Data Report File,Version: 1014,,,,,,,
,,,,,,,,
,,,,,,,,
Experiment details,,,,,,,,
ExperimentNumber,0,,,,,,,
Experimentor,Mona,,,,,,,
Project,MA-P4VP-1-Butanol-Acetone-Ethyl acetate-2,4,6-TrimethylPyridine,,,,,
Reactor1,15.17 mg/ml P4VP in 1-Butanol,,,,,,,
Reactor2,14.86 mg/ml P4VP in Acetone,,,,,,,
Reactor3,14.59 mg/ml P4VP in Ethyl acetate,,,,,,,
Reactor4,15.53 mg/ml P4VP in 2,4,6-TrimethylPyridine,,,,,
,,,,,,,,
Labjournal,,,,,,,,
,,,,,,,,
,,,,,,,,
Description,,,,,,,,
polymer_ids,P4VP:41,,,,,,,
solvent_ids,1-butanol:6,Acetone:16,Ethyl acetate:19,"2,4,6-TrimethylPyridine:44",,,,
Start of Experiment,9/28/23 12:05,,,,,,,
,,,,,,,,
Temperature Program,,,,,,,,
Block,B,,,,,,,
Heat to,20, at ,20, °C/min,,,,
Hold at,20, for ,13, sec,,,,
Tune,,,,,,,,
9/28/23 12:22,0:16:25,26.3,26.2,100,100,100,4,0
9/28/23 12:22,0:16:27,26.3,26.2,100,100,100,4,0
9/28/23 12:22,0:16:28,26.3,26.2,100,100,100,4,0
9/28/23 12:22,0:16:30,26.3,26.2,100,100,100,4,0
9/28/23 12:22,0:16:32,26.3,26.2,100,100,100,4,0
9/28/23 12:22,0:16:33,26.3,26.3,100,100,100,4,0
9/28/23 12:22,0:16:34,26.3,26.3,100,100,100,4,0
9/28/23 12:22,0:16:36,26.3,26.3,100,100,100,4,0
9/28/23 12:22,0:16:37,26.4,26.3,100,100,100,4,0
9/28/23 12:22,0:16:40,26.4,26.3,100,100,100,4,0
9/28/23 12:22,0:16:42,26.4,26.3,100,100,100,4,0
9/28/23 12:22,0:16:43,26.4,26.4,100,100,100,4,0
9/28/23 12:22,0:16:49,26.5,26.4,100,100,100,4,0
9/28/23 12:22,0:16:51,26.5,26.4,100,100,100,4,0
9/28/23 12:22,0:16:52,26.5,26.4,100,100,100,4,0
9/28/23 12:22,0:16:54,26.5,26.4,100,100,100,4,0
9/28/23 12:22,0:16:55,26.5,26.5,100,100,100,4,0
9/28/23 12:22,0:16:57,26.5,26.5,100,100,100,4,0
9/28/23 12:22,0:16:58,26.5,26.5,100,100,100,4,0
9/28/23 12:22,0:16:59,26.5,26.5,100,100,100,4,0
9/28/23 12:22,0:17:00,26.5,26.5,100,100,100,4,0
9/28/23 12:23,0:17:01,26.6,26.5,100,100,100,4,0
9/28/23 12:23,0:17:04,26.6,26.5,100,100,100,4,0
9/28/23 12:23,0:17:06,26.6,26.5,100,100,100,4,0
9/28/23 12:23,0:17:08,26.6,26.5,100,100,100,4,0
9/28/23 12:23,0:17:09,26.6,26.6,100,100,100,4,0
9/28/23 12:23,0:17:10,26.6,26.6,100,100,100,4,0
9/28/23 12:23,0:17:11,26.6,26.6,100,100,100,4,0
9/28/23 12:23,0:17:13,26.7,26.6,100,100,100,4,0
9/28/23 12:23,0:17:21,26.7,26.6,100,100,100,4,0
9/28/23 12:23,0:17:22,26.7,26.7,100,100,100,4,0
9/28/23 12:23,0:17:25,26.8,26.7,100,100,100,4,0
9/28/23 12:23,0:17:30,26.8,26.7,100,100,100,4,0
9/28/23 12:23,0:17:31,26.8,26.7,100,100,100,4,0
9/28/23 12:23,0:17:32,26.8,26.7,100,100,100,4,0
9/28/23 12:23,0:17:33,26.8,26.7,100,100,100,4,0
9/28/23 12:23,0:17:34,26.8,26.7,100,100,100,5,0
9/28/23 12:23,0:17:35,26.8,26.8,100,100,100,4,0
9/28/23 12:23,0:17:37,26.9,26.8,100,100,100,4,0
9/28/23 12:23,0:17:45,26.9,26.8,100,100,100,4,0
9/28/23 12:23,0:17:46,26.9,26.8,100,100,100,5,0
9/28/23 12:23,0:17:47,26.9,26.8,100,100,100,4,0
9/28/23 12:23,0:17:48,26.9,26.9,100,100,100,4,0
9/28/23 12:23,0:17:49,27,26.9,100,100,100,5,0
9/28/23 12:23,0:17:50,27,26.9,100,100,100,4,0
9/28/23 12:23,0:17:51,27,26.9,100,100,100,5,0
9/28/23 12:23,0:17:52,27,26.9,100,100,100,4,0
9/28/23 12:23,0:17:53,27,26.9,100,100,100,4,0
9/28/23 12:23,0:17:54,27,26.9,100,100,100,5,0
9/28/23 12:23,0:17:55,27,26.9,100,100,100,5,0
9/28/23 12:23,0:17:56,27,26.9,100,100,100,4,0
9/28/23 12:23,0:17:57,27,26.9,100,100,100,5,0
9/28/23 12:23,0:17:58,27,26.9,100,100,100,4,0
9/28/23 12:23,0:17:59,27,26.9,100,100,100,4,0
9/28/23 12:23,0:18:00,27,27,100,100,100,5,0
9/28/23 12:24,0:18:01,27.1,27,100,100,100,5,0
9/28/23 12:24,0:18:12,27.1,27,100,100,100,5,0
9/28/23 12:24,0:18:13,27.2,27.1,100,100,100,5,0
9/28/23 12:24,0:18:14,27.2,27,100,100,100,5,0
9/28/23 12:24,0:18:15,27.2,27.1,100,100,100,5,0
9/28/23 12:24,0:18:17,27.2,27.1,100,100,100,5,0
9/28/23 12:24,0:18:18,27.2,27.1,100,100,100,5,0
9/28/23 12:24,0:18:21,27.2,27.1,100,100,100,5,0
9/28/23 12:24,0:18:22,27.2,27.1,100,100,100,4,0
9/28/23 12:24,0:18:23,27.2,27.1,100,100,100,5,0
9/28/23 12:24,0:18:25,27.3,27.1,100,100,100,5,0
9/28/23 12:24,0:18:26,27.3,27.1,100,100,100,5,0
9/28/23 12:24,0:18:27,27.3,27.2,100,100,100,5,0
9/28/23 12:24,0:18:29,27.3,27.2,100,100,100,5,0
9/28/23 12:24,0:18:30,27.3,27.2,100,100,100,4,0
9/28/23 12:24,0:18:31,27.3,27.2,100,100,100,4,0
9/28/23 12:24,0:18:32,27.3,27.2,100,100,100,5,0
9/28/23 12:24,0:18:33,27.3,27.2,100,100,100,5,0
9/28/23 12:24,0:18:35,27.3,27.2,100,100,100,5,0
9/28/23 12:24,0:18:36,27.3,27.3,100,100,100,5,0
9/28/23 12:24,0:18:37,27.4,27.3,100,100,100,5,0
9/28/23 12:24,0:18:39,27.4,27.3,100,100,100,5,0
9/28/23 12:24,0:18:40,27.4,27.3,100,100,100,6,0
9/28/23 12:24,0:18:42,27.4,27.3,100,100,100,6,0
9/28/23 12:24,0:18:43,27.4,27.3,100,100,100,5,0
9/28/23 12:24,0:18:47,27.4,27.3,100,100,100,5,0
9/28/23 12:24,0:18:48,27.4,27.4,100,100,100,5,0
9/28/23 12:24,0:18:49,27.5,27.4,100,100,100,6,0
9/28/23 12:24,0:18:52,27.5,27.4,100,100,100,6,0
9/28/23 12:24,0:18:53,27.5,27.4,100,100,100,5,0
9/28/23 12:24,0:18:54,27.5,27.4,100,100,100,6,0
9/28/23 12:24,0:18:55,27.5,27.4,100,100,100,5,0
9/28/23 12:24,0:18:58,27.5,27.4,100,100,100,5,0
9/28/23 12:24,0:18:59,27.5,27.5,100,100,100,5,0
9/28/23 12:25,0:19:01,27.6,27.5,100,100,100,5,0
9/28/23 12:25,0:19:10,27.6,27.5,100,100,100,5,0
9/28/23 12:25,0:19:11,27.6,27.6,100,100,100,5,0
9/28/23 12:25,0:19:12,27.6,27.6,100,100,100,6,0
9/28/23 12:25,0:19:13,27.7,27.6,100,100,100,6,0
9/28/23 12:25,0:19:21,27.7,27.6,100,100,100,6,0
9/28/23 12:25,0:19:22,27.7,27.7,100,100,100,6,0
9/28/23 12:25,0:19:23,27.7,27.6,100,100,100,6,0
9/28/23 12:25,0:19:24,27.7,27.7,100,100,100,6,0
9/28/23 12:25,0:19:25,27.8,27.7,100,100,100,6,0
9/28/23 12:25,0:19:35,27.8,27.7,100,100,100,6,0
9/28/23 12:25,0:19:36,27.8,27.8,100,100,100,6,0
9/28/23 12:25,0:19:37,27.9,27.8,100,100,100,6,0
9/28/23 12:25,0:19:38,27.9,27.8,100,100,100,6,0
9/28/23 12:25,0:19:39,27.9,27.8,100,100,100,6,0
9/28/23 12:25,0:19:47,27.9,27.8,100,100,100,6,0
9/28/23 12:25,0:19:48,27.9,27.9,100,100,100,6,0
9/28/23 12:25,0:19:49,28,27.9,100,100,100,6,0
9/28/23 12:25,0:19:58,28,27.9,100,100,100,6,0
9/28/23 12:25,0:19:59,28,28,100,100,100,6,0
9/28/23 12:26,0:20:01,28.1,28,100,100,100,6,0
9/28/23 12:26,0:20:02,28.1,28,100,100,100,6,0
9/28/23 12:26,0:20:05,28.1,28,100,100,100,6,0
9/28/23 12:26,0:20:06,28.1,28,100,100,100,6,0
9/28/23 12:26,0:20:07,28.1,28,100,100,100,6,0
9/28/23 12:26,0:20:09,28.1,28,100,100,100,6,0
9/28/23 12:26,0:20:10,28.1,28.1,100,100,100,6,0
9/28/23 12:26,0:20:11,28.1,28.1,100,100,100,7,0
9/28/23 12:26,0:20:12,28.1,28.1,100,100,100,6,0
9/28/23 12:26,0:20:13,28.2,28.1,100,100,100,6,0
9/28/23 12:26,0:20:17,28.2,28.1,100,100,100,6,0
9/28/23 12:26,0:20:18,28.2,28.1,100,100,100,7,0
9/28/23 12:26,0:20:19,28.2,28.1,100,100,100,7,0
9/28/23 12:26,0:20:20,28.2,28.1,100,100,100,7,0
9/28/23 12:26,0:20:21,28.2,28.1,100,100,100,7,0
9/28/23 12:26,0:20:22,28.2,28.2,100,100,100,6,0
9/28/23 12:26,0:20:23,28.2,28.2,100,100,100,7,0
9/28/23 12:26,0:20:25,28.3,28.2,100,100,100,7,0
9/28/23 12:26,0:20:26,28.3,28.2,100,100,100,7,0
9/28/23 12:26,0:20:27,28.3,28.2,100,100,100,6,0
9/28/23 12:26,0:20:28,28.3,28.2,100,100,100,6,0
9/28/23 12:26,0:20:29,28.3,28.2,100,100,100,7,0
9/28/23 12:26,0:20:30,28.3,28.2,100,100,100,6,0
9/28/23 12:26,0:20:31,28.3,28.2,100,100,100,6,0
9/28/23 12:26,0:20:32,28.3,28.2,100,100,100,7,0
9/28/23 12:26,0:20:33,28.3,28.2,100,100,100,7,0
9/28/23 12:26,0:20:34,28.3,28.3,100,100,100,7,0
9/28/23 12:26,0:20:35,28.3,28.3,100,100,100,6,0
9/28/23 12:26,0:20:36,28.4,28.3,100,100,100,7,0
9/28/23 12:26,0:20:39,28.4,28.3,100,100,100,7,0
9/28/23 12:26,0:20:40,28.4,28.3,100,100,100,6,0
9/28/23 12:26,0:20:42,28.4,28.3,100,100,100,6,0
9/28/23 12:26,0:20:43,28.4,28.3,100,100,100,7,0
9/28/23 12:26,0:20:44,28.4,28.3,100,100,100,7,0
9/28/23 12:26,0:20:45,28.4,28.4,100,100,100,7,0
9/28/23 12:26,0:20:46,28.4,28.4,100,100,100,7,0
9/28/23 12:26,0:20:48,28.4,28.4,100,100,100,6,0
9/28/23 12:26,0:20:49,28.5,28.4,100,100,100,7,0
9/28/23 12:26,0:20:56,28.5,28.4,100,100,100,7,0
9/28/23 12:26,0:20:57,28.5,28.5,100,100,100,7,0
9/28/23 12:26,0:21:00,28.5,28.5,100,100,100,7,0
9/28/23 12:27,0:21:01,28.6,28.5,100,100,100,7,0
9/28/23 12:27,0:21:04,28.6,28.5,100,100,100,7,0
9/28/23 12:27,0:21:05,28.6,28.5,100,100,100,7,0
9/28/23 12:27,0:21:06,28.6,28.5,100,100,100,7,0
9/28/23 12:27,0:21:07,28.6,28.5,100,100,100,7,0
9/28/23 12:27,0:21:08,28.6,28.5,100,100,100,7,0
9/28/23 12:27,0:21:09,28.6,28.6,100,100,100,7,0
9/28/23 12:27,0:21:11,28.6,28.6,100,100,100,7,0
9/28/23 12:27,0:21:13,28.7,28.6,100,100,100,7,0
9/28/23 12:27,0:21:19,28.7,28.6,100,100,100,7,0
9/28/23 12:27,0:21:20,28.7,28.7,100,100,100,8,0
9/28/23 12:27,0:21:21,28.7,28.7,100,100,100,7,0
9/28/23 12:27,0:21:22,28.7,28.7,100,100,100,8,0
9/28/23 12:27,0:21:23,28.7,28.7,100,100,100,7,0
9/28/23 12:27,0:21:24,28.7,28.7,100,100,100,8,0
9/28/23 12:27,0:21:25,28.8,28.7,100,100,100,7,0
9/28/23 12:27,0:21:26,28.8,28.7,100,100,100,7,0
9/28/23 12:27,0:21:27,28.8,28.7,100,100,100,8,0
9/28/23 12:27,0:21:28,28.8,28.7,100,100,100,7,0
9/28/23 12:27,0:21:31,28.8,28.7,100,100,100,7,0
9/28/23 12:27,0:21:32,28.8,28.8,100,100,100,7,0
9/28/23 12:27,0:21:34,28.8,28.8,100,100,100,7,0
9/28/23 12:27,0:21:35,28.8,28.8,100,100,100,8,0
9/28/23 12:27,0:21:37,28.9,28.8,100,100,100,8,0
9/28/23 12:27,0:21:38,28.9,28.8,100,100,100,7,0
9/28/23 12:27,0:21:39,28.9,28.8,100,100,100,8,0
9/28/23 12:27,0:21:41,28.9,28.8,100,100,100,8,0
9/28/23 12:27,0:21:42,28.9,28.8,100,100,100,7,0
9/28/23 12:27,0:21:43,28.9,28.8,100,100,100,7,0
9/28/23 12:27,0:21:44,28.9,28.9,100,100,100,8,0
9/28/23 12:27,0:21:48,29,28.9,100,100,100,8,0
9/28/23 12:27,0:21:51,29,28.9,100,100,100,8,0
9/28/23 12:27,0:21:52,29,28.9,100,100,100,9,0
9/28/23 12:27,0:21:53,29,28.9,100,100,100,9,0
9/28/23 12:27,0:21:54,29,28.9,100,100,100,8,0
9/28/23 12:27,0:21:55,29,29,100,100,100,8,0
9/28/23 12:27,0:21:56,29,28.9,100,100,100,8,0
9/28/23 12:27,0:21:57,29,29,100,100,100,7,0
9/28/23 12:27,0:21:58,29,29,100,100,100,7,0
9/28/23 12:27,0:21:59,29,29,100,100,100,8,0
9/28/23 12:27,0:22:00,29.1,29,100,100,100,8,0
9/28/23 12:28,0:22:01,29.1,29,100,100,100,9,0
9/28/23 12:28,0:22:02,29.1,29,100,100,100,9,0
9/28/23 12:28,0:22:03,29.1,29,100,100,100,8,0
9/28/23 12:28,0:22:04,29.1,29,100,100,100,9,0
9/28/23 12:28,0:22:06,29.1,29,100,100,100,8,0
9/28/23 12:28,0:22:07,29.1,29,100,100,100,8,0
9/28/23 12:28,0:22:08,29.1,29.1,100,100,100,9,0
9/28/23 12:28,0:22:09,29.1,29.1,100,100,100,9,0
9/28/23 12:28,0:22:10,29.1,29.1,100,100,100,8,0
9/28/23 12:28,0:22:11,29.1,29.1,100,100,100,9,0
9/28/23 12:28,0:22:12,29.1,29.1,100,100,100,9,0
9/28/23 12:28,0:22:13,29.2,29.1,100,100,100,9,0
9/28/23 12:28,0:22:14,29.2,29.1,100,100,100,9,0
9/28/23 12:28,0:22:15,29.2,29.1,100,100,100,9,0
9/28/23 12:28,0:22:16,29.2,29.1,100,100,100,8,0
9/28/23 12:28,0:22:17,29.2,29.1,100,100,100,9,0
9/28/23 12:28,0:22:19,29.2,29.1,100,100,100,9,0
9/28/23 12:28,0:22:20,29.2,29.2,100,100,100,9,0
9/28/23 12:28,0:22:22,29.2,29.2,100,100,100,9,0
9/28/23 12:28,0:22:23,29.2,29.2,100,100,100,9,0
9/28/23 12:28,0:22:24,29.2,29.2,100,100,100,9,0
9/28/23 12:28,0:22:25,29.3,29.2,100,100,100,9,0
9/28/23 12:28,0:22:27,29.3,29.2,100,100,100,9,0
9/28/23 12:28,0:22:29,29.3,29.2,100,100,100,9,0
9/28/23 12:28,0:22:32,29.3,29.2,100,100,100,9,0
9/28/23 12:28,0:22:33,29.3,29.3,100,100,100,9,0
9/28/23 12:28,0:22:34,29.3,29.3,100,100,100,9,0
9/28/23 12:28,0:22:35,29.3,29.3,100,100,100,9,0
9/28/23 12:28,0:22:37,29.4,29.3,100,100,100,9,0
9/28/23 12:28,0:22:39,29.4,29.3,100,100,100,9,0
9/28/23 12:28,0:22:40,29.4,29.3,100,100,100,9,0
9/28/23 12:28,0:22:43,29.4,29.3,100,100,100,9,0
9/28/23 12:28,0:22:44,29.4,29.4,100,100,100,9,0
9/28/23 12:28,0:22:45,29.4,29.4,100,100,100,9,0
9/28/23 12:28,0:22:46,29.4,29.4,100,100,100,10,0
9/28/23 12:28,0:22:47,29.4,29.4,100,100,100,9,0
9/28/23 12:28,0:22:49,29.5,29.4,100,100,100,9,0
9/28/23 12:28,0:22:50,29.5,29.4,100,100,100,9,0
9/28/23 12:28,0:22:51,29.5,29.4,100,100,100,10,0
9/28/23 12:28,0:22:52,29.5,29.4,100,100,100,9,0
9/28/23 12:28,0:22:53,29.5,29.4,100,100,100,10,0
9/28/23 12:28,0:22:54,29.5,29.4,100,100,100,9,0
9/28/23 12:28,0:22:55,29.5,29.4,100,100,100,9,0
9/28/23 12:28,0:22:56,29.5,29.5,100,100,100,10,0
9/28/23 12:28,0:22:57,29.5,29.5,100,100,100,10,0
9/28/23 12:28,0:22:58,29.5,29.5,100,100,100,9,0
9/28/23 12:28,0:22:59,29.5,29.5,100,100,100,10,0
9/28/23 12:28,0:23:00,29.6,29.5,100,100,100,10,0
9/28/23 12:29,0:23:04,29.6,29.5,100,100,100,10,0
9/28/23 12:29,0:23:05,29.6,29.5,100,100,100,9,0
9/28/23 12:29,0:23:06,29.6,29.5,100,100,100,9,0
9/28/23 12:29,0:23:07,29.6,29.5,100,100,100,10,0
9/28/23 12:29,0:23:08,29.6,29.6,100,100,100,10,0
9/28/23 12:29,0:23:12,29.7,29.6,100,100,100,10,0
9/28/23 12:29,0:23:20,29.7,29.6,100,100,100,10,0
9/28/23 12:29,0:23:21,29.7,29.7,100,100,100,10,0
9/28/23 12:29,0:23:25,29.8,29.7,100,100,100,10,0
9/28/23 12:29,0:23:31,29.8,29.7,100,100,100,10,0
9/28/23 12:29,0:23:32,29.8,29.8,100,100,100,10,0
9/28/23 12:29,0:23:34,29.8,29.8,100,100,100,10,0
9/28/23 12:29,0:23:35,29.8,29.8,100,100,100,11,0
9/28/23 12:29,0:23:36,29.8,29.8,100,100,100,10,0
9/28/23 12:29,0:23:37,29.9,29.8,100,100,100,10,0
9/28/23 12:29,0:23:38,29.9,29.8,100,100,100,11,0
9/28/23 12:29,0:23:39,29.9,29.8,100,100,100,10,0
9/28/23 12:29,0:23:40,29.9,29.8,100,100,100,10,0
9/28/23 12:29,0:23:41,29.9,29.8,100,100,100,11,0
9/28/23 12:29,0:23:42,29.9,29.8,100,100,100,10,0
9/28/23 12:29,0:23:43,29.9,29.8,100,100,100,11,0
9/28/23 12:29,0:23:44,29.9,29.9,100,100,100,11,0
9/28/23 12:29,0:23:49,30,29.9,100,100,100,11,0
9/28/23 12:29,0:23:50,30,29.9,100,100,100,10,0
9/28/23 12:29,0:23:53,30,29.9,100,100,100,10,0
9/28/23 12:29,0:23:55,30,29.9,100,100,100,10,0
9/28/23 12:29,0:23:56,30,30,100,100,100,11,0
9/28/23 12:30,0:24:01,30.1,30,100,100,100,11,0
9/28/23 12:30,0:24:05,30.1,30,100,100,100,11,0
9/28/23 12:30,0:24:06,30.1,30,100,100,100,12,0
9/28/23 12:30,0:24:07,30.1,30.1,100,100,100,11,0
9/28/23 12:30,0:24:08,30.1,30.1,100,100,100,11,0
9/28/23 12:30,0:24:09,30.1,30.1,100,100,100,12,0
9/28/23 12:30,0:24:12,30.2,30.1,100,100,100,12,0
9/28/23 12:30,0:24:14,30.2,30.1,100,100,100,12,0
9/28/23 12:30,0:24:19,30.2,30.1,100,100,100,12,0
9/28/23 12:30,0:24:20,30.2,30.2,100,100,100,12,0
9/28/23 12:30,0:24:23,30.2,30.2,100,100,100,12,0
9/28/23 12:30,0:24:24,30.3,30.2,100,100,100,12,0
9/28/23 12:30,0:24:31,30.3,30.2,100,100,100,12,0
9/28/23 12:30,0:24:32,30.3,30.3,100,100,100,12,0
9/28/23 12:30,0:24:37,30.4,30.3,100,100,100,12,0
9/28/23 12:30,0:24:44,30.4,30.3,100,100,100,12,0
9/28/23 12:30,0:24:45,30.4,30.4,100,100,100,12,0
9/28/23 12:30,0:24:48,30.4,30.4,100,100,100,12,0
9/28/23 12:30,0:24:49,30.5,30.4,100,100,100,13,0
9/28/23 12:30,0:24:50,30.5,30.4,100,100,100,12,0
9/28/23 12:30,0:24:53,30.5,30.4,100,100,100,12,0
9/28/23 12:30,0:24:54,30.5,30.4,100,100,100,13,0
9/28/23 12:30,0:24:55,30.5,30.4,100,100,100,12,0
9/28/23 12:30,0:24:56,30.5,30.4,100,100,100,13,0
9/28/23 12:30,0:24:57,30.5,30.5,100,100,100,14,0
9/28/23 12:30,0:24:58,30.5,30.5,100,100,100,12,0
9/28/23 12:30,0:24:59,30.5,30.5,100,100,100,12,0
9/28/23 12:30,0:25:00,30.5,30.5,100,100,100,13,0
9/28/23 12:31,0:25:01,30.6,30.5,100,100,100,13,0
9/28/23 12:31,0:25:06,30.6,30.5,100,100,100,13,0
9/28/23 12:31,0:25:07,30.6,30.5,100,100,100,14,0
9/28/23 12:31,0:25:08,30.6,30.6,100,100,100,14,0
9/28/23 12:31,0:25:09,30.6,30.5,100,100,100,13,0
9/28/23 12:31,0:25:10,30.6,30.6,100,100,100,12,0
9/28/23 12:31,0:25:11,30.6,30.6,100,100,100,13,0
9/28/23 12:31,0:25:12,30.6,30.6,100,100,100,14,0
9/28/23 12:31,0:25:13,30.7,30.6,100,100,100,14,0
9/28/23 12:31,0:25:14,30.7,30.6,100,100,100,13,0
9/28/23 12:31,0:25:15,30.7,30.6,100,100,100,13,0
9/28/23 12:31,0:25:16,30.7,30.6,100,100,100,14,0
9/28/23 12:31,0:25:19,30.7,30.6,100,100,100,14,0
9/28/23 12:31,0:25:20,30.7,30.7,100,100,100,13,0
9/28/23 12:31,0:25:21,30.7,30.7,100,100,100,14,0
9/28/23 12:31,0:25:24,30.8,30.7,100,100,100,14,0
9/28/23 12:31,0:25:30,30.8,30.7,100,100,100,14,0
9/28/23 12:31,0:25:31,30.8,30.8,100,100,100,14,0
9/28/23 12:31,0:25:36,30.9,30.8,100,100,100,14,0
9/28/23 12:31,0:25:37,30.9,30.8,100,100,100,14,0
9/28/23 12:31,0:25:38,30.9,30.8,100,100,100,15,0
9/28/23 12:31,0:25:39,30.9,30.8,100,100,100,14,0
9/28/23 12:31,0:25:42,30.9,30.8,100,100,100,14,0
9/28/23 12:31,0:25:43,30.9,30.8,100,100,100,15,0
9/28/23 12:31,0:25:44,30.9,30.9,100,100,100,15,0
9/28/23 12:31,0:25:45,30.9,30.9,100,100,100,14,0
9/28/23 12:31,0:25:46,30.9,30.9,100,100,100,15,0
9/28/23 12:31,0:25:47,30.9,30.9,100,100,100,15,0
9/28/23 12:31,0:25:48,31,30.9,100,100,100,14,0
9/28/23 12:31,0:25:49,31,30.9,100,100,100,14,0
9/28/23 12:31,0:25:50,31,30.9,100,100,100,15,0
9/28/23 12:31,0:25:51,31,30.9,100,100,100,15,0
9/28/23 12:31,0:25:53,31,30.9,100,100,100,14,0
9/28/23 12:31,0:25:54,31,30.9,100,100,100,15,0
9/28/23 12:31,0:25:55,31,30.9,100,100,100,15,0
9/28/23 12:31,0:25:56,31,31,100,100,100,15,0
9/28/23 12:31,0:25:57,31,31,100,100,100,14,0
9/28/23 12:31,0:25:58,31,31,100,100,100,15,0
9/28/23 12:31,0:26:00,31,31,100,100,100,15,0
9/28/23 12:32,0:26:01,31.1,31,100,100,100,14,0
9/28/23 12:32,0:26:02,31.1,31,100,100,100,15,0
9/28/23 12:32,0:26:06,31.1,31,100,100,100,15,0
9/28/23 12:32,0:26:07,31.1,31,100,100,100,14,0
9/28/23 12:32,0:26:08,31.1,31,100,100,100,14,0
9/28/23 12:32,0:26:09,31.1,31.1,100,100,100,15,0
9/28/23 12:32,0:26:13,31.2,31.1,100,100,100,15,0
9/28/23 12:32,0:26:14,31.2,31.1,100,100,100,15,0
9/28/23 12:32,0:26:15,31.2,31.1,100,100,100,17,0
9/28/23 12:32,0:26:16,31.2,31.1,100,100,100,16,0
9/28/23 12:32,0:26:17,31.2,31.1,100,100,100,15,0
9/28/23 12:32,0:26:19,31.2,31.1,100,100,100,15,0
9/28/23 12:32,0:26:20,31.2,31.2,100,100,100,15,0
9/28/23 12:32,0:26:21,31.2,31.2,100,100,100,15,0
9/28/23 12:32,0:26:22,31.2,31.2,100,100,100,16,0
9/28/23 12:32,0:26:23,31.2,31.2,100,100,100,15,0
9/28/23 12:32,0:26:24,31.2,31.2,100,100,100,15,0
9/28/23 12:32,0:26:25,31.3,31.2,100,100,100,15,0
9/28/23 12:32,0:26:26,31.3,31.2,100,100,100,16,0
9/28/23 12:32,0:26:27,31.3,31.2,100,100,100,16,0
9/28/23 12:32,0:26:30,31.3,31.2,100,100,100,16,0
9/28/23 12:32,0:26:31,31.3,31.3,100,100,100,16,0
9/28/23 12:32,0:26:32,31.3,31.3,100,100,100,17,0
9/28/23 12:32,0:26:33,31.3,31.3,100,100,100,17,0
9/28/23 12:32,0:26:34,31.3,31.3,100,100,100,16,0
9/28/23 12:32,0:26:35,31.3,31.3,100,100,100,17,0
9/28/23 12:32,0:26:36,31.4,31.3,100,100,100,16,0
9/28/23 12:32,0:26:37,31.4,31.3,100,100,100,17,0
9/28/23 12:32,0:26:38,31.4,31.3,100,100,100,17,0
9/28/23 12:32,0:26:39,31.4,31.3,100,100,100,17,0
9/28/23 12:32,0:26:40,31.4,31.3,100,100,100,16,0
9/28/23 12:32,0:26:41,31.4,31.3,100,100,100,16,0
9/28/23 12:32,0:26:42,31.4,31.3,100,100,100,17,0
9/28/23 12:32,0:26:43,31.4,31.4,100,100,100,17,0
9/28/23 12:32,0:26:48,31.5,31.4,100,100,100,17,0
9/28/23 12:32,0:26:54,31.5,31.4,100,100,100,17,0
9/28/23 12:32,0:26:55,31.5,31.5,100,100,100,17,0
9/28/23 12:32,0:26:56,31.5,31.4,100,100,100,17,0
9/28/23 12:32,0:26:57,31.5,31.5,100,100,100,17,0
9/28/23 12:32,0:26:58,31.5,31.5,100,100,100,18,0
9/28/23 12:32,0:26:59,31.5,31.5,100,100,100,17,0
9/28/23 12:32,0:27:00,31.6,31.5,100,100,100,17,0
9/28/23 12:33,0:27:01,31.6,31.5,100,100,100,18,0
9/28/23 12:33,0:27:02,31.6,31.5,100,100,100,18,0
9/28/23 12:33,0:27:03,31.6,31.5,100,100,100,17,0
9/28/23 12:33,0:27:07,31.6,31.5,100,100,100,17,0
9/28/23 12:33,0:27:08,31.6,31.6,100,100,100,18,0
9/28/23 12:33,0:27:09,31.6,31.6,100,100,100,17,0
9/28/23 12:33,0:27:10,31.6,31.6,100,100,100,18,0
9/28/23 12:33,0:27:11,31.6,31.6,100,100,100,18,0
9/28/23 12:33,0:27:13,31.7,31.6,100,100,100,18,0
9/28/23 12:33,0:27:14,31.7,31.6,100,100,100,17,0
9/28/23 12:33,0:27:15,31.7,31.6,100,100,100,18,0
9/28/23 12:33,0:27:16,31.7,31.6,100,100,100,18,0
9/28/23 12:33,0:27:17,31.7,31.6,100,100,100,17,0
9/28/23 12:33,0:27:18,31.7,31.6,100,100,100,18,0
9/28/23 12:33,0:27:19,31.7,31.6,100,100,100,17,0
9/28/23 12:33,0:27:20,31.7,31.7,100,100,100,18,0
9/28/23 12:33,0:27:21,31.7,31.7,100,100,100,19,0
9/28/23 12:33,0:27:22,31.7,31.7,100,100,100,18,0
9/28/23 12:33,0:27:23,31.7,31.7,100,100,100,18,0
9/28/23 12:33,0:27:24,31.7,31.7,100,100,100,18,0
9/28/23 12:33,0:27:25,31.8,31.7,100,100,100,19,0
9/28/23 12:33,0:27:26,31.8,31.7,100,100,100,19,0
9/28/23 12:33,0:27:27,31.8,31.7,100,100,100,19,0
9/28/23 12:33,0:27:28,31.8,31.7,100,100,100,19,0
9/28/23 12:33,0:27:29,31.8,31.7,100,100,100,18,0
