Crystal16 Data Report File,Version: 1014,,,,,,,
,,,,,,,,
,,,,,,,,
Experiment details,,,,,,,,
ExperimentNumber,0,,,,,,,
Experimentor,Amari Murry,,,,,,,
Project,"AM-PMMA-THF-Ethyl Acetate-1,2-dichlorobenzene-1,2-dichloroethane",2 Dichlorobenzene-1,2 Dichloroethane,,,,,
Reactor1,14.91 mg/ml PMMA in THF,,,,,,,
Reactor2,15.1 mg/ml PMMA in Ethyl Acetate,,,,,,,
Reactor3,"14.98 mg/ml PMMA in 1,2-dichlorobenzene",,,,,,,
Reactor4,"14.96 mg/ml PMMA in 1,2-dichloroethane",,,,,,,
,,,,,,,,
Labjournal,,,,,,,,
,,,,,,,,
,,,,,,,,
Description,,,,,,,,
polymer_ids,PMMA:33,,,,,,,
solvent_ids,THF:18,Ethyl Acetate:19,"1,2-dichlorobenzene:39","1,2-dichloroethane:37",,,,
Start of Experiment,11/10/23 12:56,,,,,,,
,,,,,,,,
Temperature Program,,,,,,,,
Block,D,,,,,,,
Heat to,20, at ,20, °C/min,,,,
Stir (Bottom) at,900, rpm,,,,,,
Hold at,20, for ,21, sec,,,,
Tune,,,,,,,,
Hold at,20, for ,100, sec,,,,
Heat to,60, at ,0.5, °C/min,,,,
Hold at,60, for ,3600, sec,,,,
Cool to,10, at ,0.5, °C/min,,,,
Hold at,10, for ,7200, sec,,,,
Heat to,60, at ,0.5, °C/min,,,,
Hold at,60, for ,3600, sec,,,,
Cool to,10, at ,0.5, °C/min,,,,
Hold at,10, for ,7200, sec,,,,
Heat to,25, at ,0.5, °C/min,,,,
Hold at,25, for ,3600, sec,,,,
,,,,,,,,
Data Block,,,,,,,,
Date Time,Decimal Time [mins],Temperature Setpoint [°C],Temperature Actual [°C],Reactor1 Transmission [%],Reactor2 Transmission [%],Reactor3 Transmission [%],Reactor4 Transmission [%],Stirring Rate [rpm]
11/10/23 12:56,0:00:03,24.7,25.7,100,100,100,100,0
11/10/23 12:56,0:00:05,24.3,25.7,100,100,100,100,0
11/10/23 12:56,0:00:06,24,25.6,100,100,100,100,0
11/10/23 12:56,0:00:07,23.7,25.5,100,100,100,100,0
11/10/23 12:56,0:00:08,23.3,25.4,100,100,100,100,0
11/10/23 12:56,0:00:09,23,25.2,100,100,100,100,0
11/10/23 12:56,0:00:10,22.7,25,100,100,100,100,0
11/10/23 12:56,0:00:11,22.3,24.8,100,100,100,100,0
11/10/23 12:56,0:00:12,22,24.6,100,100,100,100,0
11/10/23 12:56,0:00:13,21.7,24.4,100,100,100,100,0
11/10/23 12:56,0:00:14,21.3,24.1,100,100,100,100,0
11/10/23 12:56,0:00:15,21,23.9,100,100,100,100,0
11/10/23 12:56,0:00:16,20.7,23.7,100,100,100,100,0
11/10/23 12:56,0:00:17,20.3,23.4,100,100,100,100,0
11/10/23 12:56,0:00:18,20,23.1,100,100,100,100,0
11/10/23 12:56,0:00:19,20,22.9,100,100,100,100,0
11/10/23 12:56,0:00:20,20,22.6,100,100,100,100,0
11/10/23 12:56,0:00:21,20,22.3,100,100,100,100,0
11/10/23 12:56,0:00:22,20,22.1,100,100,100,100,0
11/10/23 12:56,0:00:23,20,21.9,100,100,100,100,0
11/10/23 12:56,0:00:24,20,21.6,100,100,100,100,0
11/10/23 12:56,0:00:25,20,21.5,100,100,100,100,0
11/10/23 12:56,0:00:26,20,21.3,100,100,100,100,0
11/10/23 12:56,0:00:27,20,21.2,100,100,100,100,0
11/10/23 12:56,0:00:28,20,21,100,100,100,100,0
11/10/23 12:56,0:00:29,20,20.9,100,100,100,100,0
11/10/23 12:56,0:00:30,20,20.8,100,100,100,100,0
11/10/23 12:56,0:00:31,20,20.7,100,100,100,100,0
11/10/23 12:56,0:00:32,20,20.7,100,100,100,100,0
11/10/23 12:56,0:00:35,20,20.4,100,100,100,100,0
11/10/23 12:56,0:00:36,20,20.4,100,100,100,100,0
11/10/23 12:56,0:00:37,20,20.3,100,100,100,100,0
11/10/23 12:56,0:00:39,20,20.3,100,100,100,100,0
11/10/23 12:56,0:00:40,20,20.2,100,100,100,100,0
11/10/23 12:56,0:00:44,20,20.2,100,100,100,100,0
11/10/23 12:56,0:00:45,20,20.1,100,100,100,100,0
11/10/23 12:56,0:00:46,20,20.1,100,100,100,100,0
11/10/23 12:56,0:00:47,20,20.1,100,100,100,100,0
11/10/23 12:57,0:00:56,20,20.1,100,100,100,100,0
11/10/23 12:57,0:00:57,20,20.2,100,100,100,100,0
11/10/23 12:57,0:00:59,20,20.2,100,100,100,100,0
11/10/23 12:57,0:01:00,20,20.2,100,100,100,100,0
11/10/23 12:57,0:01:01,20,20.2,55,100,100,100,0
11/10/23 12:57,0:01:02,20,20.1,55,100,100,100,0
11/10/23 12:57,0:01:07,20,20.1,55,100,100,100,0
11/10/23 12:57,0:01:08,20,20.1,55,100,100,100,0
11/10/23 12:57,0:01:15,20,20.1,55,100,100,100,0
11/10/23 12:57,0:01:16,20,20,55,100,100,100,0
11/10/23 12:57,0:01:19,20,20,55,100,100,100,0
11/10/23 12:57,0:01:20,20,20.1,55,100,100,100,0
11/10/23 12:57,0:01:21,20,20,55,100,100,100,0
11/10/23 12:57,0:01:22,20,20.1,55,100,100,100,0
11/10/23 12:57,0:01:23,20,20,55,100,100,100,0
11/10/23 12:57,0:01:24,20,20,55,100,100,100,0
11/10/23 12:57,0:01:25,20,20,55,100,100,100,0
11/10/23 12:57,0:01:26,20,20,91,65,100,100,0
11/10/23 12:57,0:01:27,20,20.1,83,62,100,100,0
11/10/23 12:57,0:01:28,20,20.1,96,62,100,100,0
11/10/23 12:57,0:01:29,20,20.1,98,62,100,100,0
11/10/23 12:57,0:01:30,20,20.1,94,62,100,100,0
11/10/23 12:57,0:01:31,20,20.2,97,62,100,100,0
11/10/23 12:57,0:01:32,20,20.2,93,62,100,100,0
11/10/23 12:57,0:01:33,20,20.2,92,62,100,100,0
11/10/23 12:57,0:01:34,20,20.2,89,62,100,100,0
11/10/23 12:57,0:01:35,20,20.2,100,62,100,100,0
11/10/23 12:57,0:01:36,20,20.2,96,62,100,100,0
11/10/23 12:57,0:01:37,20,20.2,97,62,100,100,0
11/10/23 12:57,0:01:38,20,20.2,94,62,100,100,0
11/10/23 12:57,0:01:39,20,20.2,98,62,100,100,0
11/10/23 12:57,0:01:40,20,20.1,92,62,100,100,0
11/10/23 12:57,0:01:41,20,20.1,87,62,100,100,0
11/10/23 12:57,0:01:42,20,20.1,91,62,100,100,0
11/10/23 12:57,0:01:43,20,20.1,98,62,100,100,0
11/10/23 12:57,0:01:44,20,20.1,89,62,100,100,0
11/10/23 12:57,0:01:45,20,20.1,100,62,100,100,0
11/10/23 12:57,0:01:46,20,20.1,97,62,100,100,0
11/10/23 12:57,0:01:47,20,20.1,95,62,100,100,0
11/10/23 12:57,0:01:48,20,20.1,98,62,100,100,0
11/10/23 12:57,0:01:49,20,20.1,96,74,71,100,0
11/10/23 12:57,0:01:50,20,20,89,77,71,100,0
11/10/23 12:57,0:01:51,20,20.1,94,88,71,100,0
11/10/23 12:57,0:01:52,20,20,92,80,71,100,0
11/10/23 12:57,0:01:53,20,20,97,82,71,100,0
11/10/23 12:57,0:01:54,20,20,96,86,71,100,0
11/10/23 12:58,0:01:55,20,20,95,82,71,100,0
11/10/23 12:58,0:01:56,20,20,97,84,71,100,0
11/10/23 12:58,0:01:57,20,20,93,79,71,100,0
11/10/23 12:58,0:01:58,20,20,91,82,71,100,0
11/10/23 12:58,0:01:59,20,20,93,83,71,100,0
11/10/23 12:58,0:02:00,20,20,93,76,71,100,0
11/10/23 12:58,0:02:01,20,20,91,85,71,100,0
11/10/23 12:58,0:02:02,20,20,98,80,71,100,0
11/10/23 12:58,0:02:03,20,20,93,80,71,100,0
11/10/23 12:58,0:02:04,20,20,95,84,71,100,0
11/10/23 12:58,0:02:05,20,20,94,86,71,100,0
11/10/23 12:58,0:02:06,20,20,90,81,71,100,0
11/10/23 12:58,0:02:07,20,20,100,80,71,100,0
11/10/23 12:58,0:02:08,20,20,88,88,71,100,0
11/10/23 12:58,0:02:09,20,20,91,80,71,100,0
11/10/23 12:58,0:02:10,20,20,95,78,71,100,0
11/10/23 12:58,0:02:11,20,20,85,77,100,100,0
11/10/23 12:58,0:02:12,20,20,97,74,98,59,0
11/10/23 12:58,0:02:13,20,20,87,79,92,59,0
11/10/23 12:58,0:02:14,20,20,91,86,93,59,0
11/10/23 12:58,0:02:15,20,20,89,82,88,59,0
11/10/23 12:58,0:02:16,20,20,93,84,98,59,0
11/10/23 12:58,0:02:17,20,20,83,77,95,59,0
11/10/23 12:58,0:02:18,20,20,100,81,92,59,0
11/10/23 12:58,0:02:19,20,20,92,79,96,59,0
11/10/23 12:58,0:02:20,20,20,97,72,90,59,0
11/10/23 12:58,0:02:21,20,20,94,83,96,59,0
11/10/23 12:58,0:02:22,20,20,98,89,100,59,0
11/10/23 12:58,0:02:23,20,20,100,83,100,59,0
11/10/23 12:58,0:02:24,20,20,97,85,97,59,0
11/10/23 12:58,0:02:25,20,20,94,81,96,59,0
11/10/23 12:58,0:02:26,20,20,97,76,100,59,0
11/10/23 12:58,0:02:27,20,20,100,79,97,59,0
11/10/23 12:58,0:02:28,20,20,87,75,92,59,0
11/10/23 12:58,0:02:29,20,20,93,84,100,59,0
11/10/23 12:58,0:02:30,20,20,95,80,100,59,0
11/10/23 12:58,0:02:31,20,20,100,82,81,59,0
11/10/23 12:58,0:02:32,20,20,92,80,100,59,0
11/10/23 12:58,0:02:34,20,20,100,89,98,59,0
11/10/23 12:58,0:02:35,20,20,95,85,91,74,0
11/10/23 12:58,0:02:36,20,20,94,80,98,100,0
11/10/23 12:58,0:02:37,20,20,97,83,100,99,0
11/10/23 12:58,0:02:38,20,20,97,83,100,99,0
11/10/23 12:58,0:02:39,20,20,100,85,100,100,0
11/10/23 12:58,0:02:40,20,20,92,83,100,94,0
11/10/23 12:58,0:02:41,20,20,87,79,100,95,0
11/10/23 12:58,0:02:42,20,20,93,85,98,100,0
11/10/23 12:58,0:02:43,20,20,92,74,100,76,0
11/10/23 12:58,0:02:44,20,20,96,80,95,98,0
11/10/23 12:58,0:02:45,20,20,84,89,91,81,0
11/10/23 12:58,0:02:46,20,20,98,89,98,95,0
11/10/23 12:58,0:02:47,20,20,96,82,98,89,0
11/10/23 12:58,0:02:48,20,20,91,80,100,100,0
11/10/23 12:58,0:02:49,20,20,84,80,95,98,0
11/10/23 12:58,0:02:50,20,20,94,80,100,91,0
11/10/23 12:58,0:02:51,20.1,20,95,80,93,100,0
11/10/23 12:58,0:02:52,20.1,20,95,81,99,94,0
11/10/23 12:58,0:02:53,20.1,20,88,80,100,100,0
11/10/23 12:58,0:02:54,20.1,20,97,76,93,100,0
11/10/23 12:59,0:02:55,20.1,20,85,82,100,99,0
11/10/23 12:59,0:02:56,20.1,20,100,83,99,100,0
11/10/23 12:59,0:02:57,20.1,20,94,79,100,98,0
11/10/23 12:59,0:02:58,20.1,20,95,86,100,100,0
11/10/23 12:59,0:02:59,20.1,20,89,86,100,100,0
11/10/23 12:59,0:03:00,20.1,20,91,83,100,100,0
11/10/23 12:59,0:03:01,20.1,20,97,83,99,100,0
11/10/23 12:59,0:03:02,20.2,20,95,76,100,89,0
11/10/23 12:59,0:03:03,20.2,20,97,80,99,100,0
11/10/23 12:59,0:03:04,20.2,20.1,93,74,95,100,0
11/10/23 12:59,0:03:05,20.2,20.1,94,79,100,100,0
11/10/23 12:59,0:03:06,20.2,20.1,84,87,100,95,0
11/10/23 12:59,0:03:07,20.2,20.1,89,91,100,86,0
11/10/23 12:59,0:03:08,20.2,20.1,92,77,100,93,0
11/10/23 12:59,0:03:09,20.2,20.1,94,86,100,88,0
11/10/23 12:59,0:03:10,20.2,20.1,94,83,97,97,0
11/10/23 12:59,0:03:11,20.2,20.1,95,82,100,84,0
11/10/23 12:59,0:03:12,20.2,20.1,89,77,100,100,0
11/10/23 12:59,0:03:13,20.2,20.1,97,86,98,95,0
11/10/23 12:59,0:03:14,20.3,20.1,95,96,100,98,0
11/10/23 12:59,0:03:15,20.3,20.1,98,77,100,91,0
11/10/23 12:59,0:03:16,20.3,20.2,100,83,95,88,0
11/10/23 12:59,0:03:17,20.3,20.2,93,81,97,95,0
11/10/23 12:59,0:03:18,20.3,20.2,94,85,98,89,0
11/10/23 12:59,0:03:19,20.3,20.2,89,77,100,94,0
11/10/23 12:59,0:03:20,20.3,20.2,91,85,100,95,0
11/10/23 12:59,0:03:21,20.3,20.2,98,79,100,94,0
11/10/23 12:59,0:03:22,20.3,20.2,96,81,100,83,0
11/10/23 12:59,0:03:23,20.3,20.2,93,83,94,100,0
11/10/23 12:59,0:03:24,20.3,20.2,92,82,100,97,0
11/10/23 12:59,0:03:25,20.3,20.2,87,79,100,100,0
11/10/23 12:59,0:03:26,20.4,20.2,84,77,100,88,0
11/10/23 12:59,0:03:27,20.4,20.2,100,81,98,99,0
11/10/23 12:59,0:03:28,20.4,20.2,92,74,94,100,0
11/10/23 12:59,0:03:29,20.4,20.2,86,89,100,100,0
11/10/23 12:59,0:03:30,20.4,20.3,95,86,100,98,0
11/10/23 12:59,0:03:31,20.4,20.3,98,90,98,97,0
11/10/23 12:59,0:03:32,20.4,20.3,99,83,100,95,0
11/10/23 12:59,0:03:33,20.4,20.3,94,83,100,90,0
11/10/23 12:59,0:03:34,20.4,20.3,93,77,100,100,0
11/10/23 12:59,0:03:35,20.4,20.3,95,81,100,100,0
11/10/23 12:59,0:03:36,20.4,20.3,100,77,94,97,0
11/10/23 12:59,0:03:37,20.4,20.3,92,78,100,95,0
11/10/23 12:59,0:03:38,20.5,20.3,94,74,100,91,0
11/10/23 12:59,0:03:39,20.5,20.3,92,79,100,95,0
11/10/23 12:59,0:03:40,20.5,20.3,92,83,100,95,0
11/10/23 12:59,0:03:41,20.5,20.3,87,85,91,97,0
11/10/23 12:59,0:03:42,20.5,20.3,89,85,96,98,0
11/10/23 12:59,0:03:43,20.5,20.4,94,82,100,100,0
11/10/23 12:59,0:03:44,20.5,20.4,100,77,100,100,0
11/10/23 12:59,0:03:45,20.5,20.4,93,86,100,100,0
11/10/23 12:59,0:03:46,20.5,20.4,100,95,98,93,0
11/10/23 12:59,0:03:47,20.5,20.4,93,89,100,87,0
11/10/23 12:59,0:03:48,20.5,20.4,95,78,100,92,0
11/10/23 12:59,0:03:49,20.5,20.4,92,80,100,91,0
11/10/23 12:59,0:03:50,20.6,20.4,94,76,100,100,0
11/10/23 12:59,0:03:51,20.6,20.4,88,75,100,94,0
11/10/23 12:59,0:03:52,20.6,20.4,94,80,100,98,0
11/10/23 12:59,0:03:53,20.6,20.4,97,80,98,91,0
11/10/23 12:59,0:03:54,20.6,20.4,88,90,100,96,0
11/10/23 13:00,0:03:55,20.6,20.5,89,75,95,99,0
11/10/23 13:00,0:03:56,20.6,20.5,98,83,100,100,0
11/10/23 13:00,0:03:57,20.6,20.5,90,79,100,96,0
11/10/23 13:00,0:03:58,20.6,20.5,94,84,100,100,0
11/10/23 13:00,0:04:00,20.6,20.5,94,80,100,94,0
11/10/23 13:00,0:04:01,20.6,20.5,83,76,100,100,0
11/10/23 13:00,0:04:02,20.6,20.5,95,85,100,98,0
11/10/23 13:00,0:04:03,20.7,20.5,91,76,100,98,0
11/10/23 13:00,0:04:04,20.7,20.5,96,82,100,100,0
11/10/23 13:00,0:04:05,20.7,20.5,89,89,100,89,0
11/10/23 13:00,0:04:06,20.7,20.5,90,80,100,100,0
11/10/23 13:00,0:04:07,20.7,20.6,92,78,100,100,0
11/10/23 13:00,0:04:08,20.7,20.6,94,83,100,100,0
11/10/23 13:00,0:04:09,20.7,20.6,95,85,100,100,0
11/10/23 13:00,0:04:10,20.7,20.6,92,91,100,100,0
11/10/23 13:00,0:04:11,20.7,20.6,92,82,97,100,0
11/10/23 13:00,0:04:12,20.7,20.6,87,87,100,95,0
11/10/23 13:00,0:04:13,20.7,20.6,93,79,100,99,0
11/10/23 13:00,0:04:14,20.8,20.6,96,82,100,95,0
11/10/23 13:00,0:04:15,20.8,20.6,99,79,100,100,0
11/10/23 13:00,0:04:16,20.8,20.6,91,79,100,100,0
11/10/23 13:00,0:04:17,20.8,20.6,91,88,100,100,0
11/10/23 13:00,0:04:18,20.8,20.6,97,80,100,100,0
11/10/23 13:00,0:04:19,20.8,20.7,92,82,100,100,0
11/10/23 13:00,0:04:20,20.8,20.7,92,79,100,100,0
11/10/23 13:00,0:04:21,20.8,20.7,84,82,96,96,0
11/10/23 13:00,0:04:22,20.8,20.7,95,84,100,100,0
11/10/23 13:00,0:04:23,20.8,20.7,84,87,100,100,0
11/10/23 13:00,0:04:24,20.8,20.7,86,85,100,100,0
11/10/23 13:00,0:04:25,20.8,20.7,91,88,100,100,0
11/10/23 13:00,0:04:26,20.9,20.7,95,74,100,91,0
11/10/23 13:00,0:04:27,20.9,20.7,94,77,100,100,0
11/10/23 13:00,0:04:28,20.9,20.7,97,89,98,100,0
11/10/23 13:00,0:04:29,20.9,20.7,94,88,100,100,0
11/10/23 13:00,0:04:30,20.9,20.7,99,92,100,100,0
11/10/23 13:00,0:04:31,20.9,20.8,87,83,100,100,0
11/10/23 13:00,0:04:32,20.9,20.8,86,82,100,100,0
11/10/23 13:00,0:04:33,20.9,20.8,94,80,100,92,0
11/10/23 13:00,0:04:34,20.9,20.8,95,82,100,92,0
11/10/23 13:00,0:04:35,20.9,20.8,91,83,100,100,0
11/10/23 13:00,0:04:36,20.9,20.8,92,84,100,95,0
11/10/23 13:00,0:04:37,20.9,20.8,95,79,100,100,0
11/10/23 13:00,0:04:38,21,20.8,93,82,100,100,0
11/10/23 13:00,0:04:39,21,20.8,95,87,100,100,0
11/10/23 13:00,0:04:40,21,20.8,94,81,100,100,0
11/10/23 13:00,0:04:41,21,20.8,91,83,100,100,0
11/10/23 13:00,0:04:42,21,20.9,86,83,100,97,0
11/10/23 13:00,0:04:43,21,20.9,95,85,100,100,0
11/10/23 13:00,0:04:44,21,20.9,95,80,100,100,0
11/10/23 13:00,0:04:45,21,20.9,91,76,100,100,0
11/10/23 13:00,0:04:46,21,20.9,95,80,100,100,0
11/10/23 13:00,0:04:47,21,20.9,95,85,93,95,0
11/10/23 13:00,0:04:48,21,20.9,90,84,100,96,0
11/10/23 13:00,0:04:49,21,20.9,99,80,100,100,0
11/10/23 13:00,0:04:50,21.1,20.9,91,81,100,100,0
11/10/23 13:00,0:04:51,21.1,20.9,96,83,97,91,0
11/10/23 13:00,0:04:52,21.1,20.9,90,80,100,94,0
11/10/23 13:00,0:04:53,21.1,20.9,92,80,100,94,0
11/10/23 13:00,0:04:54,21.1,21,87,85,100,100,0
11/10/23 13:01,0:04:55,21.1,21,89,82,100,99,0
11/10/23 13:01,0:04:56,21.1,21,91,88,100,100,0
11/10/23 13:01,0:04:57,21.1,21,97,77,100,100,0
11/10/23 13:01,0:04:58,21.1,21,92,83,100,86,0
11/10/23 13:01,0:04:59,21.1,21,97,82,100,92,0
11/10/23 13:01,0:05:00,21.1,21,97,85,100,97,0
11/10/23 13:01,0:05:01,21.1,21,93,84,100,100,0
11/10/23 13:01,0:05:02,21.2,21,91,82,100,100,0
11/10/23 13:01,0:05:03,21.2,21,98,88,99,87,0
11/10/23 13:01,0:05:04,21.2,21,89,85,100,97,0
11/10/23 13:01,0:05:05,21.2,21.1,92,86,99,100,0
11/10/23 13:01,0:05:06,21.2,21.1,97,85,98,97,0
11/10/23 13:01,0:05:07,21.2,21.1,79,80,100,100,0
11/10/23 13:01,0:05:08,21.2,21.1,100,81,100,100,0
11/10/23 13:01,0:05:09,21.2,21.1,94,75,100,97,0
11/10/23 13:01,0:05:10,21.2,21.1,89,84,100,92,0
11/10/23 13:01,0:05:11,21.2,21.1,92,89,100,100,0
11/10/23 13:01,0:05:12,21.2,21.1,93,87,100,100,0
11/10/23 13:01,0:05:13,21.2,21.1,94,77,100,100,0
11/10/23 13:01,0:05:15,21.3,21.1,91,91,99,98,0
11/10/23 13:01,0:05:16,21.3,21.1,94,81,90,100,0
11/10/23 13:01,0:05:17,21.3,21.1,94,76,100,100,0
11/10/23 13:01,0:05:18,21.3,21.2,96,77,100,100,0
11/10/23 13:01,0:05:19,21.3,21.1,91,82,100,91,0
11/10/23 13:01,0:05:20,21.3,21.2,88,82,100,100,0
11/10/23 13:01,0:05:21,21.3,21.2,94,81,87,100,0
11/10/23 13:01,0:05:22,21.3,21.2,86,85,100,98,0
11/10/23 13:01,0:05:23,21.3,21.2,93,86,100,100,0
11/10/23 13:01,0:05:24,21.3,21.2,100,88,99,100,0
11/10/23 13:01,0:05:25,21.3,21.2,92,83,100,100,0
11/10/23 13:01,0:05:26,21.4,21.2,89,81,79,100,0
11/10/23 13:01,0:05:27,21.4,21.2,88,89,100,100,0
11/10/23 13:01,0:05:28,21.4,21.2,91,82,100,100,0
11/10/23 13:01,0:05:29,21.4,21.3,92,83,100,95,0
11/10/23 13:01,0:05:30,21.4,21.3,98,90,100,100,0
11/10/23 13:01,0:05:31,21.4,21.3,90,80,100,100,0
11/10/23 13:01,0:05:32,21.4,21.3,97,80,100,100,0
11/10/23 13:01,0:05:33,21.4,21.3,97,83,100,96,0
11/10/23 13:01,0:05:34,21.4,21.3,89,85,100,100,0
11/10/23 13:01,0:05:35,21.4,21.3,94,83,100,100,0
11/10/23 13:01,0:05:36,21.4,21.3,95,85,100,100,0
11/10/23 13:01,0:05:37,21.4,21.3,92,88,100,100,0
11/10/23 13:01,0:05:38,21.5,21.3,97,90,100,97,0
11/10/23 13:01,0:05:39,21.5,21.3,95,83,93,100,0
11/10/23 13:01,0:05:40,21.5,21.3,97,80,100,100,0
11/10/23 13:01,0:05:41,21.5,21.4,97,83,100,100,0
11/10/23 13:01,0:05:42,21.5,21.4,86,88,100,100,0
11/10/23 13:01,0:05:43,21.5,21.4,90,86,100,100,0
11/10/23 13:01,0:05:44,21.5,21.4,97,79,100,100,0
11/10/23 13:01,0:05:45,21.5,21.4,91,82,100,100,0
11/10/23 13:01,0:05:46,21.5,21.4,96,83,100,100,0
11/10/23 13:01,0:05:47,21.5,21.4,90,83,97,100,0
11/10/23 13:01,0:05:48,21.5,21.4,90,74,100,100,0
11/10/23 13:01,0:05:49,21.5,21.4,94,82,100,100,0
11/10/23 13:01,0:05:50,21.6,21.4,96,89,100,100,0
11/10/23 13:01,0:05:51,21.6,21.4,94,80,100,100,0
11/10/23 13:01,0:05:52,21.6,21.4,91,75,100,100,0
11/10/23 13:01,0:05:53,21.6,21.5,94,82,100,100,0
11/10/23 13:01,0:05:54,21.6,21.5,92,89,100,97,0
11/10/23 13:02,0:05:55,21.6,21.5,93,85,100,99,0
11/10/23 13:02,0:05:56,21.6,21.5,95,78,100,100,0
11/10/23 13:02,0:05:57,21.6,21.5,95,85,92,100,0
11/10/23 13:02,0:05:58,21.6,21.5,91,85,100,100,0
11/10/23 13:02,0:05:59,21.6,21.5,95,83,100,84,0
11/10/23 13:02,0:06:00,21.6,21.5,100,79,100,100,0
11/10/23 13:02,0:06:01,21.6,21.5,89,85,100,100,0
11/10/23 13:02,0:06:02,21.7,21.5,100,86,100,100,0
11/10/23 13:02,0:06:03,21.7,21.5,92,74,100,100,0
11/10/23 13:02,0:06:04,21.7,21.6,100,80,100,100,0
11/10/23 13:02,0:06:05,21.7,21.6,93,85,100,100,0
11/10/23 13:02,0:06:06,21.7,21.6,89,84,100,100,0
11/10/23 13:02,0:06:07,21.7,21.6,91,80,100,100,0
11/10/23 13:02,0:06:08,21.7,21.6,92,83,97,100,0
11/10/23 13:02,0:06:09,21.7,21.6,96,78,100,100,0
11/10/23 13:02,0:06:10,21.7,21.6,96,86,100,100,0
11/10/23 13:02,0:06:11,21.7,21.6,95,86,100,100,0
11/10/23 13:02,0:06:12,21.7,21.6,89,87,95,100,0
11/10/23 13:02,0:06:13,21.7,21.6,92,89,100,100,0
11/10/23 13:02,0:06:14,21.8,21.6,89,82,100,100,0
11/10/23 13:02,0:06:15,21.8,21.7,93,81,99,100,0
11/10/23 13:02,0:06:16,21.8,21.7,92,76,100,100,0
11/10/23 13:02,0:06:17,21.8,21.7,97,92,100,100,0
11/10/23 13:02,0:06:18,21.8,21.7,88,77,100,100,0
11/10/23 13:02,0:06:19,21.8,21.7,85,86,100,100,0
11/10/23 13:02,0:06:20,21.8,21.7,83,84,100,100,0
11/10/23 13:02,0:06:21,21.8,21.7,89,82,100,100,0
11/10/23 13:02,0:06:22,21.8,21.7,89,80,98,100,0
11/10/23 13:02,0:06:23,21.8,21.7,95,91,100,100,0
11/10/23 13:02,0:06:24,21.8,21.7,100,83,100,100,0
11/10/23 13:02,0:06:25,21.8,21.7,93,84,89,100,0
11/10/23 13:02,0:06:26,21.9,21.7,87,83,98,100,0
11/10/23 13:02,0:06:28,21.9,21.8,91,91,100,100,0
11/10/23 13:02,0:06:29,21.9,21.8,93,89,97,100,0
11/10/23 13:02,0:06:30,21.9,21.8,97,85,100,100,0
11/10/23 13:02,0:06:31,21.9,21.8,96,90,96,100,0
11/10/23 13:02,0:06:32,21.9,21.8,89,80,100,100,0
11/10/23 13:02,0:06:33,21.9,21.8,96,93,100,100,0
11/10/23 13:02,0:06:34,21.9,21.8,92,89,100,100,0
11/10/23 13:02,0:06:35,21.9,21.8,91,91,100,100,0
11/10/23 13:02,0:06:36,21.9,21.8,95,85,100,100,0
11/10/23 13:02,0:06:37,21.9,21.8,89,79,100,100,0
11/10/23 13:02,0:06:38,22,21.8,91,86,100,100,0
11/10/23 13:02,0:06:39,22,21.9,92,77,100,100,0
11/10/23 13:02,0:06:40,22,21.9,90,79,100,96,0
11/10/23 13:02,0:06:41,22,21.9,97,83,100,100,0
11/10/23 13:02,0:06:42,22,21.9,91,84,100,100,0
11/10/23 13:02,0:06:43,22,21.9,92,82,100,100,0
11/10/23 13:02,0:06:44,22,21.9,83,73,100,100,0
11/10/23 13:02,0:06:45,22,21.9,94,81,100,100,0
11/10/23 13:02,0:06:46,22,21.9,96,90,100,100,0
11/10/23 13:02,0:06:47,22,21.9,91,87,100,100,0
11/10/23 13:02,0:06:48,22,21.9,93,90,100,100,0
11/10/23 13:02,0:06:49,22,21.9,95,87,99,100,0
11/10/23 13:02,0:06:50,22.1,21.9,100,86,99,100,0
11/10/23 13:02,0:06:51,22.1,22,95,90,100,100,0
11/10/23 13:02,0:06:52,22.1,22,95,83,100,100,0
11/10/23 13:02,0:06:53,22.1,22,98,92,100,100,0
11/10/23 13:02,0:06:54,22.1,22,98,82,100,100,0
11/10/23 13:03,0:06:55,22.1,22,92,91,100,100,0
11/10/23 13:03,0:06:56,22.1,22,86,82,100,100,0
11/10/23 13:03,0:06:57,22.1,22,93,82,100,100,0
11/10/23 13:03,0:06:58,22.1,22,94,79,100,100,0
11/10/23 13:03,0:06:59,22.1,22,91,74,100,100,0
11/10/23 13:03,0:07:00,22.1,22,92,87,100,100,0
11/10/23 13:03,0:07:01,22.1,22,91,89,99,96,0
11/10/23 13:03,0:07:02,22.2,22,100,82,100,100,0
11/10/23 13:03,0:07:03,22.2,22.1,98,84,100,100,0
11/10/23 13:03,0:07:04,22.2,22.1,92,85,100,100,0
11/10/23 13:03,0:07:05,22.2,22.1,100,73,100,97,0
11/10/23 13:03,0:07:06,22.2,22.1,96,86,100,100,0
11/10/23 13:03,0:07:07,22.2,22.1,94,79,100,100,0
11/10/23 13:03,0:07:08,22.2,22.1,98,81,100,100,0
11/10/23 13:03,0:07:09,22.2,22.1,92,86,98,100,0
11/10/23 13:03,0:07:10,22.2,22.1,97,79,100,100,0
11/10/23 13:03,0:07:11,22.2,22.1,98,79,95,100,0
11/10/23 13:03,0:07:12,22.2,22.1,100,82,90,100,0
