Crystal16 Data Report File,Version: 1014,,,,,,,
,,,,,,,,
,,,,,,,,
Experiment details,,,,,,,,
ExperimentNumber,0,,,,,,,
Experimentor,Amari Murry,,,,,,,
Project,"AM-PMMA-THF-Ethyl Acetate-1,2-dichlorobenzene-1,2-dichloroethane",2 Dichlorobenzene-1,2 Dichloroethane,,,,,
Reactor1,14.91 mg/ml PMMA in THF,,,,,,,
Reactor2,15.1 mg/ml PMMA in Ethyl Acetate,,,,,,,
Reactor3,"14.98 mg/ml PMMA in 1,2-dichlorobenzene",,,,,,,
Reactor4,"14.96 mg/ml PMMA in 1,2-dichloroethane",,,,,,,
,,,,,,,,
Labjournal,,,,,,,,
,,,,,,,,
,,,,,,,,
Description,,,,,,,,
polymer_ids,PMMA:33,,,,,,,
solvent_ids,THF:18,Ethyl Acetate:19,"1,2-dichlorobenzene:39","1,2-dichloroethane:37",,,,
Start of Experiment,11/10/23 12:56,,,,,,,
,,,,,,,,
Temperature Program,,,,,,,,
Block,D,,,,,,,
Heat to,20, at ,20, °C/min,,,,
Stir (Bottom) at,900, rpm,,,,,,
Hold at,20, for ,21, sec,,,,
Tune,,,,,,,,
11/10/23 15:54,2:58:33,42,42.1,100,100,100,100,0
11/10/23 15:54,2:58:34,42,42.1,100,100,100,100,0
11/10/23 15:54,2:58:36,42,42.1,100,100,100,100,0
11/10/23 15:54,2:58:37,42,42,100,100,100,100,0
11/10/23 15:54,2:58:39,42,42,100,100,100,100,0
11/10/23 15:54,2:58:41,42,42,100,100,100,100,0
11/10/23 15:54,2:58:42,41.9,42,100,100,100,100,0
11/10/23 15:54,2:58:49,41.9,42,100,100,100,100,0
11/10/23 15:54,2:58:50,41.9,41.9,100,100,100,100,0
11/10/23 15:54,2:58:54,41.8,41.9,100,100,100,100,0
11/10/23 15:55,2:58:55,41.8,41.9,100,100,100,100,0
11/10/23 15:55,2:58:56,41.8,41.9,100,100,100,100,0
11/10/23 15:55,2:58:57,41.8,41.9,100,100,100,100,0
11/10/23 15:55,2:58:58,41.8,41.9,100,100,100,100,0
11/10/23 15:55,2:59:00,41.8,41.9,100,100,100,100,0
11/10/23 15:55,2:59:01,41.8,41.8,100,100,100,100,0
11/10/23 15:55,2:59:02,41.8,41.8,100,100,100,100,0
11/10/23 15:55,2:59:03,41.8,41.8,100,100,100,100,0
11/10/23 15:55,2:59:04,41.8,41.8,100,100,100,100,0
11/10/23 15:55,2:59:06,41.7,41.8,100,100,100,100,0
11/10/23 15:55,2:59:07,41.7,41.8,100,100,100,100,0
11/10/23 15:55,2:59:13,41.7,41.8,100,100,100,100,0
11/10/23 15:55,2:59:14,41.7,41.7,100,100,100,100,0
11/10/23 15:55,2:59:15,41.7,41.7,100,100,100,100,0
11/10/23 15:55,2:59:16,41.7,41.7,100,100,100,100,0
11/10/23 15:55,2:59:17,41.7,41.7,100,100,100,100,0
11/10/23 15:55,2:59:19,41.6,41.7,100,100,100,100,0
11/10/23 15:55,2:59:24,41.6,41.7,100,100,100,100,0
11/10/23 15:55,2:59:25,41.6,41.6,100,100,100,100,0
11/10/23 15:55,2:59:27,41.6,41.6,100,100,100,100,0
11/10/23 15:55,2:59:28,41.6,41.6,100,100,100,100,0
11/10/23 15:55,2:59:29,41.6,41.6,100,100,100,100,0
11/10/23 15:55,2:59:30,41.6,41.6,100,100,100,100,0
11/10/23 15:55,2:59:31,41.5,41.6,100,100,100,100,0
11/10/23 15:55,2:59:38,41.5,41.6,100,100,100,100,0
11/10/23 15:55,2:59:39,41.5,41.5,100,100,100,100,0
11/10/23 15:55,2:59:43,41.4,41.5,100,100,100,100,0
11/10/23 15:55,2:59:47,41.4,41.5,100,100,100,100,0
11/10/23 15:55,2:59:48,41.4,41.5,100,100,100,100,0
11/10/23 15:55,2:59:49,41.4,41.4,100,100,100,100,0
11/10/23 15:55,2:59:50,41.4,41.4,100,100,100,100,0
11/10/23 15:55,2:59:52,41.4,41.4,100,100,100,100,0
11/10/23 15:55,2:59:53,41.4,41.4,100,100,100,100,0
11/10/23 15:55,2:59:54,41.3,41.4,100,100,100,100,0
11/10/23 15:56,2:59:56,41.3,41.4,100,100,100,100,0
11/10/23 15:56,3:00:00,41.3,41.4,100,100,100,100,0
11/10/23 15:56,3:00:01,41.3,41.3,100,100,100,100,0
11/10/23 15:56,3:00:03,41.3,41.3,100,100,100,100,0
11/10/23 15:56,3:00:06,41.2,41.3,100,100,100,100,0
11/10/23 15:56,3:00:07,41.2,41.3,100,100,100,100,0
11/10/23 15:56,3:00:12,41.2,41.3,100,100,100,100,0
11/10/23 15:56,3:00:13,41.2,41.3,100,100,100,100,0
11/10/23 15:56,3:00:14,41.2,41.2,100,100,100,100,0
11/10/23 15:56,3:00:16,41.2,41.2,100,100,100,100,0
11/10/23 15:56,3:00:18,41.1,41.2,100,100,100,100,0
11/10/23 15:56,3:00:22,41.1,41.2,100,100,100,100,0
11/10/23 15:56,3:00:23,41.1,41.2,100,100,100,100,0
11/10/23 15:56,3:00:24,41.1,41.2,100,100,100,100,0
11/10/23 15:56,3:00:25,41.1,41.1,100,100,100,100,0
11/10/23 15:56,3:00:26,41.1,41.1,100,100,100,100,0
11/10/23 15:56,3:00:30,41,41.1,100,100,100,100,0
11/10/23 15:56,3:00:31,41,41.1,100,100,100,100,0
11/10/23 15:56,3:00:32,41,41.1,100,100,100,100,0
11/10/23 15:56,3:00:36,41,41.1,100,100,100,100,0
11/10/23 15:56,3:00:37,41,41,100,100,100,100,0
11/10/23 15:56,3:00:38,41,41,100,100,100,100,0
11/10/23 15:56,3:00:43,40.9,41,100,100,100,100,0
11/10/23 15:56,3:00:49,40.9,41,100,100,100,100,0
11/10/23 15:56,3:00:50,40.9,40.9,100,100,100,100,0
11/10/23 15:57,3:00:55,40.8,40.9,100,100,100,100,0
11/10/23 15:57,3:01:02,40.8,40.9,100,100,100,100,0
11/10/23 15:57,3:01:03,40.8,40.8,100,100,100,100,0
11/10/23 15:57,3:01:06,40.7,40.8,100,100,100,100,0
11/10/23 15:57,3:01:12,40.7,40.8,100,100,100,100,0
11/10/23 15:57,3:01:13,40.7,40.7,100,100,100,100,0
11/10/23 15:57,3:01:18,40.6,40.7,100,100,100,100,0
11/10/23 15:57,3:01:24,40.6,40.7,100,100,100,100,0
11/10/23 15:57,3:01:25,40.6,40.7,100,100,100,100,0
11/10/23 15:57,3:01:26,40.6,40.6,100,100,100,100,0
11/10/23 15:57,3:01:28,40.6,40.6,100,100,100,100,0
11/10/23 15:57,3:01:29,40.6,40.6,100,100,100,100,0
11/10/23 15:57,3:01:30,40.5,40.6,100,100,100,100,0
11/10/23 15:57,3:01:37,40.5,40.6,100,100,100,100,0
11/10/23 15:57,3:01:38,40.5,40.5,100,100,100,100,0
11/10/23 15:57,3:01:39,40.5,40.5,100,100,100,100,0
11/10/23 15:57,3:01:42,40.4,40.5,100,100,100,100,0
11/10/23 15:57,3:01:48,40.4,40.5,100,100,100,100,0
11/10/23 15:57,3:01:49,40.4,40.4,100,100,100,100,0
11/10/23 15:57,3:01:51,40.4,40.4,100,100,100,100,0
11/10/23 15:57,3:01:52,40.4,40.4,100,100,100,100,0
11/10/23 15:57,3:01:54,40.4,40.4,100,100,100,100,0
11/10/23 15:58,3:01:55,40.3,40.4,100,100,100,100,0
11/10/23 15:58,3:01:57,40.3,40.4,100,100,100,100,0
11/10/23 15:58,3:01:58,40.3,40.4,100,100,100,100,0
11/10/23 15:58,3:02:00,40.3,40.4,100,100,100,100,0
11/10/23 15:58,3:02:01,40.3,40.4,100,100,100,100,0
11/10/23 15:58,3:02:02,40.3,40.3,100,100,100,100,0
11/10/23 15:58,3:02:03,40.3,40.3,100,100,100,100,0
11/10/23 15:58,3:02:04,40.3,40.3,100,100,100,100,0
11/10/23 15:58,3:02:07,40.2,40.3,100,100,100,100,0
11/10/23 15:58,3:02:10,40.2,40.3,100,100,100,100,0
11/10/23 15:58,3:02:11,40.2,40.3,100,100,100,100,0
11/10/23 15:58,3:02:12,40.2,40.3,100,100,100,100,0
11/10/23 15:58,3:02:13,40.2,40.3,100,100,100,100,0
11/10/23 15:58,3:02:14,40.2,40.2,100,100,100,100,0
11/10/23 15:58,3:02:18,40.1,40.2,100,100,100,100,0
11/10/23 15:58,3:02:26,40.1,40.2,100,100,100,100,0
11/10/23 15:58,3:02:27,40.1,40.1,100,100,100,100,0
11/10/23 15:58,3:02:28,40.1,40.1,100,100,100,100,0
11/10/23 15:58,3:02:30,40,40.1,100,100,100,100,0
11/10/23 15:58,3:02:31,40,40.1,100,100,100,100,0
11/10/23 15:58,3:02:37,40,40.1,100,100,100,100,0
11/10/23 15:58,3:02:38,40,40,100,100,100,100,0
11/10/23 15:58,3:02:42,39.9,40,100,100,100,100,0
11/10/23 15:58,3:02:49,39.9,40,100,100,100,100,0
11/10/23 15:58,3:02:50,39.9,39.9,100,100,100,100,0
11/10/23 15:58,3:02:54,39.8,39.9,100,100,100,100,0
11/10/23 15:59,3:02:57,39.8,39.9,100,100,100,100,0
11/10/23 15:59,3:02:58,39.8,39.9,100,100,100,100,0
11/10/23 15:59,3:02:59,39.8,39.9,100,100,100,100,0
11/10/23 15:59,3:03:00,39.8,39.9,100,100,100,100,0
11/10/23 15:59,3:03:02,39.8,39.9,100,100,100,100,0
11/10/23 15:59,3:03:03,39.8,39.8,100,100,100,100,0
11/10/23 15:59,3:03:06,39.7,39.8,100,100,100,100,0
11/10/23 15:59,3:03:12,39.7,39.8,100,100,100,100,0
11/10/23 15:59,3:03:14,39.7,39.8,100,100,100,100,0
11/10/23 15:59,3:03:15,39.7,39.7,100,100,100,100,0
11/10/23 15:59,3:03:19,39.6,39.7,100,100,100,100,0
11/10/23 15:59,3:03:25,39.6,39.7,100,100,100,100,0
11/10/23 15:59,3:03:26,39.6,39.6,100,100,100,100,0
11/10/23 15:59,3:03:30,39.5,39.6,100,100,100,100,0
11/10/23 15:59,3:03:37,39.5,39.6,100,100,100,100,0
11/10/23 15:59,3:03:38,39.5,39.5,100,100,100,100,0
11/10/23 15:59,3:03:40,39.5,39.5,100,100,100,100,0
11/10/23 15:59,3:03:41,39.5,39.5,100,100,100,100,0
11/10/23 15:59,3:03:42,39.4,39.5,100,100,100,100,0
11/10/23 15:59,3:03:49,39.4,39.5,100,100,100,100,0
11/10/23 15:59,3:03:50,39.4,39.4,100,100,100,100,0
11/10/23 15:59,3:03:51,39.4,39.4,100,100,100,100,0
11/10/23 15:59,3:03:54,39.3,39.4,100,100,100,100,0
11/10/23 16:00,3:03:58,39.3,39.4,100,100,100,100,0
11/10/23 16:00,3:03:59,39.3,39.4,100,100,100,100,0
11/10/23 16:00,3:04:02,39.3,39.4,100,100,100,100,0
11/10/23 16:00,3:04:03,39.3,39.3,100,100,100,100,0
11/10/23 16:00,3:04:06,39.2,39.3,100,100,100,100,0
11/10/23 16:00,3:04:12,39.2,39.3,100,100,100,100,0
11/10/23 16:00,3:04:13,39.2,39.2,100,100,100,100,0
11/10/23 16:00,3:04:14,39.2,39.2,100,100,100,100,0
11/10/23 16:00,3:04:16,39.2,39.2,100,100,100,100,0
11/10/23 16:00,3:04:18,39.1,39.2,100,100,100,100,0
11/10/23 16:00,3:04:19,39.1,39.2,100,100,100,100,0
11/10/23 16:00,3:04:21,39.1,39.2,100,100,100,100,0
11/10/23 16:00,3:04:22,39.1,39.2,100,100,100,100,0
11/10/23 16:00,3:04:23,39.1,39.2,100,100,100,100,0
11/10/23 16:00,3:04:24,39.1,39.2,100,100,100,100,0
11/10/23 16:00,3:04:25,39.1,39.1,100,100,100,100,0
11/10/23 16:00,3:04:29,39.1,39.1,100,100,100,100,0
11/10/23 16:00,3:04:30,39.1,39.1,100,100,100,100,0
11/10/23 16:00,3:04:31,39,39.1,100,100,100,100,0
11/10/23 16:00,3:04:33,39,39.1,100,100,100,100,0
11/10/23 16:00,3:04:35,39,39.1,100,100,100,100,0
11/10/23 16:00,3:04:37,39,39.1,100,100,100,100,0
11/10/23 16:00,3:04:38,39,39,100,100,100,100,0
11/10/23 16:00,3:04:42,38.9,39,100,100,100,100,0
11/10/23 16:00,3:04:43,38.9,39,100,100,100,100,0
11/10/23 16:00,3:04:48,38.9,39,100,100,100,100,0
11/10/23 16:00,3:04:49,38.9,38.9,100,100,100,100,0
11/10/23 16:00,3:04:54,38.8,38.9,100,100,100,100,0
11/10/23 16:01,3:05:00,38.8,38.9,100,100,100,100,0
11/10/23 16:01,3:05:01,38.8,38.8,100,100,100,100,0
11/10/23 16:01,3:05:06,38.7,38.8,100,100,100,100,0
11/10/23 16:01,3:05:12,38.7,38.8,100,100,100,100,0
11/10/23 16:01,3:05:13,38.7,38.7,100,100,100,100,0
11/10/23 16:01,3:05:18,38.6,38.7,100,100,100,100,0
11/10/23 16:01,3:05:25,38.6,38.7,100,100,100,100,0
11/10/23 16:01,3:05:26,38.6,38.6,100,100,100,100,0
11/10/23 16:01,3:05:30,38.5,38.6,100,100,100,100,0
11/10/23 16:01,3:05:36,38.5,38.6,100,100,100,100,0
11/10/23 16:01,3:05:37,38.5,38.5,100,100,100,100,0
11/10/23 16:01,3:05:42,38.4,38.5,100,100,100,100,0
11/10/23 16:01,3:05:48,38.4,38.5,100,100,100,100,0
11/10/23 16:01,3:05:49,38.4,38.4,100,100,100,100,0
11/10/23 16:01,3:05:54,38.3,38.4,100,100,100,100,0
11/10/23 16:02,3:06:00,38.3,38.4,100,100,100,100,0
11/10/23 16:02,3:06:01,38.3,38.3,100,100,100,100,0
11/10/23 16:02,3:06:05,38.3,38.3,100,100,100,100,0
11/10/23 16:02,3:06:06,38.2,38.3,100,100,100,100,0
11/10/23 16:02,3:06:07,38.2,38.3,100,100,100,100,0
11/10/23 16:02,3:06:08,38.2,38.3,100,100,100,100,0
11/10/23 16:02,3:06:09,38.2,38.3,100,100,100,100,0
11/10/23 16:02,3:06:10,38.2,38.3,100,100,100,100,0
11/10/23 16:02,3:06:11,38.2,38.3,100,100,100,100,0
11/10/23 16:02,3:06:12,38.2,38.3,100,100,100,100,0
11/10/23 16:02,3:06:13,38.2,38.2,100,100,100,100,0
11/10/23 16:02,3:06:17,38.2,38.2,100,100,100,100,0
11/10/23 16:02,3:06:18,38.1,38.2,100,100,100,100,0
11/10/23 16:02,3:06:23,38.1,38.2,100,100,100,100,0
11/10/23 16:02,3:06:24,38.1,38.2,100,100,100,100,0
11/10/23 16:02,3:06:25,38.1,38.1,100,100,100,100,0
11/10/23 16:02,3:06:26,38.1,38.1,100,100,100,100,0
11/10/23 16:02,3:06:27,38.1,38.1,100,100,100,100,0
11/10/23 16:02,3:06:30,38,38.1,100,100,100,100,0
11/10/23 16:02,3:06:32,38,38.1,100,100,100,100,0
11/10/23 16:02,3:06:36,38,38.1,100,100,100,100,0
11/10/23 16:02,3:06:37,38,38,100,100,100,100,0
11/10/23 16:02,3:06:42,37.9,38,100,100,100,100,0
11/10/23 16:02,3:06:44,37.9,38,100,100,100,100,0
11/10/23 16:02,3:06:45,37.9,38,100,100,100,100,0
11/10/23 16:02,3:06:48,37.9,38,100,100,100,100,0
11/10/23 16:02,3:06:49,37.9,37.9,100,100,100,100,0
11/10/23 16:02,3:06:52,37.9,37.9,100,100,100,100,0
11/10/23 16:02,3:06:53,37.9,37.9,100,100,100,100,0
11/10/23 16:02,3:06:54,37.8,37.9,100,100,100,100,0
11/10/23 16:03,3:06:59,37.8,37.9,100,100,100,100,0
11/10/23 16:03,3:07:00,37.8,37.8,100,100,100,100,0
11/10/23 16:03,3:07:01,37.8,37.8,100,100,100,100,0
11/10/23 16:03,3:07:03,37.8,37.8,100,100,100,100,0
11/10/23 16:03,3:07:06,37.7,37.8,100,100,100,100,0
11/10/23 16:03,3:07:13,37.7,37.8,100,100,100,100,0
11/10/23 16:03,3:07:14,37.7,37.7,100,100,100,100,0
11/10/23 16:03,3:07:18,37.6,37.7,100,100,100,100,0
11/10/23 16:03,3:07:25,37.6,37.7,100,100,100,100,0
11/10/23 16:03,3:07:26,37.6,37.6,100,100,100,100,0
11/10/23 16:03,3:07:27,37.6,37.6,100,100,100,100,0
11/10/23 16:03,3:07:29,37.6,37.6,100,100,100,100,0
11/10/23 16:03,3:07:30,37.5,37.6,100,100,100,100,0
11/10/23 16:03,3:07:31,37.5,37.6,100,100,100,100,0
11/10/23 16:03,3:07:32,37.5,37.6,100,100,100,100,0
11/10/23 16:03,3:07:33,37.5,37.6,100,100,100,100,0
11/10/23 16:03,3:07:34,37.5,37.6,100,100,100,100,0
11/10/23 16:03,3:07:36,37.5,37.6,100,100,100,100,0
11/10/23 16:03,3:07:37,37.5,37.5,100,100,100,100,0
11/10/23 16:03,3:07:42,37.4,37.5,100,100,100,100,0
11/10/23 16:03,3:07:49,37.4,37.5,100,100,100,100,0
11/10/23 16:03,3:07:50,37.4,37.4,100,100,100,100,0
11/10/23 16:03,3:07:54,37.3,37.4,100,100,100,100,0
11/10/23 16:04,3:08:01,37.3,37.4,100,100,100,100,0
11/10/23 16:04,3:08:02,37.3,37.3,100,100,100,100,0
11/10/23 16:04,3:08:06,37.2,37.3,100,100,100,100,0
11/10/23 16:04,3:08:11,37.2,37.3,100,100,100,100,0
11/10/23 16:04,3:08:12,37.2,37.2,100,100,100,100,0
11/10/23 16:04,3:08:13,37.2,37.2,100,100,100,100,0
11/10/23 16:04,3:08:14,37.2,37.2,100,100,100,100,0
11/10/23 16:04,3:08:17,37.1,37.2,100,100,100,100,0
11/10/23 16:04,3:08:24,37.1,37.2,100,100,100,100,0
11/10/23 16:04,3:08:25,37.1,37.1,100,100,100,100,0
11/10/23 16:04,3:08:26,37.1,37.1,100,100,100,100,0
11/10/23 16:04,3:08:29,37.1,37.1,100,100,100,100,0
11/10/23 16:04,3:08:30,37,37.1,100,100,100,100,0
11/10/23 16:04,3:08:33,37,37.1,100,100,100,100,0
11/10/23 16:04,3:08:34,37,37.1,100,100,100,100,0
11/10/23 16:04,3:08:35,37,37.1,100,100,100,100,0
11/10/23 16:04,3:08:36,37,37.1,100,100,100,100,0
11/10/23 16:04,3:08:37,37,37,100,100,100,100,0
11/10/23 16:04,3:08:41,37,37,100,100,100,100,0
11/10/23 16:04,3:08:42,36.9,37,100,100,100,100,0
11/10/23 16:04,3:08:44,36.9,37,100,100,100,100,0
11/10/23 16:04,3:08:45,36.9,37,100,100,100,100,0
11/10/23 16:04,3:08:47,36.9,37,100,100,100,100,0
11/10/23 16:04,3:08:48,36.9,37,100,100,100,100,0
11/10/23 16:04,3:08:49,36.9,36.9,100,100,100,100,0
11/10/23 16:04,3:08:50,36.9,36.9,100,100,100,100,0
11/10/23 16:04,3:08:53,36.9,36.9,100,100,100,100,0
11/10/23 16:04,3:08:54,36.8,36.9,100,100,100,100,0
11/10/23 16:05,3:08:55,36.8,36.9,100,100,100,100,0
11/10/23 16:05,3:08:56,36.8,36.9,100,100,100,100,0
11/10/23 16:05,3:08:57,36.8,36.9,100,100,100,100,0
11/10/23 16:05,3:08:58,36.8,36.9,100,100,100,100,0
11/10/23 16:05,3:08:59,36.8,36.9,100,100,100,100,0
11/10/23 16:05,3:09:00,36.8,36.9,100,100,100,100,0
11/10/23 16:05,3:09:01,36.8,36.9,100,100,100,100,0
11/10/23 16:05,3:09:02,36.8,36.8,100,100,100,100,0
11/10/23 16:05,3:09:03,36.8,36.8,100,100,100,100,0
11/10/23 16:05,3:09:04,36.8,36.8,100,100,100,100,0
11/10/23 16:05,3:09:05,36.8,36.8,100,100,100,100,0
11/10/23 16:05,3:09:06,36.7,36.8,100,100,100,100,0
11/10/23 16:05,3:09:07,36.7,36.8,100,100,100,100,0
11/10/23 16:05,3:09:13,36.7,36.8,100,100,100,100,0
11/10/23 16:05,3:09:14,36.7,36.7,100,100,100,100,0
11/10/23 16:05,3:09:15,36.7,36.7,100,100,100,100,0
11/10/23 16:05,3:09:18,36.6,36.7,100,100,100,100,0
11/10/23 16:05,3:09:24,36.6,36.7,100,100,100,100,0
11/10/23 16:05,3:09:25,36.6,36.6,100,100,100,100,0
11/10/23 16:05,3:09:29,36.5,36.6,100,100,100,100,0
11/10/23 16:05,3:09:35,36.5,36.6,100,100,100,100,0
11/10/23 16:05,3:09:36,36.5,36.5,100,100,100,100,0
11/10/23 16:05,3:09:41,36.4,36.5,100,100,100,100,0
11/10/23 16:05,3:09:49,36.4,36.5,100,100,100,100,0
11/10/23 16:05,3:09:50,36.4,36.4,100,100,100,100,0
11/10/23 16:05,3:09:54,36.3,36.4,100,100,100,100,0
11/10/23 16:06,3:10:01,36.3,36.4,100,100,100,100,0
11/10/23 16:06,3:10:02,36.3,36.3,100,100,100,100,0
11/10/23 16:06,3:10:06,36.2,36.3,100,100,100,100,0
11/10/23 16:06,3:10:13,36.2,36.3,100,100,100,100,0
11/10/23 16:06,3:10:14,36.2,36.2,100,100,100,100,0
11/10/23 16:06,3:10:18,36.1,36.2,100,100,100,100,0
11/10/23 16:06,3:10:24,36.1,36.2,100,100,100,100,0
11/10/23 16:06,3:10:25,36.1,36.1,100,100,100,100,0
11/10/23 16:06,3:10:30,36,36.1,100,100,100,100,0
11/10/23 16:06,3:10:36,36,36.1,100,100,100,100,0
11/10/23 16:06,3:10:37,36,36,100,100,100,100,0
11/10/23 16:06,3:10:38,36,36,100,100,100,100,0
11/10/23 16:06,3:10:41,35.9,36,100,100,100,100,0
11/10/23 16:06,3:10:43,35.9,36,100,100,100,100,0
11/10/23 16:06,3:10:44,35.9,36,100,100,100,100,0
11/10/23 16:06,3:10:46,35.9,36,100,100,100,100,0
11/10/23 16:06,3:10:47,35.9,36,100,100,100,100,0
11/10/23 16:06,3:10:48,35.9,35.9,100,100,100,100,0
11/10/23 16:06,3:10:49,35.9,35.9,100,100,100,100,0
11/10/23 16:06,3:10:50,35.9,35.9,100,100,100,100,0
11/10/23 16:06,3:10:53,35.8,35.9,100,100,100,100,0
11/10/23 16:07,3:11:01,35.8,35.9,100,100,100,100,0
11/10/23 16:07,3:11:02,35.8,35.8,100,100,100,100,0
11/10/23 16:07,3:11:06,35.7,35.8,100,100,100,100,0
11/10/23 16:07,3:11:12,35.7,35.8,100,100,100,100,0
11/10/23 16:07,3:11:13,35.7,35.7,100,100,100,100,0
11/10/23 16:07,3:11:18,35.6,35.7,100,100,100,100,0
11/10/23 16:07,3:11:24,35.6,35.7,100,100,100,100,0
11/10/23 16:07,3:11:25,35.6,35.6,100,100,100,100,0
11/10/23 16:07,3:11:30,35.5,35.6,100,100,100,100,0
11/10/23 16:07,3:11:32,35.5,35.6,100,100,100,100,0
11/10/23 16:07,3:11:35,35.5,35.6,100,100,100,100,0
11/10/23 16:07,3:11:37,35.5,35.6,100,100,100,100,0
11/10/23 16:07,3:11:38,35.5,35.5,100,100,100,100,0
11/10/23 16:07,3:11:42,35.4,35.5,100,100,100,100,0
11/10/23 16:07,3:11:44,35.4,35.5,100,100,100,100,0
11/10/23 16:07,3:11:48,35.4,35.5,100,100,100,100,0
11/10/23 16:07,3:11:49,35.4,35.4,100,100,100,100,0
11/10/23 16:07,3:11:50,35.4,35.4,100,100,100,100,0
11/10/23 16:07,3:11:53,35.3,35.4,100,100,100,100,0
11/10/23 16:07,3:11:54,35.3,35.4,100,100,100,100,0
11/10/23 16:08,3:11:55,35.3,35.4,100,100,100,100,0
11/10/23 16:08,3:11:56,35.3,35.4,100,100,100,100,0
11/10/23 16:08,3:11:57,35.3,35.4,100,100,100,100,0
11/10/23 16:08,3:11:58,35.3,35.4,100,100,100,100,0
11/10/23 16:08,3:11:59,35.3,35.4,100,100,100,100,0
11/10/23 16:08,3:12:00,35.3,35.4,100,100,100,100,0
11/10/23 16:08,3:12:01,35.3,35.3,100,100,100,100,0
11/10/23 16:08,3:12:02,35.3,35.3,100,100,100,100,0
11/10/23 16:08,3:12:04,35.3,35.3,100,100,100,100,0
11/10/23 16:08,3:12:05,35.2,35.3,100,100,100,100,0
11/10/23 16:08,3:12:09,35.2,35.3,100,100,100,100,0
11/10/23 16:08,3:12:11,35.2,35.3,100,100,100,100,0
11/10/23 16:08,3:12:12,35.2,35.2,100,100,100,100,0
11/10/23 16:08,3:12:18,35.1,35.2,100,100,100,100,0
11/10/23 16:08,3:12:20,35.1,35.2,100,100,100,100,0
11/10/23 16:08,3:12:24,35.1,35.2,100,100,100,100,0
11/10/23 16:08,3:12:25,35.1,35.1,100,100,100,100,0
11/10/23 16:08,3:12:30,35,35.1,100,100,100,100,0
11/10/23 16:08,3:12:31,35,35.1,100,100,100,100,0
11/10/23 16:08,3:12:32,35,35.1,100,100,100,100,0
11/10/23 16:08,3:12:37,35,35.1,100,100,100,100,0
11/10/23 16:08,3:12:38,35,35,100,100,100,100,0
11/10/23 16:08,3:12:42,34.9,35,100,100,100,100,0
11/10/23 16:08,3:12:45,34.9,35,100,100,100,100,0
11/10/23 16:08,3:12:46,34.9,35,100,100,100,100,0
11/10/23 16:08,3:12:48,34.9,35,100,100,100,100,0
11/10/23 16:08,3:12:49,34.9,35,100,100,100,100,0
11/10/23 16:08,3:12:50,34.9,34.9,100,100,100,100,0
11/10/23 16:08,3:12:51,34.9,34.9,100,100,100,100,0
11/10/23 16:08,3:12:52,34.9,34.9,100,100,100,100,0
11/10/23 16:08,3:12:54,34.8,34.9,100,100,100,100,0
11/10/23 16:09,3:12:56,34.8,34.9,100,100,100,100,0
11/10/23 16:09,3:12:59,34.8,34.9,100,100,100,100,0
11/10/23 16:09,3:13:00,34.8,34.8,100,100,100,100,0
11/10/23 16:09,3:13:01,34.8,34.8,100,100,100,100,0
11/10/23 16:09,3:13:02,34.8,34.8,100,100,100,100,0
11/10/23 16:09,3:13:03,34.8,34.8,100,100,100,100,0
11/10/23 16:09,3:13:05,34.7,34.8,100,100,100,100,0
11/10/23 16:09,3:13:08,34.7,34.8,100,100,100,100,0
11/10/23 16:09,3:13:09,34.7,34.8,100,100,100,100,0
11/10/23 16:09,3:13:10,34.7,34.8,100,100,100,100,0
11/10/23 16:09,3:13:11,34.7,34.8,100,100,100,100,0
11/10/23 16:09,3:13:12,34.7,34.7,100,100,100,100,0
11/10/23 16:09,3:13:14,34.7,34.7,100,100,100,100,0
11/10/23 16:09,3:13:16,34.7,34.7,100,100,100,100,0
11/10/23 16:09,3:13:17,34.6,34.7,100,100,100,100,0
11/10/23 16:09,3:13:18,34.6,34.7,100,100,100,100,0
11/10/23 16:09,3:13:21,34.6,34.7,100,100,100,100,0
11/10/23 16:09,3:13:23,34.6,34.7,100,100,100,100,0
11/10/23 16:09,3:13:24,34.6,34.6,100,100,100,100,0
11/10/23 16:09,3:13:25,34.6,34.6,100,100,100,100,0
11/10/23 16:09,3:13:26,34.6,34.6,100,100,100,100,0
11/10/23 16:09,3:13:29,34.6,34.6,100,100,100,100,0
11/10/23 16:09,3:13:30,34.5,34.6,100,100,100,100,0
11/10/23 16:09,3:13:34,34.5,34.6,100,100,100,100,0
11/10/23 16:09,3:13:35,34.5,34.6,100,100,100,100,0
11/10/23 16:09,3:13:36,34.5,34.6,100,100,100,100,0
11/10/23 16:09,3:13:37,34.5,34.5,100,100,100,100,0
11/10/23 16:09,3:13:41,34.5,34.5,100,100,100,100,0
11/10/23 16:09,3:13:42,34.4,34.5,100,100,100,100,0
11/10/23 16:09,3:13:43,34.4,34.5,100,100,100,100,0
11/10/23 16:09,3:13:45,34.4,34.5,100,100,100,100,0
11/10/23 16:09,3:13:46,34.4,34.5,100,100,100,100,0
11/10/23 16:09,3:13:48,34.4,34.5,100,100,100,100,0
11/10/23 16:09,3:13:49,34.4,34.5,100,100,100,100,0
11/10/23 16:09,3:13:50,34.4,34.4,100,100,100,100,0
11/10/23 16:09,3:13:51,34.4,34.4,100,100,100,100,0
11/10/23 16:09,3:13:52,34.4,34.4,100,100,100,100,0
