Crystal16 Data Report File,Version: 1014,,,,,,,
,,,,,,,,
,,,,,,,,
Experiment details,,,,,,,,
ExperimentNumber,0,,,,,,,
Experimentor,Amari Murry,,,,,,,
Project,AM-PVP H-1-Octanol-2,4,6-TrimethylPyridine-Benzyl Alcohol-Cyclopentanone,,,,,
Reactor1,15.04 mg/ml PVP H in 1-octanol,,,,,,,
Reactor2,14.99 mg/ml PVP H in 2,4,6-TrimethylPyridine,,,,,
Reactor3,15.05 mg/ml PVP H in Benzyl Alcohol,,,,,,,
Reactor4,15.04 mg/ml PVP H in Cyclopentanone,,,,,,,
,,,,,,,,
Labjournal,,,,,,,,
,,,,,,,,
,,,,,,,,
Description,1,300,000 MW,,,,,
polymer_ids,PVP H:60,,,,,,,
solvent_ids,1-octanol:47,"2,4,6-TrimethylPyridine:44",Benzyl Alcohol:48,Cyclopentanone:45,,,,
Start of Experiment,9/27/23 12:13,,,,,,,
,,,,,,,,
Temperature Program,,,,,,,,
Block,D,,,,,,,
Heat to,20, at ,20, °C/min,,,,
Hold at,20, for ,33, sec,,,,
Tune,,,,,,,,
9/27/23 13:19,1:05:25,50.7,50.6,100,71,100,100,0
9/27/23 13:19,1:05:26,50.7,50.6,100,74,100,100,0
9/27/23 13:19,1:05:27,50.7,50.7,100,75,100,100,0
9/27/23 13:19,1:05:28,50.7,50.7,100,70,100,100,0
9/27/23 13:19,1:05:29,50.7,50.7,100,79,100,100,0
9/27/23 13:19,1:05:30,50.7,50.7,100,80,100,100,0
9/27/23 13:19,1:05:31,50.7,50.7,100,69,100,100,0
9/27/23 13:19,1:05:32,50.8,50.7,100,75,100,100,0
9/27/23 13:19,1:05:33,50.8,50.7,100,78,100,100,0
9/27/23 13:19,1:05:34,50.8,50.7,100,68,100,100,0
9/27/23 13:19,1:05:35,50.8,50.7,100,80,100,100,0
9/27/23 13:19,1:05:36,50.8,50.7,100,62,100,100,0
9/27/23 13:19,1:05:37,50.8,50.7,100,78,100,100,0
9/27/23 13:19,1:05:38,50.8,50.7,100,83,100,100,0
9/27/23 13:19,1:05:39,50.8,50.8,100,78,100,100,0
9/27/23 13:19,1:05:40,50.8,50.8,100,73,100,100,0
9/27/23 13:19,1:05:41,50.8,50.8,100,70,100,100,0
9/27/23 13:19,1:05:42,50.8,50.8,100,78,100,100,0
9/27/23 13:19,1:05:43,50.8,50.8,100,74,100,100,0
9/27/23 13:19,1:05:44,50.9,50.8,100,72,100,100,0
9/27/23 13:19,1:05:45,50.9,50.8,100,75,100,100,0
9/27/23 13:19,1:05:46,50.9,50.8,100,79,100,100,0
9/27/23 13:19,1:05:47,50.9,50.8,100,74,100,100,0
9/27/23 13:19,1:05:48,50.9,50.8,100,69,100,100,0
9/27/23 13:19,1:05:49,50.9,50.8,100,74,100,100,0
9/27/23 13:19,1:05:50,50.9,50.8,100,71,100,100,0
9/27/23 13:19,1:05:51,50.9,50.9,100,74,100,100,0
9/27/23 13:19,1:05:52,50.9,50.9,100,65,100,100,0
9/27/23 13:19,1:05:53,50.9,50.9,100,72,100,100,0
9/27/23 13:19,1:05:54,50.9,50.9,100,70,100,100,0
9/27/23 13:19,1:05:55,51,50.9,100,60,100,100,0
9/27/23 13:19,1:05:56,51,50.9,100,71,100,100,0
9/27/23 13:19,1:05:57,51,50.9,100,71,100,100,0
9/27/23 13:19,1:05:58,51,50.9,100,76,100,100,0
9/27/23 13:19,1:05:59,51,50.9,100,72,100,100,0
9/27/23 13:19,1:06:00,51,50.9,100,74,100,100,0
9/27/23 13:19,1:06:01,51,50.9,100,74,100,100,0
9/27/23 13:19,1:06:02,51,51,100,73,100,100,0
9/27/23 13:19,1:06:04,51,51,100,73,100,100,0
9/27/23 13:19,1:06:05,51,51,100,74,100,100,0
9/27/23 13:19,1:06:06,51,51,100,79,100,100,0
9/27/23 13:19,1:06:07,51,51,100,83,100,100,0
9/27/23 13:19,1:06:08,51.1,51,100,81,100,100,0
9/27/23 13:20,1:06:09,51.1,51,100,90,100,100,0
9/27/23 13:20,1:06:10,51.1,51,100,78,100,100,0
9/27/23 13:20,1:06:11,51.1,51,100,79,100,100,0
9/27/23 13:20,1:06:13,51.1,51,100,79,100,100,0
9/27/23 13:20,1:06:14,51.1,51,100,75,100,100,0
9/27/23 13:20,1:06:15,51.1,51,100,79,100,100,0
9/27/23 13:20,1:06:16,51.1,51.1,100,63,100,100,0
9/27/23 13:20,1:06:17,51.1,51.1,100,75,100,100,0
9/27/23 13:20,1:06:18,51.1,51.1,100,75,100,100,0
9/27/23 13:20,1:06:19,51.1,51.1,100,79,100,100,0
9/27/23 13:20,1:06:20,51.2,51.1,100,82,100,100,0
9/27/23 13:20,1:06:21,51.2,51.1,100,83,100,100,0
9/27/23 13:20,1:06:22,51.2,51.1,100,80,100,100,0
9/27/23 13:20,1:06:23,51.2,51.1,100,73,100,100,0
9/27/23 13:20,1:06:24,51.2,51.1,100,61,100,100,0
9/27/23 13:20,1:06:25,51.2,51.1,100,74,100,100,0
9/27/23 13:20,1:06:26,51.2,51.1,100,76,100,100,0
9/27/23 13:20,1:06:27,51.2,51.2,100,77,100,100,0
9/27/23 13:20,1:06:28,51.2,51.2,100,71,100,100,0
9/27/23 13:20,1:06:29,51.2,51.2,100,78,100,100,0
9/27/23 13:20,1:06:30,51.2,51.2,100,77,100,100,0
9/27/23 13:20,1:06:31,51.2,51.2,100,74,100,100,0
9/27/23 13:20,1:06:32,51.3,51.2,100,83,100,100,0
9/27/23 13:20,1:06:33,51.3,51.2,100,79,100,100,0
9/27/23 13:20,1:06:34,51.3,51.2,100,78,100,100,0
9/27/23 13:20,1:06:35,51.3,51.2,100,65,100,100,0
9/27/23 13:20,1:06:36,51.3,51.2,100,75,100,100,0
9/27/23 13:20,1:06:37,51.3,51.2,100,68,100,100,0
9/27/23 13:20,1:06:38,51.3,51.2,100,76,100,100,0
9/27/23 13:20,1:06:39,51.3,51.3,100,84,100,100,0
9/27/23 13:20,1:06:40,51.3,51.3,100,76,100,100,0
9/27/23 13:20,1:06:41,51.3,51.3,100,67,100,100,0
9/27/23 13:20,1:06:42,51.3,51.3,100,75,100,100,0
9/27/23 13:20,1:06:43,51.3,51.3,100,68,100,100,0
9/27/23 13:20,1:06:44,51.4,51.3,100,78,100,100,0
9/27/23 13:20,1:06:45,51.4,51.3,100,76,100,100,0
9/27/23 13:20,1:06:46,51.4,51.3,100,70,100,100,0
9/27/23 13:20,1:06:47,51.4,51.3,100,78,100,100,0
9/27/23 13:20,1:06:48,51.4,51.3,100,74,100,100,0
9/27/23 13:20,1:06:49,51.4,51.3,100,68,100,100,0
9/27/23 13:20,1:06:50,51.4,51.3,100,74,100,100,0
9/27/23 13:20,1:06:51,51.4,51.4,100,67,100,100,0
9/27/23 13:20,1:06:52,51.4,51.4,100,81,100,100,0
9/27/23 13:20,1:06:53,51.4,51.4,100,80,100,100,0
9/27/23 13:20,1:06:54,51.4,51.4,100,78,100,100,0
9/27/23 13:20,1:06:55,51.5,51.4,100,77,100,100,0
9/27/23 13:20,1:06:56,51.5,51.4,100,67,100,100,0
9/27/23 13:20,1:06:57,51.5,51.4,100,75,100,100,0
9/27/23 13:20,1:06:58,51.5,51.4,100,61,100,100,0
9/27/23 13:20,1:06:59,51.5,51.4,100,71,100,100,0
9/27/23 13:20,1:07:00,51.5,51.4,100,73,100,100,0
9/27/23 13:20,1:07:01,51.5,51.4,100,73,100,100,0
9/27/23 13:20,1:07:02,51.5,51.5,100,78,100,100,0
9/27/23 13:20,1:07:03,51.5,51.5,100,70,100,100,0
9/27/23 13:20,1:07:04,51.5,51.5,100,74,100,100,0
9/27/23 13:20,1:07:05,51.5,51.5,100,73,100,100,0
9/27/23 13:20,1:07:06,51.5,51.5,100,66,100,100,0
9/27/23 13:20,1:07:07,51.6,51.5,100,70,100,100,0
9/27/23 13:21,1:07:08,51.6,51.5,100,71,100,100,0
9/27/23 13:21,1:07:09,51.6,51.5,100,78,100,100,0
9/27/23 13:21,1:07:10,51.6,51.5,100,78,100,100,0
9/27/23 13:21,1:07:11,51.6,51.5,100,68,100,100,0
9/27/23 13:21,1:07:12,51.6,51.5,100,79,100,100,0
9/27/23 13:21,1:07:13,51.6,51.5,100,79,100,100,0
9/27/23 13:21,1:07:14,51.6,51.6,100,81,100,100,0
9/27/23 13:21,1:07:16,51.6,51.6,100,71,100,100,0
9/27/23 13:21,1:07:17,51.6,51.6,100,74,100,100,0
9/27/23 13:21,1:07:18,51.6,51.6,100,79,100,100,0
9/27/23 13:21,1:07:19,51.6,51.6,100,79,100,100,0
9/27/23 13:21,1:07:20,51.7,51.6,100,76,100,100,0
9/27/23 13:21,1:07:21,51.7,51.6,100,76,100,100,0
9/27/23 13:21,1:07:22,51.7,51.6,100,67,100,100,0
9/27/23 13:21,1:07:23,51.7,51.6,100,67,100,100,0
9/27/23 13:21,1:07:24,51.7,51.6,100,85,100,100,0
9/27/23 13:21,1:07:25,51.7,51.6,100,66,100,100,0
9/27/23 13:21,1:07:26,51.7,51.6,100,79,100,100,0
9/27/23 13:21,1:07:27,51.7,51.6,100,72,100,100,0
9/27/23 13:21,1:07:28,51.7,51.7,100,76,100,100,0
9/27/23 13:21,1:07:29,51.7,51.7,100,78,100,100,0
9/27/23 13:21,1:07:30,51.7,51.7,100,80,100,100,0
9/27/23 13:21,1:07:31,51.7,51.7,100,73,100,100,0
9/27/23 13:21,1:07:32,51.8,51.7,100,74,100,100,0
9/27/23 13:21,1:07:33,51.8,51.7,100,87,100,100,0
9/27/23 13:21,1:07:34,51.8,51.7,100,79,100,100,0
9/27/23 13:21,1:07:35,51.8,51.7,100,73,100,100,0
9/27/23 13:21,1:07:36,51.8,51.7,100,63,100,100,0
9/27/23 13:21,1:07:37,51.8,51.7,100,77,100,100,0
9/27/23 13:21,1:07:38,51.8,51.7,100,72,100,100,0
9/27/23 13:21,1:07:39,51.8,51.7,100,69,100,100,0
9/27/23 13:21,1:07:40,51.8,51.8,100,73,100,100,0
9/27/23 13:21,1:07:41,51.8,51.8,100,70,100,100,0
9/27/23 13:21,1:07:42,51.8,51.8,100,73,100,100,0
9/27/23 13:21,1:07:43,51.8,51.8,100,72,100,100,0
9/27/23 13:21,1:07:44,51.9,51.8,100,75,100,100,0
9/27/23 13:21,1:07:45,51.9,51.8,100,70,100,100,0
9/27/23 13:21,1:07:46,51.9,51.8,100,80,100,100,0
9/27/23 13:21,1:07:47,51.9,51.8,100,78,100,100,0
9/27/23 13:21,1:07:48,51.9,51.8,100,78,100,100,0
9/27/23 13:21,1:07:49,51.9,51.8,100,63,100,100,0
9/27/23 13:21,1:07:50,51.9,51.8,100,67,100,100,0
9/27/23 13:21,1:07:51,51.9,51.9,100,63,100,100,0
9/27/23 13:21,1:07:52,51.9,51.9,100,73,100,100,0
9/27/23 13:21,1:07:53,51.9,51.9,100,73,100,100,0
9/27/23 13:21,1:07:54,51.9,51.9,100,71,100,100,0
9/27/23 13:21,1:07:55,51.9,51.9,100,72,100,100,0
9/27/23 13:21,1:07:56,52,51.9,100,73,100,100,0
9/27/23 13:21,1:07:57,52,51.9,100,71,100,100,0
9/27/23 13:21,1:07:58,52,51.9,100,72,100,100,0
9/27/23 13:21,1:07:59,52,51.9,100,72,100,100,0
9/27/23 13:21,1:08:00,52,51.9,100,83,100,100,0
9/27/23 13:21,1:08:01,52,51.9,100,77,100,100,0
9/27/23 13:21,1:08:02,52,51.9,100,83,100,100,0
9/27/23 13:21,1:08:03,52,52,100,86,100,100,0
9/27/23 13:21,1:08:04,52,52,100,76,100,100,0
9/27/23 13:21,1:08:05,52,52,100,73,100,100,0
9/27/23 13:21,1:08:06,52,52,100,76,100,100,0
9/27/23 13:21,1:08:07,52.1,52,100,76,100,100,0
9/27/23 13:21,1:08:08,52.1,52,100,81,100,100,0
9/27/23 13:22,1:08:09,52.1,52,100,71,100,100,0
9/27/23 13:22,1:08:10,52.1,52,100,69,100,100,0
9/27/23 13:22,1:08:11,52.1,52,100,70,100,100,0
9/27/23 13:22,1:08:12,52.1,52,100,72,100,100,0
9/27/23 13:22,1:08:13,52.1,52,100,71,100,100,0
9/27/23 13:22,1:08:14,52.1,52,100,74,100,100,0
9/27/23 13:22,1:08:15,52.1,52.1,100,69,100,100,0
9/27/23 13:22,1:08:16,52.1,52.1,100,84,100,100,0
9/27/23 13:22,1:08:17,52.1,52.1,100,80,100,100,0
9/27/23 13:22,1:08:18,52.1,52.1,100,74,100,100,0
9/27/23 13:22,1:08:19,52.2,52.1,100,63,100,100,0
9/27/23 13:22,1:08:20,52.2,52.1,100,79,100,100,0
9/27/23 13:22,1:08:21,52.2,52.1,100,67,100,100,0
9/27/23 13:22,1:08:22,52.2,52.1,100,70,100,100,0
9/27/23 13:22,1:08:23,52.2,52.1,100,67,100,100,0
9/27/23 13:22,1:08:24,52.2,52.1,100,74,100,100,0
9/27/23 13:22,1:08:25,52.2,52.1,100,73,100,100,0
9/27/23 13:22,1:08:26,52.2,52.2,100,66,100,100,0
9/27/23 13:22,1:08:27,52.2,52.2,100,71,100,100,0
9/27/23 13:22,1:08:28,52.2,52.2,100,82,100,100,0
9/27/23 13:22,1:08:29,52.2,52.2,100,79,100,100,0
9/27/23 13:22,1:08:30,52.2,52.2,100,83,100,100,0
9/27/23 13:22,1:08:32,52.3,52.2,100,68,100,100,0
9/27/23 13:22,1:08:33,52.3,52.2,100,68,100,100,0
9/27/23 13:22,1:08:34,52.3,52.2,100,84,100,100,0
9/27/23 13:22,1:08:35,52.3,52.2,100,87,100,100,0
9/27/23 13:22,1:08:36,52.3,52.2,100,68,100,100,0
9/27/23 13:22,1:08:37,52.3,52.2,100,70,100,100,0
9/27/23 13:22,1:08:38,52.3,52.2,100,73,100,100,0
9/27/23 13:22,1:08:39,52.3,52.3,100,67,100,100,0
9/27/23 13:22,1:08:40,52.3,52.3,100,64,100,100,0
9/27/23 13:22,1:08:41,52.3,52.3,100,74,100,100,0
9/27/23 13:22,1:08:42,52.3,52.3,100,68,100,100,0
9/27/23 13:22,1:08:43,52.3,52.3,100,79,100,100,0
9/27/23 13:22,1:08:44,52.4,52.3,100,76,100,100,0
9/27/23 13:22,1:08:45,52.4,52.3,100,83,100,100,0
9/27/23 13:22,1:08:46,52.4,52.3,100,73,100,100,0
9/27/23 13:22,1:08:47,52.4,52.3,100,78,100,100,0
9/27/23 13:22,1:08:48,52.4,52.3,100,75,100,100,0
9/27/23 13:22,1:08:49,52.4,52.3,100,77,100,100,0
9/27/23 13:22,1:08:50,52.4,52.3,100,64,100,100,0
9/27/23 13:22,1:08:51,52.4,52.3,100,67,100,100,0
9/27/23 13:22,1:08:52,52.4,52.4,100,69,100,100,0
9/27/23 13:22,1:08:53,52.4,52.4,100,83,100,100,0
9/27/23 13:22,1:08:54,52.4,52.4,100,74,100,100,0
9/27/23 13:22,1:08:55,52.4,52.4,100,79,100,100,0
9/27/23 13:22,1:08:56,52.5,52.4,100,70,100,100,0
9/27/23 13:22,1:08:57,52.5,52.4,100,84,100,100,0
9/27/23 13:22,1:08:58,52.5,52.4,100,78,100,100,0
9/27/23 13:22,1:08:59,52.5,52.4,100,71,100,100,0
9/27/23 13:22,1:09:00,52.5,52.4,100,79,100,100,0
9/27/23 13:22,1:09:01,52.5,52.4,100,71,100,100,0
9/27/23 13:22,1:09:02,52.5,52.4,100,76,100,100,0
9/27/23 13:22,1:09:03,52.5,52.4,100,77,100,100,0
9/27/23 13:22,1:09:04,52.5,52.5,100,69,100,100,0
9/27/23 13:22,1:09:05,52.5,52.5,100,85,100,100,0
9/27/23 13:22,1:09:06,52.5,52.5,100,66,100,100,0
9/27/23 13:22,1:09:07,52.5,52.5,100,75,100,100,0
9/27/23 13:22,1:09:08,52.6,52.5,100,84,100,100,0
9/27/23 13:23,1:09:09,52.6,52.5,100,76,100,100,0
9/27/23 13:23,1:09:10,52.6,52.5,100,76,100,100,0
9/27/23 13:23,1:09:11,52.6,52.5,100,79,100,100,0
9/27/23 13:23,1:09:12,52.6,52.5,100,82,100,100,0
9/27/23 13:23,1:09:13,52.6,52.5,100,79,100,100,0
9/27/23 13:23,1:09:14,52.6,52.5,100,71,100,100,0
9/27/23 13:23,1:09:15,52.6,52.6,100,60,100,100,0
9/27/23 13:23,1:09:16,52.6,52.6,100,81,100,100,0
9/27/23 13:23,1:09:17,52.6,52.6,100,77,100,100,0
9/27/23 13:23,1:09:18,52.6,52.6,100,70,100,100,0
9/27/23 13:23,1:09:19,52.7,52.6,100,77,100,100,0
9/27/23 13:23,1:09:20,52.7,52.6,100,78,100,100,0
9/27/23 13:23,1:09:21,52.7,52.6,100,77,100,100,0
9/27/23 13:23,1:09:22,52.7,52.6,100,71,100,100,0
9/27/23 13:23,1:09:23,52.7,52.6,100,74,100,100,0
9/27/23 13:23,1:09:24,52.7,52.6,100,75,100,100,0
9/27/23 13:23,1:09:25,52.7,52.7,100,74,100,100,0
9/27/23 13:23,1:09:26,52.7,52.7,100,67,100,100,0
9/27/23 13:23,1:09:27,52.7,52.7,100,75,100,100,0
9/27/23 13:23,1:09:28,52.7,52.7,100,67,100,100,0
9/27/23 13:23,1:09:29,52.7,52.7,100,76,100,100,0
9/27/23 13:23,1:09:30,52.7,52.7,100,78,100,100,0
9/27/23 13:23,1:09:31,52.8,52.7,100,79,100,100,0
9/27/23 13:23,1:09:32,52.8,52.7,100,73,100,100,0
9/27/23 13:23,1:09:33,52.8,52.7,100,73,100,100,0
9/27/23 13:23,1:09:34,52.8,52.7,100,81,100,100,0
9/27/23 13:23,1:09:35,52.8,52.7,100,71,100,100,0
9/27/23 13:23,1:09:36,52.8,52.7,100,77,100,100,0
9/27/23 13:23,1:09:37,52.8,52.7,100,79,100,100,0
9/27/23 13:23,1:09:38,52.8,52.8,100,75,100,100,0
9/27/23 13:23,1:09:39,52.8,52.8,100,71,100,100,0
9/27/23 13:23,1:09:40,52.8,52.8,100,70,100,100,0
9/27/23 13:23,1:09:41,52.8,52.8,100,81,100,100,0
9/27/23 13:23,1:09:42,52.8,52.8,100,71,100,100,0
9/27/23 13:23,1:09:43,52.9,52.8,100,68,100,100,0
9/27/23 13:23,1:09:44,52.9,52.8,100,76,100,100,0
9/27/23 13:23,1:09:45,52.9,52.8,100,67,100,100,0
9/27/23 13:23,1:09:46,52.9,52.8,100,72,100,100,0
9/27/23 13:23,1:09:48,52.9,52.8,100,70,100,100,0
9/27/23 13:23,1:09:49,52.9,52.8,100,82,100,100,0
9/27/23 13:23,1:09:50,52.9,52.8,100,68,100,100,0
9/27/23 13:23,1:09:51,52.9,52.9,100,67,100,100,0
9/27/23 13:23,1:09:52,52.9,52.9,100,82,100,100,0
9/27/23 13:23,1:09:53,52.9,52.9,100,67,100,100,0
9/27/23 13:23,1:09:54,52.9,52.9,100,83,100,100,0
9/27/23 13:23,1:09:55,52.9,52.9,100,73,100,100,0
9/27/23 13:23,1:09:56,53,52.9,100,63,100,100,0
9/27/23 13:23,1:09:57,53,52.9,100,76,100,100,0
9/27/23 13:23,1:09:58,53,52.9,100,73,100,100,0
9/27/23 13:23,1:09:59,53,52.9,100,71,100,100,0
9/27/23 13:23,1:10:00,53,52.9,100,74,100,100,0
9/27/23 13:23,1:10:01,53,52.9,100,76,100,100,0
9/27/23 13:23,1:10:02,53,52.9,100,73,100,100,0
9/27/23 13:23,1:10:03,53,53,100,73,100,100,0
9/27/23 13:23,1:10:04,53,53,100,72,100,100,0
9/27/23 13:23,1:10:05,53,53,100,79,100,100,0
9/27/23 13:23,1:10:06,53,53,100,67,100,100,0
9/27/23 13:23,1:10:07,53,53,100,77,100,100,0
9/27/23 13:23,1:10:08,53.1,53,100,72,100,100,0
9/27/23 13:24,1:10:09,53.1,53,100,78,100,100,0
9/27/23 13:24,1:10:10,53.1,53,100,69,100,100,0
9/27/23 13:24,1:10:11,53.1,53,100,77,100,100,0
9/27/23 13:24,1:10:12,53.1,53,100,72,100,100,0
9/27/23 13:24,1:10:13,53.1,53,100,74,100,100,0
9/27/23 13:24,1:10:14,53.1,53,100,67,100,100,0
9/27/23 13:24,1:10:15,53.1,53.1,100,78,100,100,0
9/27/23 13:24,1:10:16,53.1,53.1,100,68,100,100,0
9/27/23 13:24,1:10:17,53.1,53.1,100,73,100,100,0
9/27/23 13:24,1:10:18,53.1,53.1,100,82,100,100,0
9/27/23 13:24,1:10:19,53.1,53.1,100,66,100,100,0
9/27/23 13:24,1:10:20,53.2,53.1,100,77,100,100,0
9/27/23 13:24,1:10:21,53.2,53.1,100,75,100,100,0
9/27/23 13:24,1:10:22,53.2,53.1,100,73,100,100,0
9/27/23 13:24,1:10:23,53.2,53.1,100,74,100,100,0
9/27/23 13:24,1:10:24,53.2,53.1,100,83,100,100,0
9/27/23 13:24,1:10:25,53.2,53.1,100,82,100,100,0
9/27/23 13:24,1:10:26,53.2,53.2,100,70,100,100,0
9/27/23 13:24,1:10:27,53.2,53.2,100,70,100,100,0
9/27/23 13:24,1:10:28,53.2,53.2,100,66,100,100,0
9/27/23 13:24,1:10:29,53.2,53.2,100,70,100,100,0
9/27/23 13:24,1:10:30,53.2,53.2,100,71,100,100,0
9/27/23 13:24,1:10:31,53.3,53.2,100,87,100,100,0
9/27/23 13:24,1:10:32,53.3,53.2,100,82,100,100,0
9/27/23 13:24,1:10:33,53.3,53.2,100,71,100,100,0
9/27/23 13:24,1:10:34,53.3,53.2,100,74,100,100,0
9/27/23 13:24,1:10:35,53.3,53.2,100,68,100,100,0
9/27/23 13:24,1:10:36,53.3,53.2,100,74,100,100,0
9/27/23 13:24,1:10:37,53.3,53.2,100,68,100,100,0
9/27/23 13:24,1:10:38,53.3,53.3,100,78,100,100,0
9/27/23 13:24,1:10:39,53.3,53.3,100,76,100,100,0
9/27/23 13:24,1:10:40,53.3,53.3,100,71,100,100,0
9/27/23 13:24,1:10:41,53.3,53.3,100,81,100,100,0
9/27/23 13:24,1:10:42,53.3,53.3,100,79,100,100,0
9/27/23 13:24,1:10:43,53.4,53.3,100,68,100,100,0
9/27/23 13:24,1:10:44,53.4,53.3,100,67,100,100,0
9/27/23 13:24,1:10:45,53.4,53.3,100,80,100,100,0
9/27/23 13:24,1:10:46,53.4,53.3,100,75,100,100,0
9/27/23 13:24,1:10:47,53.4,53.3,100,84,100,100,0
9/27/23 13:24,1:10:48,53.4,53.3,100,68,100,100,0
9/27/23 13:24,1:10:49,53.4,53.3,100,79,100,100,0
9/27/23 13:24,1:10:50,53.4,53.3,100,71,100,100,0
9/27/23 13:24,1:10:51,53.4,53.4,100,71,100,100,0
9/27/23 13:24,1:10:52,53.4,53.4,100,78,100,100,0
9/27/23 13:24,1:10:53,53.4,53.4,100,74,100,100,0
9/27/23 13:24,1:10:54,53.4,53.4,100,65,100,100,0
9/27/23 13:24,1:10:55,53.5,53.4,100,76,100,100,0
9/27/23 13:24,1:10:56,53.5,53.4,100,73,100,100,0
9/27/23 13:24,1:10:57,53.5,53.4,100,79,100,100,0
9/27/23 13:24,1:10:58,53.5,53.4,100,71,100,100,0
9/27/23 13:24,1:10:59,53.5,53.4,100,80,100,100,0
9/27/23 13:24,1:11:00,53.5,53.4,100,70,100,100,0
9/27/23 13:24,1:11:01,53.5,53.4,100,70,100,100,0
9/27/23 13:24,1:11:02,53.5,53.5,100,73,100,100,0
9/27/23 13:24,1:11:03,53.5,53.5,100,82,100,100,0
9/27/23 13:24,1:11:04,53.5,53.5,100,71,100,100,0
9/27/23 13:24,1:11:05,53.5,53.5,100,74,100,100,0
9/27/23 13:24,1:11:06,53.5,53.5,100,74,100,100,0
9/27/23 13:24,1:11:07,53.6,53.5,100,63,100,100,0
9/27/23 13:25,1:11:08,53.6,53.5,100,74,100,100,0
9/27/23 13:25,1:11:09,53.6,53.5,100,77,100,100,0
9/27/23 13:25,1:11:10,53.6,53.5,100,73,100,100,0
9/27/23 13:25,1:11:12,53.6,53.5,100,76,100,100,0
9/27/23 13:25,1:11:13,53.6,53.5,100,73,100,100,0
9/27/23 13:25,1:11:14,53.6,53.6,100,71,100,100,0
9/27/23 13:25,1:11:15,53.6,53.6,100,70,100,100,0
9/27/23 13:25,1:11:16,53.6,53.6,100,79,100,100,0
9/27/23 13:25,1:11:17,53.6,53.6,100,73,100,100,0
9/27/23 13:25,1:11:18,53.6,53.6,100,68,100,100,0
9/27/23 13:25,1:11:19,53.6,53.6,100,69,100,100,0
9/27/23 13:25,1:11:20,53.7,53.6,100,78,100,100,0
9/27/23 13:25,1:11:21,53.7,53.6,100,66,100,100,0
9/27/23 13:25,1:11:22,53.7,53.6,100,81,100,100,0
9/27/23 13:25,1:11:23,53.7,53.6,100,77,100,100,0
9/27/23 13:25,1:11:24,53.7,53.6,100,70,100,100,0
9/27/23 13:25,1:11:25,53.7,53.6,100,80,100,100,0
9/27/23 13:25,1:11:26,53.7,53.6,100,79,100,100,0
9/27/23 13:25,1:11:27,53.7,53.7,100,65,100,100,0
9/27/23 13:25,1:11:28,53.7,53.7,100,84,100,100,0
9/27/23 13:25,1:11:29,53.7,53.7,100,73,100,100,0
9/27/23 13:25,1:11:30,53.7,53.7,100,73,100,100,0
9/27/23 13:25,1:11:31,53.7,53.7,100,77,100,100,0
9/27/23 13:25,1:11:32,53.8,53.7,100,78,100,100,0
9/27/23 13:25,1:11:33,53.8,53.7,100,81,100,100,0
9/27/23 13:25,1:11:34,53.8,53.7,100,74,100,100,0
9/27/23 13:25,1:11:35,53.8,53.7,100,63,100,100,0
9/27/23 13:25,1:11:36,53.8,53.7,100,76,100,100,0
9/27/23 13:25,1:11:37,53.8,53.7,100,69,100,100,0
9/27/23 13:25,1:11:38,53.8,53.7,100,70,100,100,0
9/27/23 13:25,1:11:39,53.8,53.8,100,73,100,100,0
9/27/23 13:25,1:11:40,53.8,53.8,100,77,100,100,0
9/27/23 13:25,1:11:41,53.8,53.8,100,71,100,100,0
9/27/23 13:25,1:11:42,53.8,53.8,100,76,100,100,0
9/27/23 13:25,1:11:43,53.8,53.8,100,77,100,100,0
9/27/23 13:25,1:11:44,53.9,53.8,100,77,100,100,0
9/27/23 13:25,1:11:45,53.9,53.8,100,81,100,100,0
9/27/23 13:25,1:11:46,53.9,53.8,100,78,100,100,0
9/27/23 13:25,1:11:47,53.9,53.8,100,68,100,100,0
9/27/23 13:25,1:11:48,53.9,53.8,100,77,100,100,0
9/27/23 13:25,1:11:49,53.9,53.8,100,66,100,100,0
9/27/23 13:25,1:11:50,53.9,53.9,100,78,100,100,0
9/27/23 13:25,1:11:51,53.9,53.9,100,79,100,100,0
9/27/23 13:25,1:11:52,53.9,53.9,100,68,100,100,0
9/27/23 13:25,1:11:53,53.9,53.9,100,75,100,100,0
9/27/23 13:25,1:11:54,53.9,53.9,100,68,100,100,0
9/27/23 13:25,1:11:55,54,53.9,100,75,100,100,0
9/27/23 13:25,1:11:56,54,53.9,100,79,100,100,0
9/27/23 13:25,1:11:57,54,53.9,100,72,100,100,0
9/27/23 13:25,1:11:58,54,53.9,100,70,100,100,0
9/27/23 13:25,1:11:59,54,53.9,100,76,100,100,0
9/27/23 13:25,1:12:00,54,53.9,100,84,100,100,0
9/27/23 13:25,1:12:01,54,53.9,100,82,100,100,0
9/27/23 13:25,1:12:02,54,54,100,71,100,100,0
9/27/23 13:25,1:12:03,54,54,100,71,100,100,0
9/27/23 13:25,1:12:04,54,54,100,73,100,100,0
9/27/23 13:25,1:12:05,54,54,100,79,100,100,0
9/27/23 13:25,1:12:06,54,54,100,71,100,100,0
9/27/23 13:25,1:12:07,54.1,54,100,74,100,100,0
9/27/23 13:25,1:12:08,54.1,54,100,73,100,100,0
9/27/23 13:26,1:12:09,54.1,54,100,67,100,100,0
9/27/23 13:26,1:12:10,54.1,54,100,76,100,100,0
